Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","# White Non-Hispanic Population, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita ($), 2014","# Asian Households, 2014","# Asian Non-Hispanic Head of Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014"
"30360, Atlanta, GA",30360,14675,1231,1107,2163,1922,8323,5649,5578,9097,95,68,40,2936,363,5649,89055.58394,62068,31526,349,339,3116,1326,494,25,10,13,689,95
"30363, Atlanta, GA",30363,3225,555,556,910,889,1567,1461,184,3041,26,1,3,96,23,1461,76359.81519,60745,46068,249,248,876,87,19,12,1,0,43,12
"30506, Gainesville, GA",30506,44234,470,365,1068,818,38830,37285,5081,39153,33,80,9,2039,342,37285,98202.72881,69093,35858,136,134,14769,972,497,12,2,12,387,62
"30517, Braselton, GA",30517,11780,382,368,894,868,9842,9237,1060,10720,16,9,10,621,68,9237,94563.04629,72885,31974,90,88,3458,211,72,3,2,2,120,12
"30518, Buford, GA",30518,48427,3991,3878,6273,5969,32085,28053,9028,39399,206,84,49,4218,447,28053,92464.65895,74254,31990,1094,1087,12189,2105,955,46,7,15,1013,69
"30519, Buford, GA",30519,44683,4083,4030,7203,6979,29576,26725,5507,39176,171,85,22,2947,328,26725,95398.43797,77797,31058,1100,1096,10336,1335,464,44,4,19,739,65
"30533, Dahlonega, GA",30533,26272,128,98,349,262,24605,24239,1153,25119,26,6,8,569,75,24239,61843.98152,48641,22762,33,30,8940,229,73,3,3,1,138,11
"30534, Dawsonville, GA",30534,27702,203,164,145,111,26296,25826,1256,26446,12,13,6,593,64,25826,76492.91629,62058,28914,38,37,10074,215,78,4,1,3,116,13
"30536, Ellijay, GA",30536,7857,25,47,22,27,7492,7065,506,7351,11,9,6,256,21,7065,65380.68937,46130,27249,6,5,3070,86,42,1,1,1,37,4
"30540, Ellijay, GA",30540,17072,83,100,79,100,15708,14254,2148,14924,45,21,49,1011,83,14254,55251.59394,40237,21924,21,15,6385,367,191,3,6,2,154,11
"30548, Hoschton, GA",30548,17354,606,591,1100,1058,14844,14126,1254,16100,27,6,7,746,64,14126,101658.9916,85558,34807,135,134,5275,249,80,7,1,1,151,9
"30601, Athens, GA",30601,23491,303,258,9736,9537,11259,9474,3840,19651,68,60,41,1925,200,9474,39308.78293,24971,15181,100,92,4543,950,384,17,8,13,482,46
"30602, Athens, GA",30602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30605, Athens, GA",30605,45770,3249,3310,9264,9463,31251,29305,2522,43248,78,11,36,1537,183,29305,55171.63432,35261,19894,940,936,11493,745,203,17,4,4,475,42
"30606, Athens, GA",30606,42421,1534,1490,10338,10365,27977,25840,3933,38488,123,48,66,1953,272,25840,74085.29664,49291,31306,498,490,12233,1049,397,29,8,9,540,66
"30607, Athens, GA",30607,10695,111,88,3202,2963,5747,4462,3048,7647,63,35,18,1474,170,4462,67897.39624,48674,22854,26,24,2090,635,276,12,2,4,307,34
"30609, Athens, GA",30609,532,45,47,53,55,412,393,19,513,1,0,1,12,2,393,39842.58333,17500,2478,0,0,11,0,0,0,0,0,0,0
"30620, Bethlehem, GA",30620,12856,406,399,1966,1921,9550,8806,1459,11397,33,14,4,761,135,8806,76146.24814,69289,24682,100,99,3294,288,84,4,1,2,170,27
"30621, Bishop, GA",30621,4676,86,80,361,339,4116,4057,158,4518,6,2,2,80,14,4057,89334.58465,74353,30528,24,23,1385,26,13,0,1,0,10,2
"30622, Bogart, GA",30622,10052,483,477,1265,1247,7981,7605,584,9468,8,6,2,391,27,7605,93729.95044,73053,35185,139,138,3079,134,35,2,1,2,90,4
"30623, Bostwick, GA",30623,613,4,4,70,69,522,515,14,599,0,0,0,8,2,515,86997.93722,65556,31672,1,1,193,3,1,0,0,0,2,0
"30625, Buckhead, GA",30625,2391,7,6,386,371,1896,1869,112,2279,2,3,1,41,5,1869,66432.9544,49556,25593,2,2,744,23,14,0,0,0,8,1
"30627, Carlton, GA",30627,2486,17,15,472,462,1929,1904,67,2419,1,1,2,35,4,1904,52631.0042,37903,20218,4,3,735,14,4,0,1,1,7,1
"30628, Colbert, GA",30628,6207,35,31,592,544,5217,5156,360,5847,3,0,1,118,17,5156,57958.68451,47462,21573,7,7,2002,61,37,1,0,0,21,2
"30629, Comer, GA",30629,4592,49,46,494,465,3939,3911,94,4498,4,4,1,59,10,3911,63840.77476,53590,25566,10,10,1493,13,3,0,0,1,8,1
"30630, Crawford, GA",30630,2402,8,8,367,363,1938,1892,82,2320,2,1,0,48,5,1892,57408.99673,45800,23940,2,2,743,21,8,1,0,1,9,2
"30634, Dewy Rose, GA",30634,2478,22,21,598,573,1747,1729,132,2346,6,0,0,39,7,1729,49193.62011,40500,18862,6,6,703,31,18,1,0,0,12,0
"30641, Good Hope, GA",30641,1642,14,14,150,150,1439,1417,34,1608,0,0,0,22,3,1417,88749.13233,68202,32320,3,3,532,8,2,0,0,0,5,1
"30646, Hull, GA",30646,6572,47,40,767,695,5351,5225,510,6062,18,2,4,191,28,5225,60719.34614,50449,22608,9,9,2112,82,39,2,0,1,37,3
"30648, Lexington, GA",30648,3211,12,12,694,688,2409,2363,85,3126,1,1,0,51,5,2363,53606.73048,47656,21196,2,2,904,18,7,0,0,1,9,1
"30650, Madison, GA",30650,11996,78,74,3680,3605,7797,7704,439,11557,13,10,3,159,37,7704,71192.7223,52918,27030,19,19,2957,77,43,2,0,1,27,4
"30655, Monroe, GA",30655,25756,187,178,6353,6393,18350,17796,851,24905,43,9,11,462,61,17796,65101.67289,51958,24095,55,52,6956,195,50,11,3,1,122,8
"30656, Monroe, GA",30656,15316,334,335,2237,2278,12277,11898,528,14788,13,12,7,311,36,11898,70636.08037,60125,25091,75,74,4509,116,26,2,1,2,78,7
"30663, Rutledge, GA",30663,2548,8,8,481,473,2000,1993,34,2514,1,1,0,15,2,1993,73040.04792,50898,27519,2,2,763,5,3,0,0,0,1,1
"30666, Statham, GA",30666,9245,215,211,1362,1332,7074,6717,801,8444,21,6,3,368,63,6717,71079.51082,59233,25005,54,54,2600,160,61,6,0,2,83,8
"30667, Stephens, GA",30667,885,2,2,190,184,646,622,64,821,2,0,0,28,4,622,58904.04118,49100,22630,1,1,247,15,7,1,0,0,7,0
"30677, Watkinsville, GA",30677,17829,602,569,1025,966,15770,15471,640,17189,10,6,5,385,47,15471,101871.3978,86237,36682,175,174,5733,118,50,2,1,0,60,5
"30680, Winder, GA",30680,39963,1162,1146,4857,4815,30964,29208,3798,36165,65,37,21,1724,265,29208,66385.0277,58888,23411,275,271,11465,735,284,20,4,4,385,38
"30683, Winterville, GA",30683,7519,85,77,1739,1750,5187,4785,734,6785,15,3,9,373,53,4785,73399.89283,57131,27881,24,22,2104,169,70,3,2,1,85,8
"30734, Ranger, GA",30734,2819,19,20,14,15,2734,2710,34,2785,0,1,0,19,3,2710,59502.66761,43793,22531,3,3,1039,10,2,0,0,1,6,1
"30747, Summerville, GA",30747,16573,97,79,2488,2468,13328,13202,511,16062,15,16,18,131,43,13202,49423.36169,37737,18805,20,16,5216,100,40,8,4,3,36,9
"31016, Culloden, GA",31016,1441,9,9,540,535,866,862,18,1423,1,2,0,8,2,862,67812.02646,44375,26748,2,2,339,5,1,0,0,0,4,0
"31024, Eatonton, GA",31024,20605,104,82,5482,5594,13882,13213,1487,19118,46,18,24,503,99,13213,69922.52908,47333,28695,40,34,5944,306,189,13,6,5,80,12
"31029, Forsyth, GA",31029,15665,163,156,4800,4743,10356,10261,308,15357,14,3,6,140,16,10261,61772.43323,46996,23238,46,45,3696,68,29,2,1,1,33,2
"31038, Hillsboro, GA",31038,720,2,2,215,216,483,470,19,701,0,1,0,12,3,470,56122.18959,47353,21148,0,0,178,4,1,0,0,0,3,0
"31064, Monticello, GA",31064,9282,15,13,2362,2378,6543,6336,379,8903,9,8,2,181,48,6336,63835.20766,48667,24159,4,3,2409,97,28,5,1,2,51,10
"31085, Shady Dale, GA",31085,1017,2,1,142,143,809,788,69,948,2,5,1,18,7,788,64205.17816,52174,21979,0,0,283,12,5,1,0,1,4,1
"31097, Yatesville, GA",31097,1161,6,6,203,201,927,921,21,1140,0,2,0,8,2,921,73383.55604,52500,28759,1,1,370,3,2,0,0,0,1,0
"31816, Manchester, GA",31816,5661,94,96,2228,2264,3225,3145,103,5558,8,2,0,33,7,3145,48814.58772,36869,19703,13,13,1398,28,10,3,0,1,13,0
"31822, Pine Mountain, GA",31822,5152,35,35,1188,1199,3826,3735,116,5036,2,2,0,78,10,3735,90689.55266,60962,36050,10,10,1498,37,6,1,0,2,27,1
"31830, Warm Springs, GA",31830,2216,12,12,591,603,1555,1519,41,2175,1,3,0,22,4,1519,51730.66985,45547,22455,3,3,613,11,4,0,0,1,6,0
