Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","# White Non-Hispanic Population, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita (), 2014","# Asian Households, 2014","# Asian Non-Hispanic Head of Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014"
"01431, Ashby, MA",01431,"3,047",25,31,15,15,"2,934","2,875",60,"2,987",3,3,0,37,10,"2,875","95,579.85 ","84,971.00 ","34,413.00 ",6,6,"1,068",15,2,0,0,0,10,3
"01432, Ayer, MA",01432,"7,442",405,407,454,452,"6,124","5,853",422,"7,020",14,4,9,240,47,"5,853","95,885.07 ","70,419.00 ","40,251.00 ",140,138,"2,644",130,35,4,2,1,80,8
"01450, Groton, MA",01450,"10,090",374,390,65,66,"9,429","9,235",208,"9,882",2,0,1,165,17,"9,235","148,814.19 ","129,662.00 ","52,647.00 ",93,93,"3,376",39,6,1,0,0,31,1
"01460, Littleton, MA",01460,"9,385",448,463,78,72,"8,614","8,469",160,"9,225",9,4,2,116,15,"8,469","130,223.97 ","113,847.00 ","48,811.00 ",127,127,"3,258",31,5,0,0,1,23,2
"01463, Pepperell, MA",01463,"12,313",241,256,103,98,"11,656","11,425",271,"12,042",12,6,3,188,23,"11,425","115,353.70 ","96,775.00 ","41,926.00 ",68,68,"4,293",65,14,1,0,2,46,2
"01464, Shirley, MA",01464,"7,747",276,273,660,650,"6,549","6,023",622,"7,125",6,4,2,532,21,"6,023","90,144.54 ","80,814.00 ","31,322.00 ",91,91,"2,277",46,9,0,0,3,32,2
"01469, Townsend, MA",01469,"7,265",117,125,65,68,"6,914","6,767",156,"7,109",2,1,1,121,11,"6,767","106,089.83 ","92,956.00 ","38,469.00 ",32,32,"2,551",32,4,0,0,0,27,1
"01474, West Townsend, MA",01474,"2,398",25,27,20,21,"2,296","2,254",46,"2,352",1,0,1,31,6,"2,254","102,424.98 ","88,652.00 ","37,173.00 ",6,6,851,15,3,0,0,0,12,0
"01701, Framingham, MA",01701,"32,354","2,447","2,481","1,411","1,371","26,460","25,279","1,771","30,583",67,17,14,"1,077",137,"25,279","114,100.64 ","100,015.00 ","44,728.00 ",829,826,"10,639",484,129,14,3,2,307,29
"01702, Framingham, MA",01702,"37,390","2,640","2,467","3,193","2,528","23,102","19,281","7,991","29,399",542,100,53,"4,313",542,"19,281","83,523.96 ","62,903.00 ","33,282.00 ","1,065","1,057","9,179","2,413",763,184,8,23,"1,267",168
"01718, Village Of Nagog Woods, MA",01718,2,1,1,0,0,1,1,0,2,0,0,0,0,0,1,"86,400.00 ","87,500.00 ","43,200.00 ",0,0,1,0,0,0,0,0,0,0
"01719, Boxborough, MA",01719,"5,019",891,905,31,32,"3,949","3,839",121,"4,898",0,1,1,92,11,"3,839","154,455.76 ","119,344.00 ","59,850.00 ",289,289,"1,607",40,2,0,0,0,35,3
"01720, Acton, MA",01720,"22,062","4,351","4,404",320,314,"16,680","16,143",632,"21,430",10,5,5,468,48,"16,143","150,551.32 ","124,524.00 ","56,294.00 ","1,331","1,330","6,557",175,30,2,1,2,130,10
"01721, Ashland, MA",01721,"16,829","1,654","1,688",486,469,"13,875","13,277",826,"16,003",28,7,6,534,69,"13,277","128,557.13 ","106,233.00 ","49,364.00 ",507,506,"5,544",228,49,5,1,3,157,13
"01730, Bedford, MA",01730,"13,230","1,399","1,429",334,322,"11,141","10,815",369,"12,861",19,2,4,279,30,"10,815","140,033.61 ","118,351.00 ","55,627.00 ",455,454,"4,454",105,10,2,1,1,85,6
"01731, Hanscom Afb, MA",01731,"1,709",92,87,180,157,"1,283","1,143",220,"1,489",20,3,3,147,19,"1,143","116,369.46 ","90,230.00 ","34,971.00 ",25,24,395,47,7,2,1,1,31,5
"01741, Carlisle, MA",01741,"4,287",389,396,29,23,"3,744","3,659",103,"4,184",6,0,1,75,9,"3,659","213,188.86 ","169,048.00 ","74,810.00 ",117,116,"1,361",28,4,1,1,0,20,2
"01742, Concord, MA",01742,"17,250",854,854,729,702,"15,210","14,702",691,"16,559",27,6,1,507,37,"14,702","188,568.04 ","144,680.00 ","69,941.00 ",270,269,"5,906",70,8,2,1,1,54,4
"01746, Holliston, MA",01746,"13,688",465,476,159,162,"12,753","12,499",293,"13,395",3,1,6,221,17,"12,499","134,519.36 ","118,773.00 ","49,040.00 ",145,144,"4,708",73,14,1,1,1,52,4
"01748, Hopkinton, MA",01748,"16,085",853,879,196,197,"14,697","14,386",343,"15,742",5,3,1,270,27,"14,386","166,939.31 ","136,957.00 ","56,026.00 ",237,237,"5,007",83,8,1,0,1,69,4
"01749, Hudson, MA",01749,"19,701",617,648,358,364,"17,836","17,140",868,"18,833",14,16,5,603,68,"17,140","100,736.08 ","83,309.00 ","39,520.00 ",213,210,"7,105",235,42,6,3,3,166,15
"01752, Marlborough, MA",01752,"41,218","2,490","2,457","1,310","1,214","33,060","30,407","4,543","36,675",89,45,18,"2,689",325,"30,407","104,348.18 ","81,345.00 ","41,855.00 ",916,914,"13,710","1,222",335,24,2,12,782,67
"01754, Maynard, MA",01754,"10,780",374,395,233,231,"9,819","9,449",455,"10,325",14,1,1,323,35,"9,449","104,354.61 ","92,851.00 ","43,397.00 ",116,116,"4,186",120,22,3,0,0,89,6
"01760, Natick, MA",01760,"34,155","2,809","2,881",822,798,"29,297","28,409","1,111","33,044",48,15,13,751,89,"28,409","132,297.21 ","104,238.00 ","53,812.00 ","1,040","1,037","12,177",313,56,9,3,1,222,22
"01770, Sherborn, MA",01770,"4,395",180,183,34,34,"4,077","4,015",76,"4,319",1,0,0,57,7,"4,015","206,562.41 ","167,089.00 ","72,575.00 ",57,57,"1,463",21,2,0,0,0,18,1
"01773, Lincoln, MA",01773,"5,393",380,390,127,121,"4,709","4,582",140,"5,253",10,0,1,107,10,"4,582","161,882.36 ","148,632.00 ","63,471.00 ",126,125,"1,926",37,4,2,1,0,29,1
"01775, Stow, MA",01775,"7,012",298,307,62,65,"6,456","6,320",143,"6,869",0,2,5,109,11,"6,320","144,960.09 ","126,408.00 ","53,459.00 ",85,85,"2,441",37,4,0,0,0,30,3
"01776, Sudbury, MA",01776,"18,762","1,292","1,325",189,180,"16,764","16,397",411,"18,351",14,4,4,312,33,"16,397","203,454.14 ","186,772.00 ","67,069.00 ",363,362,"5,673",103,10,3,1,0,83,6
"01778, Wayland, MA",01778,"14,055","1,555","1,582",158,148,"12,006","11,671",368,"13,687",13,0,2,298,26,"11,671","183,342.26 ","132,506.00 ","67,902.00 ",481,480,"4,607",87,8,3,1,0,72,3
"01801, Woburn, MA",01801,"41,465","3,486","3,559","1,938","1,918","34,219","32,834","1,994","39,471",62,17,6,"1,238",199,"32,834","98,621.15 ","83,494.00 ","40,334.00 ","1,228","1,226","14,287",613,154,15,2,3,394,45
"01803, Burlington, MA",01803,"25,292","3,749","3,794",929,927,"19,903","19,366",649,"24,643",15,7,7,464,46,"19,366","116,291.49 ","100,961.00 ","44,057.00 ","1,235","1,232","7,829",198,33,7,3,3,141,11
"01810, Andover, MA",01810,"32,199","3,536","3,674",474,435,"27,036","26,090","1,322","30,877",58,10,25,734,122,"26,090","157,455.86 ","125,304.00 ","56,575.00 ","1,165","1,160","9,873",387,112,13,5,1,232,24
"01821, Billerica, MA",01821,"31,682","2,087","2,165",609,613,"28,200","27,551",749,"30,933",18,9,1,527,64,"27,551","109,762.90 ","99,205.00 ","39,358.00 ",678,677,"10,307",199,38,6,1,2,142,10
"01824, Chelmsford, MA",01824,"25,106","2,281","2,343",295,286,"22,026","21,549",515,"24,591",17,3,1,394,44,"21,549","125,329.58 ","108,465.00 ","48,137.00 ",731,730,"8,633",129,15,5,1,1,103,4
"01826, Dracut, MA",01826,"29,507","1,384","1,458",826,826,"26,324","25,414","1,208","28,299",50,8,13,737,148,"25,414","93,567.05 ","82,137.00 ","34,742.00 ",372,367,"10,059",329,87,15,5,4,197,21
"01827, Dunstable, MA",01827,"2,801",148,150,25,23,"2,566","2,514",66,"2,735",2,1,1,48,6,"2,514","137,684.20 ","116,667.00 ","46,620.00 ",42,41,886,17,3,0,1,0,12,1
"01830, Haverhill, MA",01830,"25,597",440,432,"1,003",750,"21,719","19,634","4,067","21,530",264,34,14,"2,057",298,"19,634","80,959.57 ","65,550.00 ","33,811.00 ",135,131,"9,071","1,145",400,71,4,6,591,73
"01832, Haverhill, MA",01832,"22,269",460,443,990,740,"17,950","16,084","4,354","17,915",237,60,10,"1,897",391,"16,084","81,985.16 ","67,546.00 ","32,217.00 ",150,147,"7,373","1,224",521,77,3,12,529,82
"01833, Georgetown, MA",01833,"7,561",86,98,56,59,"7,234","7,083",193,"7,368",5,8,1,114,18,"7,083","130,959.99 ","113,040.00 ","47,011.00 ",24,23,"2,622",43,10,1,1,0,28,3
"01834, Groveland, MA",01834,"6,413",81,92,45,46,"6,185","6,086",111,"6,302",4,2,0,74,10,"6,086","122,947.59 ","103,529.00 ","44,657.00 ",18,18,"2,269",20,4,1,0,1,13,1
"01835, Haverhill, MA",01835,"13,839",269,292,457,416,"12,440","11,801","1,052","12,787",80,12,4,547,87,"11,801","93,101.53 ","81,770.00 ","36,678.00 ",89,88,"4,998",294,93,27,1,2,157,14
"01840, Lawrence, MA",01840,"4,883",63,24,509,69,"1,921",862,"3,886",997,352,80,9,"1,233",377,862,"38,568.35 ","22,168.00 ","18,231.00 ",36,30,"1,007","1,665",737,156,6,29,597,140
"01841, Lawrence, MA",01841,"47,206",704,202,"4,216",445,"18,464","7,646","38,541","8,665","3,013",536,159,"12,554","3,435","7,646","53,005.46 ","36,692.00 ","16,770.00 ",200,161,"6,415","10,735","5,189",911,39,128,"3,628",840
"01843, Lawrence, MA",01843,"24,862","1,359",924,"1,910",528,"12,081","7,755","15,294","9,568","1,164",276,53,"5,075","1,103","7,755","64,697.46 ","47,988.00 ","23,144.00 ",450,438,"4,979","4,463","2,205",368,12,69,"1,535",274
"01844, Methuen, MA",01844,"49,341","1,974","1,920","1,877","1,203","39,371","35,362","9,810","39,531",666,113,40,"4,038",850,"35,362","89,140.09 ","74,384.00 ","33,420.00 ",569,561,"15,333","2,758","1,169",201,8,30,"1,160",190
"01845, North Andover, MA",01845,"28,677","1,923","2,012",646,572,"24,987","23,911","1,657","27,020",101,10,6,929,117,"23,911","132,662.76 ","107,985.00 ","49,662.00 ",624,622,"9,512",471,144,26,2,2,274,23
"01850, Lowell, MA",01850,"16,112","1,660","1,505","1,658","1,356","10,512","8,709","3,984","12,128",192,26,34,"2,080",384,"8,709","74,920.26 ","65,316.00 ","26,846.00 ",422,415,"4,116","1,081",387,55,7,4,555,73
"01851, Lowell, MA",01851,"30,652","12,443","12,150","2,133","1,905","12,951","11,449","4,103","26,549",193,57,71,"1,778",416,"11,449","73,769.29 ","61,337.00 ","24,836.00 ","2,979","2,972","5,509","1,220",530,51,7,13,534,85
"01852, Lowell, MA",01852,"35,320","4,351","4,080","2,604","2,150","24,192","21,109","6,461","28,859",348,39,71,"3,464",500,"21,109","76,505.20 ","60,634.00 ","31,106.00 ","1,185","1,172","10,627","2,145",721,139,13,15,"1,128",129
"01854, Lowell, MA",01854,"28,195","5,457","5,226","1,844","1,514","17,618","15,498","5,130","23,065",273,58,37,"2,403",481,"15,498","70,229.23 ","55,380.00 ","26,683.00 ","1,430","1,426","6,863","1,606",629,76,4,16,767,114
"01860, Merrimac, MA",01860,"6,561",54,63,58,60,"6,303","6,170",148,"6,413",6,3,0,99,13,"6,170","110,727.42 ","86,722.00 ","42,120.00 ",13,13,"2,424",27,4,1,0,0,20,2
"01862, North Billerica, MA",01862,"9,844",553,556,403,401,"8,640","8,302",407,"9,437",8,3,6,321,15,"8,302","107,791.29 ","96,074.00 ","35,468.00 ",163,162,"2,943",67,12,0,1,2,48,4
"01863, North Chelmsford, MA",01863,"9,532","1,145","1,173",174,173,"7,918","7,676",296,"9,236",6,4,9,193,26,"7,676","105,765.25 ","90,312.00 ","44,785.00 ",336,334,"3,542",88,17,1,2,1,63,4
"01864, North Reading, MA",01864,"16,365",567,589,139,143,"15,328","15,045",310,"16,055",2,9,0,244,19,"15,045","129,772.38 ","113,310.00 ","47,685.00 ",182,182,"5,645",86,11,1,0,1,68,5
"01867, Reading, MA",01867,"25,472","1,263","1,308",268,270,"23,457","23,050",470,"25,002",8,8,2,337,44,"23,050","132,438.76 ","112,104.00 ","49,671.00 ",398,398,"8,916",141,28,2,0,2,103,6
"01876, Tewksbury, MA",01876,"30,944","1,064","1,120",435,440,"28,800","28,152",711,"30,233",18,5,1,541,48,"28,152","112,597.31 ","96,446.00 ","41,546.00 ",340,340,"10,679",159,23,3,0,1,125,7
"01879, Tyngsboro, MA",01879,"11,919",672,708,165,172,"10,776","10,519",316,"11,603",3,5,4,195,45,"10,519","127,343.43 ","111,248.00 ","45,239.00 ",174,171,"3,933",70,20,0,3,1,36,10
"01880, Wakefield, MA",01880,"26,914",955,988,346,339,"24,985","24,396",747,"26,167",19,9,2,526,53,"24,396","111,053.47 ","96,325.00 ","44,656.00 ",323,323,"10,156",200,38,5,0,4,139,14
"01886, Westford, MA",01886,"23,776","3,246","3,285",141,131,"19,833","19,462",424,"23,352",12,6,2,323,31,"19,462","150,698.01 ","131,404.00 ","51,938.00 ",889,889,"7,145",115,13,3,0,0,95,4
"01887, Wilmington, MA",01887,"23,574","1,115","1,173",279,274,"21,582","21,095",572,"23,002",19,4,2,390,54,"21,095","118,005.68 ","107,459.00 ","40,368.00 ",330,329,"7,471",132,28,3,1,1,89,10
"01890, Winchester, MA",01890,"22,568","2,392","2,431",285,281,"19,249","18,803",489,"22,079",9,7,7,384,37,"18,803","181,904.78 ","138,304.00 ","66,229.00 ",716,713,"7,221",122,15,1,3,0,98,5
"01901, Lynn, MA",01901,"2,738",115,103,479,355,"1,465","1,174","1,028","1,710",99,23,4,330,99,"1,174","37,899.25 ","20,519.00 ","20,507.00 ",41,39,872,365,159,44,2,5,124,31
"01902, Lynn, MA",01902,"43,888","3,059","2,772","7,477","5,665","21,774","16,890","17,169","26,719","1,347",292,60,"5,690","1,640","16,890","58,966.68 ","43,675.00 ","22,815.00 ",843,831,"9,845","4,641","2,172",451,12,57,"1,583",366
"01904, Lynn, MA",01904,"20,239",810,787,"1,716","1,458","15,104","13,723","3,704","16,535",247,75,17,"1,402",371,"13,723","95,267.34 ","83,654.00 ","34,752.00 ",223,219,"6,002",886,388,70,4,12,349,63
"01905, Lynn, MA",01905,"25,263","2,620","2,390","3,620","2,750","12,752","10,084","9,260","16,003",678,156,63,"3,081",803,"10,084","62,860.29 ","48,850.00 ","21,558.00 ",682,666,"5,154","2,328","1,150",205,16,29,768,160
"01906, Saugus, MA",01906,"27,965",825,907,750,770,"25,196","24,189","1,433","26,532",56,17,8,776,147,"24,189","97,765.37 ","83,344.00 ","38,261.00 ",243,242,"10,011",384,117,13,1,5,216,32
"01907, Swampscott, MA",01907,"13,997",301,339,211,225,"13,098","12,742",433,"13,564",12,9,1,262,51,"12,742","136,857.53 ","107,481.00 ","54,486.00 ",92,92,"5,254",116,30,5,0,1,68,12
"01908, Nahant, MA",01908,"3,439",63,73,20,21,"3,301","3,246",61,"3,378",2,0,0,37,5,"3,246","116,552.06 ","80,428.00 ","52,419.00 ",21,21,"1,491",21,7,0,0,0,14,0
"01913, Amesbury, MA",01913,"15,922",138,153,164,162,"15,143","14,807",427,"15,495",20,9,2,259,39,"14,807","111,191.73 ","87,488.00 ","45,570.00 ",41,41,"6,224",108,28,5,0,2,64,9
"01915, Beverly, MA",01915,"39,292",807,879,785,782,"36,228","35,116","1,566","37,726",75,20,9,871,153,"35,116","100,880.81 ","76,748.00 ","41,183.00 ",268,265,"14,783",451,128,28,3,4,258,30
"01921, Boxford, MA",01921,"7,743",144,160,47,46,"7,412","7,261",153,"7,590",6,3,0,118,12,"7,261","188,895.55 ","146,951.00 ","63,648.00 ",46,46,"2,536",23,2,1,0,0,20,0
"01922, Byfield, MA",01922,"3,415",30,33,14,13,"3,317","3,267",57,"3,358",2,0,0,43,1,"3,267","122,052.72 ","122,973.00 ","43,177.00 ",4,4,"1,172",12,3,0,0,0,9,0
"01923, Danvers, MA",01923,"27,385",606,693,376,383,"25,741","25,057",819,"26,566",43,10,3,487,68,"25,057","104,393.33 ","87,614.00 ","42,646.00 ",194,194,"10,407",235,65,12,0,2,146,10
"01929, Essex, MA",01929,"2,979",36,37,13,13,"2,880","2,839",43,"2,936",1,2,1,36,1,"2,839","114,458.27 ","88,904.00 ","45,496.00 ",12,12,"1,163",11,1,0,0,0,9,1
"01930, Gloucester, MA",01930,"30,551",374,402,403,368,"28,667","27,869","1,280","29,271",74,18,15,649,118,"27,869","92,263.47 ","69,934.00 ","40,182.00 ",106,103,"12,586",369,116,24,3,5,198,23
"01937, Hathorne, MA",01937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"01938, Ipswich, MA",01938,"13,733",221,244,100,101,"13,033","12,766",305,"13,428",8,10,0,207,20,"12,766","115,330.31 ","90,957.00 ","47,845.00 ",57,57,"5,469",75,13,2,0,3,54,3
"01940, Lynnfield, MA",01940,"12,872",454,475,149,108,"11,697","11,329",768,"12,104",46,8,2,331,78,"11,329","133,045.42 ","110,417.00 ","47,773.00 ",136,135,"4,285",217,90,14,1,2,93,17
"01944, Manchester, MA",01944,"5,417",55,57,12,12,"5,257","5,168",92,"5,325",1,0,3,74,8,"5,168","163,222.33 ","126,765.00 ","67,492.00 ",23,21,"2,187",27,3,1,2,0,21,0
"01945, Marblehead, MA",01945,"19,907",231,259,201,201,"19,024","18,613",488,"19,419",25,10,4,312,37,"18,613","147,199.16 ","110,204.00 ","60,320.00 ",63,61,"7,896",136,29,8,2,3,86,8
"01949, Middleton, MA",01949,"9,125",246,250,281,223,"7,950","7,626",827,"8,298",68,36,6,295,64,"7,626","113,229.68 ","103,517.00 ","40,079.00 ",67,67,"2,810",77,29,6,0,2,34,6
"01950, Newburyport, MA",01950,"18,288",241,258,168,151,"17,298","16,876",643,"17,645",29,13,3,363,46,"16,876","113,729.40 ","92,134.00 ","49,933.00 ",74,73,"7,636",165,50,9,1,1,99,5
"01951, Newbury, MA",01951,"3,681",26,26,13,12,"3,582","3,549",37,"3,644",1,0,1,30,1,"3,549","105,447.86 ","81,176.00 ","45,066.00 ",9,8,"1,547",10,0,1,1,0,8,0
"01952, Salisbury, MA",01952,"9,209",126,137,64,61,"8,781","8,612",200,"9,009",8,2,1,134,18,"8,612","97,987.74 ","80,103.00 ","40,581.00 ",32,31,"3,688",45,9,2,1,0,29,4
"01960, Peabody, MA",01960,"55,362","1,191","1,271","1,618","1,413","49,018","46,824","4,205","51,157",314,63,18,"1,860",344,"46,824","91,866.13 ","74,761.00 ","38,303.00 ",408,406,"20,803","1,261",492,98,2,15,577,77
"01966, Rockport, MA",01966,"7,661",109,112,110,100,"7,182","6,995",343,"7,318",15,5,2,171,32,"6,995","100,744.29 ","75,820.00 ","46,043.00 ",24,23,"3,335",100,32,5,1,1,55,6
"01969, Rowley, MA",01969,"6,396",79,80,51,31,"6,025","5,890",314,"6,082",20,5,1,132,21,"5,890","113,370.00 ","93,882.00 ","42,066.00 ",24,24,"2,220",79,37,5,0,1,31,5
"01970, Salem, MA",01970,"44,482","1,302","1,318","2,500","1,873","35,650","32,802","7,132","37,350",676,120,18,"2,730",802,"32,802","82,860.84 ","65,322.00 ","36,668.00 ",453,451,"16,251","2,153",853,223,2,35,849,191
"01982, South Hamilton, MA",01982,"7,896",423,439,59,54,"7,246","7,113",165,"7,731",7,2,3,106,12,"7,113","130,050.78 ","113,984.00 ","45,542.00 ",116,115,"2,564",40,8,3,1,0,25,3
"01983, Topsfield, MA",01983,"5,826",87,94,50,49,"5,577","5,456",137,"5,689",6,1,2,97,12,"5,456","152,680.09 ","121,633.00 ","53,401.00 ",22,21,"1,950",27,4,2,1,0,18,2
"01984, Wenham, MA",01984,"4,823",93,105,35,38,"4,597","4,501",102,"4,721",1,2,0,72,5,"4,501","184,728.86 ","148,377.00 ","54,016.00 ",19,19,"1,327",12,2,0,0,0,10,0
"01985, West Newbury, MA",01985,"4,651",58,67,13,11,"4,492","4,410",95,"4,556",3,1,0,63,16,"4,410","157,141.70 ","114,316.00 ","56,641.00 ",16,16,"1,638",22,4,0,0,0,16,2
"02019, Bellingham, MA",02019,"16,890",604,587,343,315,"15,494","15,243",451,"16,439",21,3,4,277,22,"15,243","104,565.71 ","92,322.00 ","39,400.00 ",166,165,"5,951",132,32,3,1,0,88,8
"02021, Canton, MA",02021,"22,098","1,521","1,499","1,634","1,549","18,250","17,929",646,"21,452",70,7,8,354,53,"17,929","128,304.93 ","99,581.00 ","50,362.00 ",457,456,"7,335",205,48,18,1,2,123,13
"02025, Cohasset, MA",02025,"7,286",99,88,57,50,"7,006","6,940",104,"7,182",2,3,4,88,3,"6,940","181,499.13 ","124,545.00 ","65,483.00 ",29,29,"2,549",25,2,0,0,1,21,1
"02026, Dedham, MA",02026,"24,267",777,748,"1,583","1,457","20,933","20,164","1,407","22,860",85,19,8,845,86,"20,164","114,429.23 ","92,371.00 ","45,684.00 ",265,263,"8,402",396,104,19,2,7,245,19
"02030, Dover, MA",02030,"5,525",340,323,62,56,"5,005","4,950",100,"5,425",4,0,4,73,4,"4,950","246,754.40 ","196,272.00 ","82,231.00 ",96,96,"1,709",24,3,0,0,0,20,1
"02032, East Walpole, MA",02032,"4,457",249,241,108,92,"4,011","3,943",118,"4,339",13,2,1,80,7,"3,943","100,264.43 ","81,531.00 ","37,740.00 ",74,74,"1,549",33,4,3,0,1,23,2
"02035, Foxboro, MA",02035,"16,829",673,657,484,451,"15,271","15,084",343,"16,486",21,3,0,223,23,"15,084","121,542.54 ","98,458.00 ","46,660.00 ",192,192,"5,985",102,19,5,0,0,67,11
"02038, Franklin, MA",02038,"33,155","1,532","1,482",610,552,"30,226","29,826",716,"32,439",40,27,2,485,37,"29,826","126,431.26 ","108,799.00 ","44,244.00 ",440,440,"10,771",182,35,5,0,5,129,8
"02043, Hingham, MA",02043,"22,809",407,393,184,167,"21,755","21,567",280,"22,529",11,3,0,221,21,"21,567","153,453.42 ","113,235.00 ","59,357.00 ",125,125,"8,436",70,5,2,0,0,60,3
"02045, Hull, MA",02045,"11,058",130,130,167,162,"10,349","10,215",203,"10,855",8,19,2,123,27,"10,215","100,398.16 ","79,484.00 ","44,953.00 ",40,39,"4,742",51,4,3,1,3,35,5
"02047, Humarock, MA",02047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"02050, Marshfield, MA",02050,"26,115",218,216,199,191,"25,077","24,831",367,"25,748",6,4,0,256,40,"24,831","123,341.33 ","99,427.00 ","46,830.00 ",55,55,"9,620",84,15,1,0,1,61,6
"02052, Medfield, MA",02052,"12,432",414,388,135,122,"11,649","11,533",210,"12,222",5,1,0,163,8,"11,533","162,725.75 ","137,154.00 ","55,715.00 ",114,114,"4,056",53,5,0,0,0,47,1
"02053, Medway, MA",02053,"13,391",351,330,189,170,"12,565","12,394",281,"13,110",9,10,3,211,12,"12,394","134,347.69 ","116,768.00 ","46,899.00 ",95,95,"4,442",53,11,2,0,0,39,1
"02054, Millis, MA",02054,"8,299",321,306,118,108,"7,655","7,550",160,"8,139",5,1,1,132,3,"7,550","116,985.85 ","100,859.00 ","44,856.00 ",96,96,"2,990",51,6,1,0,0,44,0
"02056, Norfolk, MA",02056,"11,966",240,214,848,727,"10,529","10,054",855,"11,111",63,14,9,560,22,"10,054","162,502.28 ","135,390.00 ","46,308.00 ",47,47,"3,233",29,2,0,0,1,25,1
"02061, Norwell, MA",02061,"10,941",215,208,145,135,"10,352","10,244",161,"10,780",5,0,0,126,13,"10,244","143,708.97 ","119,235.00 ","49,693.00 ",59,59,"3,583",35,6,1,0,0,25,3
"02062, Norwood, MA",02062,"29,445","1,975","1,933","1,797","1,660","24,458","23,774","1,325","28,120",106,10,6,766,92,"23,774","98,667.24 ","84,966.00 ","41,125.00 ",696,695,"10,498",430,105,32,1,2,267,23
"02066, Scituate, MA",02066,"17,706",160,153,123,115,"16,912","16,772",200,"17,506",6,1,4,155,20,"16,772","136,427.71 ","104,656.00 ","51,909.00 ",36,35,"6,461",54,3,1,1,1,45,3
"02067, Sharon, MA",02067,"18,366","2,170","2,146",959,899,"14,710","14,484",426,"17,940",51,7,2,261,30,"14,484","161,993.98 ","136,588.00 ","57,056.00 ",613,613,"5,438",93,17,9,0,1,63,3
"02071, South Walpole, MA",02071,967,24,24,32,31,888,868,30,937,1,0,0,20,1,868,"133,593.74 ","108,333.00 ","44,245.00 ",8,8,296,7,2,0,0,0,5,0
"02072, Stoughton, MA",02072,"27,712","1,249","1,236","3,580","3,432","21,337","20,830",978,"26,734",121,13,3,554,73,"20,830","103,387.60 ","85,834.00 ","39,641.00 ",337,337,"8,570",259,65,26,0,2,149,17
"02081, Walpole, MA",02081,"20,154",718,689,701,643,"18,280","17,922",621,"19,533",32,2,2,422,26,"17,922","130,485.85 ","104,412.00 ","47,558.00 ",202,201,"6,806",112,25,5,1,1,75,5
"02090, Westwood, MA",02090,"15,169",879,834,208,187,"13,833","13,690",275,"14,894",11,2,1,206,21,"13,690","172,564.97 ","139,219.00 ","61,958.00 ",249,248,"5,095",66,5,2,1,1,54,3
"02093, Wrentham, MA",02093,"11,057",153,145,103,96,"10,617","10,525",156,"10,901",2,3,0,111,16,"10,525","140,340.55 ","109,185.00 ","48,930.00 ",43,43,"3,648",31,4,0,0,0,24,3
"02108, Boston, MA",02108,"3,010",218,233,73,69,"2,632","2,502",146,"2,864",8,0,0,107,11,"2,502","168,790.73 ","104,189.00 ","92,345.00 ",122,122,"1,445",54,6,2,0,0,40,6
"02109, Boston, MA",02109,"4,688",255,276,182,187,"4,122","3,917",215,"4,473",10,0,1,160,9,"3,917","170,703.03 ","114,659.00 ","92,553.00 ",132,132,"2,224",82,11,0,0,0,68,3
"02110, Boston, MA",02110,"1,987",122,136,59,61,"1,734","1,649",93,"1,894",4,2,0,61,7,"1,649","171,458.90 ","136,239.00 ","105,752.00 ",59,59,"1,088",44,7,2,0,0,33,2
"02111, Boston, MA",02111,"8,010","3,635","3,668",440,414,"3,613","3,274",472,"7,538",30,1,6,294,35,"3,274","130,605.28 ","53,014.00 ","61,760.00 ","1,599","1,596","1,718",173,31,6,3,0,125,8
"02113, Boston, MA",02113,"6,790",187,208,70,75,"6,380","6,121",271,"6,519",3,2,2,215,12,"6,121","96,147.50 ","72,455.00 ","59,759.00 ",92,90,"3,985",145,16,1,2,2,118,6
"02114, Boston, MA",02114,"13,470","1,291","1,331",958,960,"10,716","9,835","1,009","12,461",32,3,7,788,41,"9,835","118,404.53 ","85,392.00 ","68,341.00 ",804,799,"6,350",367,54,9,5,2,279,18
