Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","# White Non-Hispanic Population, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita (), 2014","# Asian Households, 2014","# Asian Non-Hispanic Head of Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014"
"02558, Onset, MA",02558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"02571, Wareham, MA",02571,"11,281",78,76,468,443,"9,536","9,382",279,"11,002",25,8,2,155,43,"9,382","79,162.61 ","61,436.00 ","32,606.00 ",17,17,"3,987",71,16,9,0,4,37,5
"02576, West Wareham, MA",02576,"3,852",38,38,136,130,"3,332","3,272",85,"3,767",6,1,0,60,5,"3,272","92,326.02 ","85,364.00 ","37,633.00 ",13,13,"1,378",16,2,2,0,1,10,1
"02738, Marion, MA",02738,"5,068",39,39,111,109,"4,639","4,596",62,"5,006",1,0,0,47,7,"4,596","119,325.29 ","94,968.00 ","47,162.00 ",10,10,"1,792",15,2,0,0,0,12,1
"02739, Mattapoisett, MA",02739,"6,315",44,43,66,63,"6,015","5,969",72,"6,243",1,1,0,55,3,"5,969","105,848.91 ","88,648.00 ","43,764.00 ",14,14,"2,508",19,3,0,0,0,16,0
"02762, Plainville, MA",02762,"9,312",364,350,145,129,"8,624","8,525",183,"9,129",11,3,1,121,12,"8,525","111,172.16 ","93,782.00 ","44,372.00 ",121,121,"3,460",61,13,3,0,1,42,2
"02770, Rochester, MA",02770,"5,222",38,37,62,61,"4,959","4,928",45,"5,177",0,0,0,35,8,"4,928","116,768.30 ","105,422.00 ","40,827.00 ",8,8,"1,751",17,1,0,0,0,15,1
"03032, Auburn, NH",03032,"4,791",46,46,20,15,"4,638","4,575",89,"4,702",5,1,0,64,8,"4,575","119,455.26 ","106,278.00 ","42,658.00 ",3,3,"1,681",18,3,1,0,0,14,0
"03034, Candia, NH",03034,"4,335",25,23,15,14,"4,228","4,188",55,"4,280",0,0,0,49,1,"4,188","114,914.72 ","103,274.00 ","42,448.00 ",3,3,"1,574",7,1,0,0,0,6,0
"03036, Chester, NH",03036,"4,572",44,42,22,16,"4,429","4,373",77,"4,495",5,0,0,61,4,"4,373","137,660.80 ","117,105.00 ","44,996.00 ",6,6,"1,442",14,4,0,0,0,9,1
"03037, Deerfield, NH",03037,"3,702",15,14,12,12,"3,617","3,600",26,"3,676",0,0,0,20,2,"3,600","113,127.16 ","99,246.00 ","40,749.00 ",2,2,"1,314",6,2,0,0,0,4,0
"03038, Derry, NH",03038,"33,985",628,595,407,377,"31,958","31,179","1,172","32,813",15,16,10,842,82,"31,179","93,249.36 ","77,204.00 ","35,514.00 ",132,128,"12,297",336,91,1,4,5,214,21
"03042, Epping, NH",03042,"6,418",97,94,28,27,"6,149","6,069",108,"6,310",0,1,1,86,7,"6,069","93,355.16 ","88,213.00 ","35,837.00 ",17,16,"2,395",27,3,0,1,0,22,1
"03044, Fremont, NH",03044,"4,292",16,16,13,11,"4,174","4,136",58,"4,234",2,1,0,40,8,"4,136","100,512.40 ","92,492.00 ","35,750.00 ",4,4,"1,488",14,3,1,0,0,9,1
"03053, Londonderry, NH",03053,"23,708",487,469,214,173,"22,584","22,222",529,"23,179",35,5,2,395,36,"22,222","119,482.75 ","102,871.00 ","41,772.00 ",97,96,"8,034",136,22,8,1,1,99,5
"03077, Raymond, NH",03077,"10,293",74,72,83,78,"9,952","9,859",127,"10,166",3,2,0,102,6,"9,859","83,353.86 ","72,625.00 ","32,286.00 ",16,16,"3,884",27,4,1,0,1,21,0
"03079, Salem, NH",03079,"29,159","1,106","1,038",322,254,"26,763","26,074","1,375","27,784",54,5,10,785,86,"26,074","100,198.44 ","83,803.00 ","38,857.00 ",253,251,"10,580",438,187,17,2,2,210,20
"03087, Windham, NH",03087,"14,186",478,456,81,74,"13,406","13,234",245,"13,941",4,0,2,202,18,"13,234","152,668.08 ","127,768.00 ","53,556.00 ",110,109,"4,786",52,6,1,1,0,43,1
"03261, Northwood, NH",03261,"4,207",36,34,21,17,"4,085","4,055",42,"4,165",3,2,0,35,0,"4,055","99,774.01 ","74,478.00 ","37,783.00 ",6,6,"1,567",5,0,0,0,0,5,0
"03290, Nottingham, NH",03290,"5,040",63,59,27,25,"4,866","4,823",63,"4,977",0,0,0,54,2,"4,823","108,379.90 ","95,768.00 ","39,511.00 ",10,10,"1,790",23,2,0,0,0,20,1
"03291, West Nottingham, NH",03291,76,1,0,0,0,74,74,1,75,0,0,0,1,0,74,"107,722.52 ","95,833.00 ","38,463.00 ",0,0,27,0,0,0,0,0,0,0
"03801, Portsmouth, NH",03801,"21,638",838,825,444,397,"19,648","19,249",622,"21,016",41,6,2,424,54,"19,249","92,397.62 ","73,450.00 ","44,789.00 ",214,213,"9,665",211,43,10,1,3,143,11
"03811, Atkinson, NH",03811,"6,911",81,73,43,36,"6,710","6,644",107,"6,804",4,0,0,81,8,"6,644","107,531.83 ","93,315.00 ","42,154.00 ",16,16,"2,655",31,4,0,0,0,26,1
"03819, Danville, NH",03819,"4,107",18,18,33,33,"3,954","3,903",70,"4,037",0,1,0,53,11,"3,903","100,231.54 ","92,568.00 ","35,941.00 ",3,3,"1,431",11,4,0,0,0,7,0
"03820, Dover, NH",03820,"28,753","1,435","1,412",593,552,"25,742","25,370",662,"28,091",36,6,8,399,39,"25,370","80,510.73 ","64,841.00 ","34,685.00 ",388,387,"11,328",191,38,7,1,1,134,10
"03823, Madbury, NH",03823,"1,895",66,63,13,12,"1,763","1,751",23,"1,872",0,1,0,18,2,"1,751","110,016.88 ","89,604.00 ","39,370.00 ",18,18,643,4,0,0,0,1,2,1
"03824, Durham, NH",03824,"14,457",505,499,149,138,"13,465","13,252",310,"14,147",9,3,1,223,21,"13,252","116,669.64 ","86,523.00 ","27,265.00 ",105,104,"2,936",48,3,1,1,0,42,1
"03825, Barrington, NH",03825,"7,536",101,94,51,45,"7,236","7,175",104,"7,432",3,3,1,77,9,"7,175","98,938.48 ","89,836.00 ","37,327.00 ",24,24,"2,764",20,1,0,0,1,17,1
"03826, East Hampstead, NH",03826,"2,572",28,25,4,3,"2,503","2,486",26,"2,546",1,0,1,21,1,"2,486","92,390.51 ","82,833.00 ","39,448.00 ",6,6,"1,075",9,0,0,0,0,9,0
"03827, East Kingston, NH",03827,"3,024",23,22,13,11,"2,943","2,919",36,"2,988",2,0,0,26,3,"2,919","122,663.22 ","98,878.00 ","45,620.00 ",3,3,"1,109",7,0,1,0,0,5,1
"03833, Exeter, NH",03833,"21,805",434,417,147,128,"20,796","20,542",368,"21,437",14,3,3,287,27,"20,542","105,976.34 ","88,448.00 ","42,519.00 ",87,87,"8,316",86,6,2,0,0,74,4
"03835, Farmington, NH",03835,"6,859",60,60,46,45,"6,585","6,547",65,"6,794",1,3,0,37,11,"6,547","80,496.97 ","62,912.00 ","30,123.00 ",12,12,"2,485",16,2,1,0,0,11,2
"03839, Rochester, NH",03839,"4,037",79,75,30,26,"3,836","3,775",89,"3,948",3,1,2,66,7,"3,775","81,719.39 ","63,495.00 ","32,363.00 ",19,17,"1,543",18,3,0,2,0,12,1
"03840, Greenland, NH",03840,"3,590",77,71,27,25,"3,424","3,406",35,"3,555",1,1,2,25,1,"3,406","144,186.15 ","97,681.00 ","55,901.00 ",15,14,"1,358",8,0,0,1,0,6,1
"03841, Hampstead, NH",03841,"6,024",54,48,25,21,"5,864","5,825",68,"5,956",2,0,1,52,6,"5,825","107,795.87 ","93,789.00 ","41,399.00 ",16,15,"2,275",18,1,1,1,0,15,0
"03842, Hampton, NH",03842,"15,943",242,237,108,96,"15,265","15,086",287,"15,656",10,4,0,192,24,"15,086","99,015.11 ","75,851.00 ","44,578.00 ",53,53,"6,880",71,16,2,0,1,47,5
"03844, Hampton Falls, NH",03844,"2,174",20,19,11,6,"2,119","2,114",16,"2,158",4,0,0,9,0,"2,114","147,487.73 ","115,104.00 ","54,952.00 ",3,3,799,3,1,1,0,0,1,0
"03848, Kingston, NH",03848,"6,082",41,40,26,23,"5,885","5,821",92,"5,990",2,0,0,68,9,"5,821","93,132.37 ","78,117.00 ","35,419.00 ",5,5,"2,273",23,6,0,0,0,15,1
"03851, Milton, NH",03851,"4,440",14,13,25,22,"4,310","4,290",44,"4,396",1,2,0,29,5,"4,290","85,526.99 ","62,368.00 ","33,385.00 ",2,2,"1,692",14,2,1,0,1,9,1
"03852, Milton Mills, NH",03852,251,2,2,2,2,240,239,3,248,0,0,0,1,1,239,"57,796.04 ","46,429.00 ","23,257.00 ",1,1,99,1,0,0,0,0,0,0
"03854, New Castle, NH",03854,863,9,8,1,1,844,842,4,859,0,0,0,4,0,842,"187,042.36 ","118,056.00 ","86,477.00 ",2,2,394,3,0,0,0,0,3,0
"03855, New Durham, NH",03855,"2,672",10,10,5,5,"2,612","2,596",24,"2,648",0,1,0,17,3,"2,596","93,608.52 ","86,818.00 ","35,912.00 ",3,3,"1,011",6,0,0,0,0,5,1
"03856, Newfields, NH",03856,"1,675",20,19,7,7,"1,628","1,614",24,"1,651",0,1,0,15,2,"1,614","154,120.10 ","124,583.00 ","53,194.00 ",2,2,573,6,0,0,0,0,6,0
"03857, Newmarket, NH",03857,"9,745",443,433,117,113,"8,921","8,771",230,"9,515",2,5,3,162,19,"8,771","85,800.26 ","70,503.00 ","36,873.00 ",91,91,"3,956",75,14,1,0,2,54,4
"03858, Newton, NH",03858,"5,101",29,28,21,19,"4,970","4,910",78,"5,023",2,0,0,63,3,"4,910","102,260.33 ","94,565.00 ","36,988.00 ",3,3,"1,814",20,2,1,0,0,17,0
"03861, Lee, NH",03861,"4,348",137,132,48,43,"4,051","4,004",72,"4,276",4,0,0,55,9,"4,004","108,336.06 ","85,847.00 ","41,306.00 ",32,32,"1,593",24,1,1,0,0,21,1
"03862, North Hampton, NH",03862,"4,715",79,76,27,25,"4,549","4,513",53,"4,662",1,2,0,42,4,"4,513","143,398.77 ","94,139.00 ","57,789.00 ",17,17,"1,855",14,1,0,0,1,10,2
"03865, Plaistow, NH",03865,"7,665",54,49,52,46,"7,464","7,323",190,"7,475",1,3,1,156,7,"7,323","92,310.92 ","78,067.00 ","35,342.00 ",13,12,"2,879",55,8,0,1,0,44,2
"03867, Rochester, NH",03867,"20,876",260,246,252,237,"19,771","19,520",433,"20,443",6,4,5,286,54,"19,520","76,713.27 ","55,790.00 ","31,929.00 ",66,65,"8,334",115,19,1,1,2,80,12
"03868, Rochester, NH",03868,"6,023",93,88,40,37,"5,727","5,693",79,"5,944",2,0,3,40,8,"5,693","65,459.60 ","57,050.00 ","26,826.00 ",18,17,"2,390",22,5,0,1,0,13,2
"03869, Rollinsford, NH",03869,"2,242",21,21,19,18,"2,140","2,124",24,"2,218",1,1,0,16,0,"2,124","84,118.61 ","69,444.00 ","34,256.00 ",5,5,890,5,0,1,0,0,4,0
"03870, Rye, NH",03870,"4,959",56,53,17,15,"4,834","4,788",60,"4,899",1,0,1,51,2,"4,788","148,943.68 ","107,517.00 ","63,199.00 ",9,8,"2,068",20,3,1,1,0,14,1
"03871, Rye Beach, NH",03871,338,7,6,2,2,325,324,2,336,0,0,0,2,0,324,"86,351.02 ","79,412.00 ","37,555.00 ",0,0,144,0,0,0,0,0,0,0
"03873, Sandown, NH",03873,"6,256",27,23,24,16,"6,097","6,034",105,"6,151",6,0,1,79,4,"6,034","110,516.29 ","94,970.00 ","38,382.00 ",5,5,"2,137",19,5,1,0,0,12,1
"03874, Seabrook, NH",03874,"8,951",112,106,59,55,"8,582","8,498",144,"8,807",2,1,1,98,11,"8,498","79,037.95 ","60,746.00 ","33,580.00 ",24,23,"3,692",43,8,0,1,0,32,2
"03878, Somersworth, NH",03878,"11,964",672,667,196,183,"10,584","10,433",313,"11,651",13,9,4,153,28,"10,433","70,376.21 ","60,072.00 ","28,954.00 ",161,160,"4,546",79,26,4,1,2,43,3
"03884, Strafford, NH",03884,"3,809",36,32,18,15,"3,696","3,674",45,"3,764",1,2,0,33,4,"3,674","104,381.71 ","87,732.00 ","38,274.00 ",7,7,"1,357",14,3,0,0,1,8,2
"03885, Stratham, NH",03885,"7,364",167,154,14,12,"7,067","7,000",102,"7,262",1,1,1,86,6,"7,000","149,344.25 ","125,159.00 ","56,710.00 ",33,32,"2,735",29,2,0,1,0,25,1
