Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","# White Non-Hispanic Population, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita (), 2014","# Asian Households, 2014","# Asian Non-Hispanic Head of Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014"
"62001, Alhambra, IL",62001,"1,978",8,8,6,6,"1,922","1,914",16,"1,962",0,0,0,9,1,"1,914","85,918.33 ","73,554.00 ","32,673.00 ",2,2,718,5,2,0,0,0,3,0
"62002, Alton, IL",62002,"32,228",221,217,"7,197","7,132","23,372","22,985",656,"31,572",43,10,3,414,92,"22,985","56,468.95 ","44,921.00 ","24,136.00 ",72,70,"10,091",190,33,10,2,2,131,12
"62006, Batchtown, IL",62006,477,0,0,0,0,476,475,1,476,0,0,0,1,0,475,"72,199.15 ","58,333.00 ","27,699.00 ",0,0,183,0,0,0,0,0,0,0
"62009, Benld, IL",62009,"1,974",7,7,6,6,"1,926","1,914",19,"1,955",0,0,0,11,0,"1,914","55,995.44 ","47,483.00 ","23,284.00 ",1,1,801,5,3,0,0,0,2,0
"62010, Bethalto, IL",62010,"11,193",74,71,147,144,"10,730","10,577",238,"10,955",1,1,2,157,16,"10,577","79,706.99 ","66,476.00 ","32,459.00 ",19,19,"4,391",53,13,0,0,0,39,1
"62012, Brighton, IL",62012,"6,427",15,15,70,66,"6,194","6,156",73,"6,354",4,3,0,37,14,"6,156","83,482.05 ","72,104.00 ","31,612.00 ",4,4,"2,356",14,3,0,0,0,8,3
"62013, Brussels, IL",62013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62014, Bunker Hill, IL",62014,"4,129",8,8,92,90,"3,966","3,958",20,"4,109",0,1,0,11,6,"3,958","72,322.80 ","57,410.00 ","28,504.00 ",3,3,"1,558",6,0,0,0,0,4,2
"62018, Cottage Hills, IL",62018,"3,374",27,27,128,125,"3,129","3,089",66,"3,308",2,4,0,42,9,"3,089","59,541.79 ","46,366.00 ","23,128.00 ",6,6,"1,226",15,3,0,0,1,9,2
"62021, Dorsey, IL",62021,"1,066",6,6,8,7,"1,036","1,027",12,"1,054",1,0,0,8,2,"1,027","95,041.12 ","86,688.00 ","36,660.00 ",1,1,404,2,0,0,0,0,2,0
"62022, Dow, IL",62022,"1,443",4,3,6,5,"1,400","1,393",16,"1,427",0,0,0,12,1,"1,393","72,468.61 ","61,504.00 ","27,263.00 ",1,1,486,3,1,0,0,0,2,0
"62023, Eagarville, IL",62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62024, East Alton, IL",62024,"9,624",42,40,168,163,"9,151","9,058",157,"9,467",2,4,1,100,19,"9,058","58,094.59 ","47,122.00 ","24,979.00 ",9,9,"3,985",48,8,2,0,2,33,3
"62025, Edwardsville, IL",62025,"33,405",738,721,"2,206","2,169","29,548","29,118",642,"32,763",26,7,14,447,50,"29,118","98,536.03 ","82,922.00 ","38,071.00 ",255,251,"11,354",158,25,8,4,2,113,6
"62028, Elsah, IL",62028,776,2,2,3,3,754,748,8,768,0,0,0,6,0,748,"83,708.63 ","73,026.00 ","32,840.00 ",0,0,282,2,1,0,0,0,1,0
"62030, Fidelity, IL",62030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62031, Fieldon, IL",62031,872,1,1,1,1,861,859,4,868,0,0,0,4,0,859,"77,046.07 ","65,278.00 ","30,255.00 ",0,0,337,2,0,0,0,0,2,0
"62033, Gillespie, IL",62033,"4,952",10,11,7,7,"4,833","4,805",48,"4,904",0,6,0,22,2,"4,805","60,971.99 ","50,546.00 ","25,109.00 ",3,3,"2,007",11,5,0,0,0,5,1
"62034, Glen Carbon, IL",62034,"13,653",329,319,950,930,"11,973","11,754",328,"13,325",9,4,6,237,22,"11,754","95,556.52 ","83,076.00 ","38,044.00 ",115,114,"4,722",88,17,2,1,4,61,3
"62035, Godfrey, IL",62035,"16,701",122,119,968,954,"15,215","15,016",285,"16,416",9,3,2,206,16,"15,016","76,557.41 ","58,532.00 ","31,373.00 ",40,39,"6,157",79,13,2,1,1,60,2
"62036, Golden Eagle, IL",62036,601,1,1,0,0,597,596,1,600,0,0,0,1,0,596,"73,300.61 ","59,259.00 ","28,052.00 ",0,0,228,1,0,0,0,0,1,0
"62037, Grafton, IL",62037,"1,777",4,3,9,9,"1,727","1,710",24,"1,753",0,2,1,19,0,"1,710","85,440.58 ","55,000.00 ","35,105.00 ",1,1,703,7,1,0,0,2,4,0
"62040, Granite City, IL",62040,"43,334",309,281,"2,357","2,254","38,666","37,467","2,395","40,939",34,41,19,"1,307",221,"37,467","60,198.35 ","50,209.00 ","24,603.00 ",88,84,"16,056",622,193,8,4,12,371,34
"62045, Hamburg, IL",62045,834,7,9,1,1,821,814,8,826,0,0,0,5,0,814,"57,152.08 ","46,842.00 ","24,670.00 ",1,1,357,1,0,0,0,0,1,0
"62046, Hamel, IL",62046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62047, Hardin, IL",62047,"2,458",2,2,5,4,"2,422","2,408",21,"2,437",1,0,0,15,1,"2,408","76,690.02 ","59,265.00 ","32,074.00 ",1,1,981,5,1,0,0,0,4,0
"62048, Hartford, IL",62048,"1,376",13,14,7,7,"1,320","1,311",19,"1,357",1,1,0,5,4,"1,311","63,139.54 ","48,707.00 ","26,864.00 ",4,4,573,2,0,0,0,0,1,1
"62052, Jerseyville, IL",62052,"12,540",44,42,32,30,"12,237","12,152",127,"12,413",1,3,0,95,15,"12,152","67,580.77 ","58,426.00 ","27,372.00 ",10,10,"4,913",23,3,0,0,1,16,3
"62053, Kampsville, IL",62053,701,2,2,0,0,695,694,1,700,0,0,0,1,0,694,"51,206.47 ","38,182.00 ","22,937.00 ",0,0,314,0,0,0,0,0,0,0
"62058, Livingston, IL",62058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62059, Lovejoy, IL",62059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62060, Madison, IL",62060,"5,060",23,18,"2,954","2,933","1,841","1,782",201,"4,859",11,1,5,69,42,"1,782","51,305.03 ","27,776.00 ","20,552.00 ",9,6,781,56,21,4,3,1,22,5
"62061, Marine, IL",62061,"2,069",4,4,24,23,"2,001","1,979",35,"2,034",0,3,0,24,1,"1,979","100,799.23 ","71,914.00 ","38,783.00 ",1,1,777,8,2,0,0,1,5,0
"62062, Maryville, IL",62062,"7,996",146,143,287,283,"7,372","7,205",231,"7,765",0,1,1,174,19,"7,205","100,509.00 ","83,988.00 ","40,700.00 ",43,42,"2,953",69,10,0,1,1,56,1
"62063, Medora, IL",62063,969,1,1,5,5,946,945,2,967,0,0,0,2,0,945,"68,498.38 ","62,371.00 ","25,881.00 ",1,1,359,0,0,0,0,0,0,0
"62065, Michael, IL",62065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62067, Moro, IL",62067,"2,989",26,24,21,19,"2,894","2,869",39,"2,950",1,0,1,30,3,"2,869","85,785.46 ","73,362.00 ","34,299.00 ",6,6,"1,170",9,2,0,0,0,7,0
"62070, Mozier, IL",62070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62079, Piasa, IL",62079,353,1,1,3,3,343,342,3,350,0,0,0,2,0,342,"76,603.01 ","66,667.00 ","29,513.00 ",0,0,135,0,0,0,0,0,0,0
"62084, Roxana, IL",62084,"1,744",8,7,17,16,"1,694","1,673",30,"1,714",0,0,0,24,1,"1,673","60,811.01 ","52,121.00 ","24,744.00 ",0,0,697,8,2,0,0,0,6,0
"62085, Sawyerville, IL",62085,251,0,0,1,1,244,243,2,249,0,0,0,2,0,243,"54,688.68 ","45,313.00 ","23,096.00 ",0,0,104,1,0,0,0,0,1,0
"62087, South Roxana, IL",62087,"2,080",10,10,19,18,"1,987","1,948",72,"2,008",1,0,0,38,7,"1,948","60,324.63 ","48,696.00 ","23,778.00 ",2,2,796,18,6,0,0,0,10,2
"62088, Staunton, IL",62088,"7,387",39,38,23,22,"7,198","7,175",41,"7,346",0,1,0,27,6,"7,175","64,644.03 ","53,300.00 ","26,884.00 ",9,9,"3,003",13,2,0,0,1,10,0
"62090, Venice, IL",62090,"1,102",2,2,986,975,79,77,29,"1,073",10,0,0,3,13,77,"41,328.91 ","29,844.00 ","15,717.00 ",1,1,32,6,0,3,0,0,1,2
"62093, Wilsonville, IL",62093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62095, Wood River, IL",62095,"11,189",53,51,170,164,"10,757","10,593",223,"10,966",2,2,1,174,17,"10,593","64,096.42 ","55,523.00 ","26,796.00 ",15,15,"4,519",48,9,0,0,0,39,0
"62097, Worden, IL",62097,"3,524",7,7,20,19,"3,441","3,407",49,"3,475",0,1,0,36,6,"3,407","82,524.14 ","70,703.00 ","32,541.00 ",2,2,"1,358",11,2,0,0,0,7,2
"62201, East Saint Louis, IL",62201,"7,388",12,11,"4,617","4,524","1,598",773,"1,934","5,454",24,19,1,896,99,773,"31,454.95 ","21,602.00 ","11,137.00 ",2,2,543,537,224,10,0,6,276,21
"62203, East Saint Louis, IL",62203,"8,004",12,12,"7,489","7,472",400,383,64,"7,940",15,4,0,19,9,383,"43,803.96 ","35,094.00 ","16,339.00 ",2,2,168,19,4,8,0,1,4,2
"62204, East Saint Louis, IL",62204,"7,795",8,6,"7,387","7,339",222,197,131,"7,664",38,5,2,35,3,197,"36,006.25 ","23,415.00 ","13,251.00 ",3,3,100,33,12,10,0,1,10,0
"62205, East Saint Louis, IL",62205,"8,790",12,10,"8,588","8,557",96,81,64,"8,726",29,2,2,17,10,81,"39,958.14 ","28,667.00 ","16,086.00 ",3,2,30,16,0,10,1,0,3,2
"62206, East Saint Louis, IL",62206,"16,232",31,29,"10,440","10,401","5,226","5,079",342,"15,890",41,0,2,145,45,"5,079","50,013.47 ","37,043.00 ","17,561.00 ",16,15,"2,341",105,29,14,1,0,53,8
"62207, East Saint Louis, IL",62207,"8,618",8,7,"8,345","8,322",146,141,33,"8,585",23,0,1,5,2,141,"37,175.18 ","26,029.00 ","14,304.00 ",3,3,66,15,1,11,0,0,1,2
"62208, Fairview Heights, IL",62208,"17,579",413,410,"4,747","4,736","11,642","11,277",649,"16,930",23,10,4,351,92,"11,277","80,070.57 ","68,715.00 ","33,828.00 ",139,137,"5,288",195,47,5,2,5,116,20
"62215, Albers, IL",62215,"1,147",5,5,3,3,"1,096","1,059",62,"1,085",0,0,0,37,5,"1,059","103,758.50 ","90,385.00 ","36,981.00 ",0,0,394,8,4,0,0,0,3,1
"62216, Aviston, IL",62216,"3,174",16,19,3,4,"3,115","3,080",42,"3,132",0,1,1,23,1,"3,080","91,254.15 ","86,564.00 ","33,394.00 ",3,3,"1,133",8,3,0,0,0,5,0
"62218, Bartelso, IL",62218,"1,382",1,1,15,17,"1,351","1,342",13,"1,369",0,0,0,5,3,"1,342","94,149.45 ","86,111.00 ","33,450.00 ",0,0,481,1,0,0,0,0,0,0
"62219, Beckemeyer, IL",62219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62220, Belleville, IL",62220,"19,648",213,207,"3,856","3,835","14,787","14,400",542,"19,106",33,8,7,372,58,"14,400","68,685.49 ","57,245.00 ","28,300.00 ",70,66,"6,394",160,21,3,4,3,118,11
"62221, Belleville, IL",62221,"27,930",663,651,"7,004","6,956","18,965","18,350",916,"27,014",72,5,14,586,115,"18,350","81,511.22 ","66,227.00 ","32,807.00 ",192,185,"8,202",296,44,18,7,3,210,13
"62223, Belleville, IL",62223,"17,969",118,115,"4,061","4,061","13,253","12,983",378,"17,591",14,7,3,255,33,"12,983","81,583.03 ","67,087.00 ","34,734.00 ",36,35,"5,847",128,17,5,1,2,96,7
"62225, Scott Air Force Base, IL",62225,"5,042",142,133,895,846,"3,569","3,273",485,"4,557",33,1,6,321,50,"3,273","79,800.90 ","72,246.00 ","24,461.00 ",27,26,"1,062",102,23,5,1,0,68,5
"62226, Belleville, IL",62226,"29,371",400,394,"7,587","7,565","20,251","19,735",812,"28,559",59,14,8,473,115,"19,735","73,065.11 ","55,836.00 ","32,268.00 ",124,123,"9,127",270,48,14,1,6,185,16
"62230, Breese, IL",62230,"6,200",19,23,11,13,"6,076","5,974",142,"6,058",1,1,1,83,10,"5,974","85,780.49 ","73,696.00 ","33,599.00 ",3,3,"2,371",29,12,0,0,0,14,3
"62231, Carlyle, IL",62231,"8,279",53,55,172,175,"7,928","7,798",166,"8,113",2,4,0,120,6,"7,798","72,520.04 ","55,073.00 ","29,439.00 ",11,11,"3,196",31,8,0,0,2,19,2
"62232, Caseyville, IL",62232,"6,920",81,78,923,905,"5,546","5,269",506,"6,414",9,6,2,288,45,"5,269","68,342.03 ","52,088.00 ","26,473.00 ",23,23,"2,189",137,42,2,0,1,83,9
"62234, Collinsville, IL",62234,"33,650",291,282,"3,146","3,035","28,609","27,470","2,061","31,589",30,15,1,"1,249",164,"27,470","71,413.38 ","57,610.00 ","29,758.00 ",89,89,"12,103",534,140,6,0,6,353,29
"62236, Columbia, IL",62236,"12,990",87,80,63,55,"12,681","12,536",234,"12,756",4,2,2,159,20,"12,536","98,731.99 ","77,460.00 ","38,136.00 ",13,13,"4,919",46,14,1,0,0,26,5
"62239, Dupo, IL",62239,"5,275",18,18,136,137,"4,956","4,851",149,"5,126",0,4,0,104,10,"4,851","64,491.29 ","53,785.00 ","25,605.00 ",6,6,"2,004",40,9,0,0,0,29,2
"62240, East Carondelet, IL",62240,"1,571",3,3,159,163,"1,367","1,345",29,"1,542",1,0,0,16,8,"1,345","54,964.70 ","42,297.00 ","20,733.00 ",1,1,523,9,2,0,0,0,6,1
"62243, Freeburg, IL",62243,"6,154",37,37,59,56,"5,934","5,861",91,"6,063",4,1,0,71,4,"5,861","94,603.60 ","82,120.00 ","37,402.00 ",7,7,"2,350",25,3,0,0,0,21,1
"62244, Fults, IL",62244,799,2,2,0,0,787,783,5,794,0,0,0,4,0,783,"81,352.49 ","77,326.00 ","31,564.00 ",0,0,306,1,1,0,0,0,0,0
"62245, Germantown, IL",62245,"2,579",3,4,6,7,"2,489","2,437",97,"2,482",1,4,0,40,12,"2,437","92,361.11 ","85,947.00 ","33,887.00 ",0,0,922,14,8,0,0,1,3,2
"62246, Greenville, IL",62246,"10,297",65,60,847,771,"8,948","8,672",552,"9,745",16,15,0,358,127,"8,672","73,153.02 ","58,222.00 ","34,251.00 ",10,10,"3,297",34,10,1,0,1,20,1
"62248, Hecker, IL",62248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62249, Highland, IL",62249,"16,138",127,122,80,78,"15,646","15,470",262,"15,876",1,2,3,183,27,"15,470","86,503.12 ","73,017.00 ","33,739.00 ",34,34,"6,099",52,10,0,0,0,37,5
"62250, Hoffman, IL",62250,579,1,2,3,5,565,555,13,566,0,0,0,5,3,555,"91,443.52 ","72,872.00 ","34,611.00 ",0,0,216,1,0,0,0,0,0,0
"62254, Lebanon, IL",62254,"6,651",89,88,867,871,"5,460","5,347",158,"6,493",13,2,3,91,23,"5,347","84,427.81 ","67,784.00 ","34,266.00 ",20,19,"2,061",38,9,1,1,0,23,4
"62255, Lenzburg, IL",62255,"1,451",3,3,11,11,"1,406","1,393",20,"1,431",0,0,0,12,1,"1,393","75,199.00 ","62,990.00 ","30,379.00 ",1,1,571,6,2,0,0,0,4,0
"62258, Mascoutah, IL",62258,"9,396",123,126,523,517,"8,387","8,181",272,"9,124",17,0,0,186,25,"8,181","81,098.36 ","72,380.00 ","30,998.00 ",30,30,"3,255",76,14,2,0,0,58,2
"62260, Millstadt, IL",62260,"7,121",18,18,81,86,"6,934","6,855",86,"7,035",1,0,1,68,4,"6,855","88,659.90 ","78,978.00 ","35,403.00 ",5,5,"2,766",26,4,0,0,0,22,0
"62264, New Athens, IL",62264,"3,427",6,7,24,25,"3,341","3,299",55,"3,372",1,1,0,35,3,"3,299","76,486.41 ","69,070.00 ","30,066.00 ",1,1,"1,315",7,3,0,0,0,4,0
"62265, New Baden, IL",62265,"4,422",58,60,105,106,"4,096","3,940",220,"4,202",2,2,0,148,21,"3,940","79,782.24 ","72,756.00 ","30,817.00 ",7,7,"1,544",36,7,1,0,0,25,3
"62266, New Memphis, IL",62266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62269, O Fallon, IL",62269,"31,510",847,840,"5,097","5,088","24,132","23,293","1,182","30,328",39,9,12,798,118,"23,293","102,039.35 ","84,289.00 ","39,188.00 ",230,227,"9,688",370,71,17,3,2,261,16
"62273, Pierron, IL",62273,485,1,1,1,1,479,477,3,482,0,0,0,2,1,477,"64,185.96 ","47,000.00 ","25,145.00 ",0,0,188,1,0,0,0,0,1,0
"62275, Pocahontas, IL",62275,"3,700",7,6,16,14,"3,634","3,600",47,"3,653",2,1,1,35,3,"3,600","82,644.97 ","68,642.00 ","31,518.00 ",2,1,"1,394",10,1,0,1,1,7,0
"62279, Renault, IL",62279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62281, Saint Jacob, IL",62281,"2,609",8,8,18,17,"2,542","2,492",61,"2,548",0,0,0,53,2,"2,492","102,635.19 ","87,302.00 ","38,041.00 ",1,1,947,11,2,0,0,0,9,0
"62282, Saint Libory, IL",62282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62284, Smithboro, IL",62284,595,1,1,5,6,582,576,7,588,0,0,0,5,1,576,"77,138.39 ","67,742.00 ","31,115.00 ",0,0,237,1,0,0,0,0,1,0
"62285, Smithton, IL",62285,"4,366",26,25,47,48,"4,234","4,170",71,"4,295",0,1,1,62,3,"4,170","87,308.64 ","80,690.00 ","33,519.00 ",5,5,"1,598",19,2,0,0,0,16,1
"62289, Summerfield, IL",62289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"62293, Trenton, IL",62293,"4,110",38,39,28,30,"3,980","3,919",75,"4,035",0,1,2,52,3,"3,919","88,579.68 ","78,571.00 ","35,588.00 ",6,6,"1,612",14,3,0,0,0,10,1
"62294, Troy, IL",62294,"13,461",152,144,267,259,"12,646","12,431",337,"13,124",3,4,5,229,33,"12,431","91,661.04 ","80,837.00 ","34,408.00 ",33,31,"4,832",86,15,2,2,1,61,5
"62295, Valmeyer, IL",62295,"1,570",5,4,3,2,"1,543","1,532",19,"1,551",0,0,0,17,0,"1,532","96,513.38 ","75,500.00 ","33,687.00 ",1,1,535,5,1,0,0,0,4,0
"62298, Waterloo, IL",62298,"17,094",89,74,24,20,"16,772","16,640",228,"16,866",0,7,0,176,7,"16,640","96,059.58 ","79,688.00 ","37,315.00 ",18,18,"6,479",41,10,0,0,1,29,1
"62626, Carlinville, IL",62626,"8,088",42,38,114,110,"7,799","7,765",65,"8,023",0,0,2,45,4,"7,765","70,647.09 ","57,114.00 ","29,626.00 ",11,10,"3,264",17,4,0,1,0,11,1
"62649, Hettick, IL",62649,397,0,0,0,0,395,391,4,393,0,0,0,4,0,391,"73,369.23 ","60,417.00 ","31,064.00 ",0,0,167,1,0,0,0,0,1,0
"62672, Nilwood, IL",62672,247,3,3,3,3,237,236,2,245,0,0,0,1,0,236,"69,366.68 ","60,714.00 ","28,084.00 ",0,0,99,0,0,0,0,0,0,0
"62674, Palmyra, IL",62674,"1,408",1,1,2,2,"1,388","1,378",12,"1,396",0,0,0,10,1,"1,378","57,371.92 ","43,250.00 ","24,304.00 ",1,1,587,3,0,0,0,0,3,0
"62685, Shipman, IL",62685,"2,218",6,6,104,107,"2,074","2,064",18,"2,200",0,2,0,7,2,"2,064","66,129.21 ","54,064.00 ","26,003.00 ",2,2,815,5,2,0,0,1,2,0
"63005, Chesterfield, MO",63005,"18,147","1,283","1,231",396,377,"16,012","15,683",530,"17,617",4,4,4,405,38,"15,683","212,645.06 ","172,041.00 ","72,725.00 ",386,384,"5,575",140,20,1,2,0,108,9
"63010, Arnold, MO",63010,"35,389",371,344,171,156,"33,951","33,576",746,"34,643",5,9,5,443,64,"33,576","75,688.51 ","66,599.00 ","28,815.00 ",67,65,"13,069",221,45,0,2,2,160,12
"63011, Ballwin, MO",63011,"37,249","2,181","2,085",930,885,"33,101","32,555",935,"36,314",5,11,1,717,81,"32,555","114,856.82 ","96,762.00 ","44,984.00 ",653,653,"13,258",272,34,3,0,2,219,14
"63012, Barnhart, MO",63012,"10,530",49,43,38,33,"10,238","10,145",165,"10,365",0,2,0,123,22,"10,145","88,508.57 ","78,306.00 ","31,257.00 ",13,13,"3,601",37,4,0,0,1,32,0
"63013, Beaufort, MO",63013,"1,473",1,1,3,3,"1,462","1,452",10,"1,463",0,0,0,9,0,"1,452","78,696.18 ","73,056.00 ","28,957.00 ",0,0,538,4,0,0,0,0,4,0
"63015, Catawissa, MO",63015,"2,131",5,4,13,11,"2,077","2,068",24,"2,107",0,0,0,18,1,"2,068","72,441.83 ","63,542.00 ","27,223.00 ",0,0,782,6,0,0,0,0,6,0
"63016, Cedar Hill, MO",63016,"7,681",30,28,16,15,"7,457","7,395",104,"7,577",0,5,0,74,9,"7,395","75,262.95 ","61,458.00 ","28,311.00 ",5,5,"2,776",30,3,0,0,1,24,2
"63017, Chesterfield, MO",63017,"41,263","3,939","3,789","1,260","1,202","35,033","34,354","1,218","40,045",16,9,17,879,75,"34,354","132,127.68 ","102,988.00 ","54,228.00 ","1,312","1,308","14,637",352,68,4,4,3,259,14
"63019, Crystal City, MO",63019,"4,679",39,38,117,111,"4,371","4,345",49,"4,630",1,1,0,37,2,"4,345","67,218.73 ","56,318.00 ","27,198.00 ",6,6,"1,783",13,2,0,0,1,9,1
"63021, Ballwin, MO",63021,"56,562","4,545","4,382","1,567","1,487","48,448","47,503","1,825","54,737",27,19,5,"1,205",120,"47,503","112,843.80 ","91,807.00 ","43,602.00 ","1,387","1,385","19,254",501,129,9,2,2,340,18
"63023, Dittmer, MO",63023,"5,320",21,18,9,8,"5,182","5,152",56,"5,264",0,2,1,43,5,"5,152","68,311.30 ","58,959.00 ","26,049.00 ",2,2,"1,977",22,2,0,0,2,17,1
"63025, Eureka, MO",63025,"14,705",264,240,115,103,"13,922","13,770",307,"14,398",3,3,2,209,44,"13,770","107,326.92 ","99,872.00 ","38,006.00 ",63,62,"4,972",66,10,1,1,1,48,5
"63026, Fenton, MO",63026,"43,678","1,060",997,351,327,"41,091","40,654",898,"42,780",5,16,6,560,127,"40,654","90,697.62 ","77,057.00 ","34,457.00 ",286,282,"15,776",253,45,4,4,3,180,17
"63031, Florissant, MO",63031,"47,379",588,579,"12,120","11,928","32,801","32,269","1,147","46,232",67,15,3,678,138,"32,269","75,316.60 ","64,769.00 ","30,509.00 ",160,160,"13,809",302,74,18,0,1,189,20
"63033, Florissant, MO",63033,"42,745",314,309,"26,464","26,294","14,656","14,409",627,"42,118",115,3,4,305,75,"14,409","74,411.66 ","62,744.00 ","30,257.00 ",105,102,"6,647",178,35,34,3,1,92,13
"63034, Florissant, MO",63034,"18,017",357,355,"10,091","10,008","7,066","6,961",274,"17,743",55,3,1,135,28,"6,961","100,884.48 ","87,612.00 ","37,513.00 ",85,84,"2,877",68,17,13,1,0,33,4
"63037, Gerald, MO",63037,"3,229",12,11,4,4,"3,172","3,163",23,"3,206",0,1,0,14,4,"3,163","63,550.81 ","52,799.00 ","25,467.00 ",4,4,"1,273",7,2,0,0,0,4,0
