Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","# White Non-Hispanic Population, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita (), 2014","# Asian Households, 2014","# Asian Non-Hispanic Head of Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014"
"08001, Alloway, NJ",08001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"08002, Cherry Hill, NJ",08002,"21,397","2,889","2,801","1,828","1,671","15,351","14,547","1,859","19,538",113,10,15,936,146,"14,547","94,825.32 ","81,513.00 ","38,858.00 ",901,895,"6,633",532,139,25,6,3,323,36
"08003, Cherry Hill, NJ",08003,"29,991","4,756","4,656","1,767","1,664","22,565","21,993","1,050","28,941",73,2,14,699,79,"21,993","154,344.03 ","119,436.00 ","55,195.00 ","1,494","1,491","8,416",265,37,9,3,1,201,14
"08004, Atco, NJ",08004,"12,284",229,221,"1,362","1,288","10,183","9,871",671,"11,613",39,8,2,359,58,"9,871","101,479.41 ","85,379.00 ","35,365.00 ",61,61,"3,617",162,49,7,0,2,98,6
"08007, Barrington, NJ",08007,"5,829",125,117,395,350,"5,086","4,929",327,"5,502",28,3,2,184,26,"4,929","77,060.61 ","64,038.00 ","32,884.00 ",40,40,"2,184",110,24,8,0,2,67,9
"08009, Berlin, NJ",08009,"13,646",485,470,"1,652","1,548","10,945","10,612",742,"12,904",65,6,4,389,60,"10,612","100,461.69 ","80,321.00 ","37,633.00 ",139,138,"4,162",171,47,14,1,2,99,8
"08010, Beverly, NJ",08010,"12,132",362,360,"3,357","3,181","6,969","6,456","1,356","10,776",168,15,1,525,157,"6,456","79,674.43 ","66,458.00 ","32,532.00 ",108,108,"3,020",416,149,45,0,8,181,33
"08011, Birmingham, NJ",08011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"08012, Blackwood, NJ",08012,"38,125","1,441","1,407","3,834","3,569","31,350","30,325","2,118","36,007",192,14,6,"1,140",208,"30,325","92,402.42 ","80,037.00 ","35,402.00 ",439,438,"12,228",614,140,51,1,7,371,44
"08014, Bridgeport, NJ",08014,493,11,10,3,2,471,462,15,478,1,0,0,11,1,462,"83,948.21 ","85,714.00 ","33,223.00 ",6,6,187,4,1,0,0,0,3,0
"08015, Browns Mills, NJ",08015,"21,387",741,714,"4,155","3,810","14,368","13,057","2,612","18,775",309,19,20,"1,366",327,"13,057","81,565.42 ","70,409.00 ","28,494.00 ",257,253,"5,356",704,150,63,4,8,433,46
"08016, Burlington, NJ",08016,"33,278","2,118","2,105","9,839","9,440","19,072","17,956","2,476","30,802",392,19,11,"1,126",295,"17,956","97,063.14 ","82,433.00 ","35,497.00 ",561,557,"7,320",705,198,87,4,6,365,45
"08019, Chatsworth, NJ",08019,"1,013",10,11,58,56,917,878,58,955,5,1,0,35,6,878,"97,491.63 ","78,261.00 ","36,221.00 ",2,2,314,12,3,1,0,0,8,0
"08020, Clarksboro, NJ",08020,"2,048",70,68,142,137,"1,790","1,741",75,"1,973",6,1,2,48,4,"1,741","111,655.44 ","97,581.00 ","42,324.00 ",20,19,674,22,3,2,1,0,15,1
"08021, Clementon, NJ",08021,"42,800","1,478","1,393","12,070","11,164","25,014","23,126","5,866","36,934",595,80,46,"2,272",422,"23,126","74,533.06 ","62,022.00 ","30,127.00 ",485,479,"10,472","1,657",615,172,6,24,740,100
"08022, Columbus, NJ",08022,"8,836",772,772,958,910,"6,796","6,474",483,"8,353",52,4,4,313,53,"6,474","117,788.93 ","103,125.00 ","46,023.00 ",211,209,"2,873",132,16,16,2,1,93,4
"08023, Deepwater, NJ",08023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"08026, Gibbsboro, NJ",08026,"2,130",63,59,57,54,"1,940","1,890",95,"2,035",0,0,0,59,16,"1,890","108,628.55 ","89,691.00 ","37,737.00 ",13,13,692,23,2,0,0,0,19,2
"08027, Gibbstown, NJ",08027,"4,745",39,39,283,281,"4,300","4,201",139,"4,606",4,0,0,97,16,"4,201","97,387.67 ","74,414.00 ","38,717.00 ",9,9,"1,755",31,6,1,0,0,21,3
"08028, Glassboro, NJ",08028,"20,550",646,635,"4,401","4,204","14,125","13,529","1,613","18,937",173,19,7,627,210,"13,529","88,608.64 ","73,358.00 ","30,713.00 ",193,190,"4,965",411,124,44,3,6,195,39
"08029, Glendora, NJ",08029,"4,769",47,43,103,92,"4,442","4,312",253,"4,516",2,1,0,149,20,"4,312","85,115.12 ","69,818.00 ","33,884.00 ",17,17,"1,805",60,16,1,0,0,41,2
"08030, Gloucester City, NJ",08030,"13,023",406,379,500,437,"11,545","11,028",964,"12,059",33,9,0,589,84,"11,028","72,537.41 ","61,406.00 ","27,005.00 ",98,98,"4,490",206,48,7,0,2,136,13
"08031, Bellmawr, NJ",08031,"11,712",794,755,346,307,"9,885","9,444",999,"10,713",24,8,4,502,61,"9,444","71,177.34 ","59,292.00 ","28,693.00 ",215,214,"4,145",278,111,12,1,0,140,14
"08033, Haddonfield, NJ",08033,"16,177",410,384,252,209,"15,103","14,820",507,"15,670",30,3,1,338,42,"14,820","136,449.87 ","108,790.00 ","54,780.00 ",127,127,"6,188",152,22,4,0,1,119,6
"08034, Cherry Hill, NJ",08034,"18,342","1,742","1,652","1,195","1,094","14,443","13,810","1,417","16,925",57,14,24,758,105,"13,810","110,428.60 ","92,850.00 ","42,660.00 ",527,524,"5,847",370,113,16,3,3,215,20
"08035, Haddon Heights, NJ",08035,"7,799",147,138,127,99,"7,326","7,199",244,"7,555",22,6,0,150,16,"7,199","113,626.12 ","94,432.00 ","46,030.00 ",37,37,"3,013",65,11,4,0,1,47,2
"08036, Hainesport, NJ",08036,"5,863",276,280,480,477,"4,849","4,640",325,"5,538",11,2,1,194,34,"4,640","114,834.91 ","98,769.00 ","42,369.00 ",80,80,"1,854",88,23,2,0,1,59,3
"08038, Hancocks Bridge, NJ",08038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"08039, Harrisonville, NJ",08039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"08041, Jobstown, NJ",08041,"1,175",39,40,50,45,"1,038","1,010",53,"1,122",6,1,0,26,5,"1,010","133,532.07 ","114,732.00 ","45,117.00 ",10,10,359,13,3,1,0,0,9,0
"08042, Juliustown, NJ",08042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"08043, Voorhees, NJ",08043,"29,649","5,406","5,309","2,756","2,642","20,379","19,809","1,118","28,531",78,14,24,690,100,"19,809","122,208.29 ","95,735.00 ","49,547.00 ","1,756","1,749","8,525",341,51,20,7,5,240,18
"08045, Lawnside, NJ",08045,"2,805",46,46,"2,430","2,374",161,129,147,"2,658",50,4,0,38,12,129,"83,724.23 ","69,796.00 ","31,503.00 ",9,9,68,41,10,8,0,2,18,3
"08046, Willingboro, NJ",08046,"31,495",711,694,"22,872","22,016","5,134","4,376","2,977","28,518",774,38,14,848,401,"4,376","94,900.78 ","84,219.00 ","32,750.00 ",194,191,"2,251",809,262,162,3,13,309,60
"08048, Lumberton, NJ",08048,"12,937",698,691,"2,480","2,403","8,961","8,548",822,"12,115",85,18,10,400,122,"8,548","113,812.96 ","100,254.00 ","41,594.00 ",204,201,"3,353",283,77,26,3,4,147,26
"08049, Magnolia, NJ",08049,"5,440",135,131,984,912,"4,034","3,848",424,"5,016",50,3,1,214,40,"3,848","81,570.16 ","70,200.00 ","31,288.00 ",45,45,"1,601",112,24,12,0,1,65,10
"08051, Mantua, NJ",08051,"10,993",173,174,462,446,"10,061","9,808",388,"10,605",19,4,0,248,41,"9,808","92,590.75 ","76,619.00 ","37,585.00 ",68,68,"4,142",105,19,5,0,1,74,6
"08052, Maple Shade, NJ",08052,"19,753","1,257","1,249","1,924","1,747","15,214","14,390","1,755","17,998",171,7,3,837,158,"14,390","76,445.82 ","66,028.00 ","34,289.00 ",475,474,"6,889",641,207,51,1,4,330,48
"08053, Marlton, NJ",08053,"45,955","3,329","3,368","2,067","1,992","39,090","37,935","1,717","44,238",108,13,15,"1,052",172,"37,935","119,004.16 ","100,300.00 ","46,316.00 ","1,064","1,061","15,542",508,113,24,3,4,334,30
"08054, Mount Laurel, NJ",08054,"42,248","3,542","3,552","4,248","4,065","32,690","31,397","2,100","40,148",207,20,11,"1,242",220,"31,397","118,040.49 ","95,762.00 ","49,464.00 ","1,176","1,172","14,385",673,121,43,4,7,458,40
"08055, Medford, NJ",08055,"27,245",625,627,435,420,"25,537","25,015",751,"26,494",22,29,9,498,55,"25,015","141,012.20 ","120,219.00 ","50,979.00 ",168,166,"9,341",178,36,5,2,5,122,8
"08056, Mickleton, NJ",08056,"4,797",184,181,239,233,"4,269","4,195",112,"4,685",4,0,2,78,11,"4,195","149,675.87 ","139,474.00 ","50,012.00 ",54,54,"1,459",25,4,1,0,0,19,1
"08057, Moorestown, NJ",08057,"20,608","1,416","1,412","1,459","1,408","16,959","16,413",811,"19,797",61,4,14,523,63,"16,413","179,491.87 ","118,877.00 ","65,120.00 ",395,390,"6,309",231,38,14,5,1,164,9
"08059, Mount Ephraim, NJ",08059,"6,291",121,112,181,153,"5,749","5,596",353,"5,938",18,0,1,177,26,"5,596","90,078.10 ","74,504.00 ","35,952.00 ",32,32,"2,342",91,28,5,0,0,52,6
"08060, Mount Holly, NJ",08060,"25,079","1,221","1,202","5,636","5,223","16,099","14,833","2,724","22,355",382,31,12,"1,311",304,"14,833","106,529.65 ","86,924.00 ","39,660.00 ",365,360,"6,360",806,226,76,5,10,449,40
"08061, Mount Royal, NJ",08061,"2,628",130,129,235,224,"2,195","2,121",115,"2,513",12,2,1,73,9,"2,121","123,129.63 ","108,333.00 ","44,023.00 ",37,37,781,32,4,4,0,1,20,3
"08062, Mullica Hill, NJ",08062,"17,067",573,563,913,885,"15,110","14,703",613,"16,454",37,3,16,388,69,"14,703","139,936.83 ","126,734.00 ","45,059.00 ",130,130,"4,998",132,21,7,0,1,97,6
"08063, National Park, NJ",08063,"2,960",20,21,51,53,"2,830","2,776",68,"2,892",1,1,0,48,13,"2,776","80,804.48 ","70,783.00 ","29,400.00 ",4,4,"1,033",22,3,0,0,0,18,1
"08064, New Lisbon, NJ",08064,331,19,17,54,52,227,212,32,299,1,0,2,16,6,212,"50,365.06 ","40,690.00 ","24,862.00 ",10,9,110,11,3,0,1,0,6,1
"08065, Palmyra, NJ",08065,"7,610",173,171,"1,129","1,092","5,886","5,667",439,"7,171",40,7,2,216,36,"5,667","83,863.82 ","74,365.00 ","35,638.00 ",62,61,"2,632",135,38,11,1,6,76,3
"08066, Paulsboro, NJ",08066,"8,132",132,130,"2,544","2,389","4,870","4,605",666,"7,466",134,11,1,289,85,"4,605","72,265.26 ","56,634.00 ","28,523.00 ",47,46,"2,147",181,41,31,1,2,93,13
"08067, Pedricktown, NJ",08067,"1,688",19,17,141,134,"1,452","1,386",136,"1,552",2,2,1,73,10,"1,386","101,655.87 ","75,750.00 ","37,589.00 ",2,2,549,26,10,0,0,0,15,1
"08068, Pemberton, NJ",08068,"6,385",202,194,"1,721","1,580","3,757","3,320",967,"5,418",121,3,5,464,82,"3,320","96,435.22 ","68,056.00 ","37,289.00 ",72,71,"1,524",317,96,30,1,1,171,18
"08069, Penns Grove, NJ",08069,"13,050",109,83,"3,480","3,173","7,694","6,856","2,721","10,329",219,34,24,934,230,"6,856","65,770.76 ","50,276.00 ","26,562.00 ",28,27,"3,271",555,285,43,1,4,199,23
"08070, Pennsville, NJ",08070,"13,294",239,224,246,214,"12,456","12,226",482,"12,812",20,6,2,263,39,"12,226","79,633.56 ","65,019.00 ","32,524.00 ",57,56,"5,151",114,47,2,1,2,57,5
"08071, Pitman, NJ",08071,"9,498",76,76,158,154,"9,023","8,840",265,"9,233",5,2,0,181,30,"8,840","91,833.69 ","77,977.00 ","36,433.00 ",23,23,"3,552",70,11,0,0,1,53,5
"08072, Quinton, NJ",08072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"08073, Rancocas, NJ",08073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"08074, Richwood, NJ",08074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"08075, Riverside, NJ",08075,"29,192",994,987,"2,759","2,654","23,054","22,025","2,024","27,168",118,19,12,"1,005",223,"22,025","99,938.12 ","84,189.00 ","37,111.00 ",292,287,"8,861",556,183,27,5,4,296,41
"08077, Riverton, NJ",08077,"18,651",485,490,"1,111","1,099","16,451","16,031",614,"18,037",32,6,4,384,48,"16,031","121,709.16 ","98,800.00 ","44,183.00 ",137,137,"6,047",175,40,3,0,1,122,9
"08078, Runnemede, NJ",08078,"8,194",240,228,400,370,"7,178","6,917",534,"7,660",15,11,2,292,34,"6,917","76,777.39 ","63,428.00 ","30,227.00 ",71,71,"2,887",141,39,0,0,4,90,8
"08079, Salem, NJ",08079,"11,076",52,47,"3,790","3,640","6,637","6,458",674,"10,402",124,12,5,207,105,"6,458","68,995.36 ","55,350.00 ","27,962.00 ",12,12,"2,821",163,57,34,0,1,60,11
"08080, Sewell, NJ",08080,"38,137","1,739","1,731","2,265","2,187","33,088","32,247","1,341","36,796",81,18,10,835,156,"32,247","113,018.03 ","99,046.00 ","39,508.00 ",537,536,"11,816",319,57,20,1,5,221,15
"08081, Sicklerville, NJ",08081,"52,690","2,387","2,336","18,737","17,841","28,225","26,825","4,065","48,625",691,48,24,"1,652",420,"26,825","99,708.23 ","85,821.00 ","34,156.00 ",699,693,"10,338","1,010",300,141,6,11,486,66
"08083, Somerdale, NJ",08083,"8,676",436,417,"1,361","1,287","6,363","6,141",627,"8,049",41,6,8,271,63,"6,141","84,006.76 ","69,946.00 ","31,706.00 ",126,124,"2,496",173,51,9,2,2,96,13
"08084, Stratford, NJ",08084,"7,245",339,322,684,630,"5,825","5,621",512,"6,733",34,9,7,238,29,"5,621","90,575.11 ","76,593.00 ","34,506.00 ",115,113,"2,218",149,50,10,2,8,70,8
"08085, Swedesboro, NJ",08085,"19,017",922,912,"2,502","2,399","14,610","14,051","1,147","17,870",86,16,3,587,79,"14,051","123,452.19 ","109,781.00 ","40,671.00 ",247,247,"5,014",272,81,27,0,4,148,12
"08086, Thorofare, NJ",08086,"8,374",212,211,799,769,"7,069","6,876",356,"8,018",30,2,1,193,42,"6,876","85,079.65 ","69,575.00 ","36,948.00 ",77,77,"3,137",111,28,6,0,1,68,8
"08088, Vincentown, NJ",08088,"24,527",297,304,572,568,"23,091","22,603",671,"23,856",22,6,2,450,53,"22,603","101,858.90 ","80,112.00 ","39,609.00 ",85,85,"9,061",163,36,5,0,1,115,6
"08089, Waterford Works, NJ",08089,"3,947",50,48,863,824,"2,784","2,688",295,"3,652",26,3,1,111,18,"2,688","95,747.86 ","86,318.00 ","35,531.00 ",10,10,"1,049",71,28,6,0,1,34,2
"08090, Wenonah, NJ",08090,"8,281",109,109,746,721,"7,192","7,027",260,"8,021",30,6,1,158,24,"7,027","101,364.52 ","89,630.00 ","36,621.00 ",37,37,"2,632",66,11,6,0,1,47,1
"08091, West Berlin, NJ",08091,"4,958",295,286,631,588,"3,696","3,525",453,"4,505",27,0,1,198,28,"3,525","83,565.90 ","74,514.00 ","30,884.00 ",85,84,"1,433",108,50,4,1,0,47,6
"08093, Westville, NJ",08093,"9,618",217,212,"1,304","1,213","7,370","7,036",916,"8,702",70,11,1,363,81,"7,036","76,396.32 ","58,815.00 ","31,327.00 ",65,65,"3,160",279,113,25,0,3,125,13
"08095, Winslow, NJ",08095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"08096, Woodbury, NJ",08096,"35,834","1,423","1,367","5,128","4,865","27,501","26,295","2,420","33,414",206,26,40,"1,290",282,"26,295","88,080.41 ","75,073.00 ","34,653.00 ",423,415,"11,207",718,158,48,8,7,447,50
"08097, Woodbury Heights, NJ",08097,"3,311",67,64,346,341,"2,800","2,733",118,"3,193",8,1,3,64,21,"2,733","99,793.88 ","90,896.00 ","36,040.00 ",15,14,"1,038",27,5,3,1,0,16,2
"08098, Woodstown, NJ",08098,"9,055",117,109,877,825,"7,700","7,525",430,"8,625",29,7,5,205,57,"7,525","104,411.14 ","87,826.00 ","40,031.00 ",23,23,"3,044",72,21,4,0,2,38,7
"08102, Camden, NJ",08102,"8,939",97,66,"3,380","2,511","2,048",901,"5,400","3,539",699,72,27,"1,325",320,901,"40,926.02 ","20,261.00 ","16,278.00 ",28,20,694,"1,713",907,219,8,24,462,93
"08103, Camden, NJ",08103,"13,429",149,102,"8,455","7,675","2,029","1,110","4,292","9,137",571,83,44,"1,138",259,"1,110","47,797.44 ","34,416.00 ","16,208.00 ",37,29,554,"1,132",568,136,8,18,333,69
"08104, Camden, NJ",08104,"24,907",318,219,"16,081","14,412","2,978","1,179","8,764","16,143","1,290",171,93,"2,192",572,"1,179","41,756.94 ","32,269.00 ","14,567.00 ",97,82,"1,166","2,499","1,212",342,15,38,742,150
"08105, Camden, NJ",08105,"29,128","1,162",746,"9,241","6,777","5,796","1,065","20,449","8,679","1,797",272,343,"5,480","1,315","1,065","48,681.46 ","33,979.00 ","14,430.00 ",302,226,"1,763","5,460","2,869",428,76,72,"1,674",341
"08106, Audubon, NJ",08106,"10,270",138,128,231,203,"9,621","9,421",394,"9,876",16,6,2,227,37,"9,421","89,426.84 ","79,025.00 ","37,230.00 ",38,37,"4,043",118,21,8,1,1,78,9
"08107, Oaklyn, NJ",08107,"13,603",581,532,"1,876","1,638","9,698","9,018","2,121","11,482",147,37,19,818,129,"9,018","79,032.95 ","62,752.00 ","33,230.00 ",176,173,"4,349",622,238,41,3,10,293,37
"08108, Collingswood, NJ",08108,"17,562",428,404,"1,084",951,"15,135","14,611","1,252","16,310",87,23,4,606,96,"14,611","93,770.51 ","79,266.00 ","39,986.00 ",151,150,"6,683",346,108,21,1,5,196,15
"08109, Merchantville, NJ",08109,"22,561","1,625","1,522","4,773","4,189","13,380","11,752","4,551","18,010",372,59,26,"1,944",304,"11,752","87,489.30 ","70,596.00 ","33,588.00 ",447,442,"5,656","1,305",476,90,5,8,650,76
"08110, Pennsauken, NJ",08110,"18,496","1,775","1,579","6,280","5,284","5,623","3,659","7,572","10,924",650,121,93,"2,440",444,"3,659","76,008.89 ","61,694.00 ","24,461.00 ",442,431,"2,190","1,986",959,152,11,17,753,94
"08224, New Gretna, NJ",08224,578,4,5,5,5,553,531,31,547,0,0,0,20,2,531,"100,914.92 ","79,839.00 ","36,918.00 ",1,1,206,8,2,0,0,0,6,0
"08312, Clayton, NJ",08312,"7,665",154,151,"1,501","1,409","5,562","5,326",483,"7,182",83,7,2,247,39,"5,326","96,333.04 ","81,123.00 ","34,219.00 ",41,41,"2,125",133,27,19,0,1,80,6
"08322, Franklinville, NJ",08322,"9,852",155,150,867,849,"8,509","8,252",405,"9,447",24,4,6,249,41,"8,252","112,666.07 ","89,103.00 ","38,810.00 ",36,34,"3,045",95,20,3,2,1,66,3
"08328, Malaga, NJ",08328,"1,062",15,15,68,59,926,887,72,990,11,0,0,37,6,887,"75,488.46 ","65,984.00 ","28,865.00 ",4,4,356,25,9,2,0,0,13,1
"08343, Monroeville, NJ",08343,"4,629",31,30,196,191,"4,205","4,111",197,"4,432",9,1,1,89,27,"4,111","97,852.23 ","85,865.00 ","35,437.00 ",7,7,"1,523",40,16,1,0,0,20,3
"08505, Bordentown, NJ",08505,"19,197","1,602","1,588","2,555","2,423","14,050","13,337","1,335","17,862",138,27,18,702,137,"13,337","109,198.31 ","94,565.00 ","41,003.00 ",448,445,"5,793",327,69,21,3,3,213,18
"08511, Cookstown, NJ",08511,792,24,23,54,49,663,620,79,713,2,0,0,48,4,620,"146,037.96 ","105,769.00 ","50,154.00 ",12,12,229,14,5,0,0,0,7,2
"08515, Chesterfield, NJ",08515,"6,065",723,715,"1,164","1,058","3,772","3,539",618,"5,447",104,16,6,237,70,"3,539","152,768.03 ","135,033.00 ","40,554.00 ",205,204,"1,252",55,6,4,1,0,39,5
"08518, Florence, NJ",08518,"5,069",199,200,866,841,"3,663","3,512",286,"4,783",32,1,1,140,48,"3,512","89,684.99 ","79,091.00 ","37,098.00 ",64,64,"1,612",77,24,8,0,1,35,9
"08554, Roebling, NJ",08554,"3,841",213,217,350,324,"3,113","2,976",200,"3,641",31,13,0,126,12,"2,976","96,357.20 ","83,911.00 ","36,651.00 ",56,56,"1,257",52,5,7,0,4,35,1
"08562, Wrightstown, NJ",08562,"6,103",186,181,498,465,"4,829","4,503",709,"5,394",32,10,4,329,74,"4,503","92,564.79 ","76,358.00 ","35,457.00 ",68,67,"1,929",203,75,6,1,4,104,13
"08640, Fort Dix, NJ",08640,"7,963",198,187,"2,665","2,369","4,165","3,334","1,776","6,187",230,16,6,910,165,"3,334","93,904.53 ","84,324.00 ","12,127.00 ",33,30,673,128,25,8,3,1,81,10
"08641, Trenton, NJ",08641,"2,958",111,108,513,472,"1,955","1,741",439,"2,519",31,2,1,229,59,"1,741","64,403.65 ","59,091.00 ","19,219.00 ",25,25,541,115,39,6,0,1,61,8
"18054, Green Lane, PA",18054,"4,184",27,29,59,62,"4,034","3,984",60,"4,124",1,2,0,40,9,"3,984","98,469.41 ","82,731.00 ","38,236.00 ",6,6,"1,583",15,3,0,0,0,12,0
"18073, Pennsburg, PA",18073,"9,473",390,391,220,206,"8,643","8,446",299,"9,174",18,1,8,182,23,"8,446","102,750.26 ","83,645.00 ","37,418.00 ",51,49,"3,220",70,14,5,2,0,47,2
"18074, Perkiomenville, PA",18074,"5,461",58,63,84,82,"5,214","5,116",117,"5,344",8,1,0,80,9,"5,116","98,801.03 ","89,325.00 ","37,853.00 ",15,15,"2,018",27,7,1,0,0,18,1
"18076, Red Hill, PA",18076,"3,150",89,90,89,87,"2,901","2,833",89,"3,061",2,0,0,67,8,"2,833","80,145.87 ","64,746.00 ","34,687.00 ",21,21,"1,286",24,3,1,0,0,18,2
"18081, Springtown, PA",18081,888,9,13,3,3,859,841,20,868,1,4,0,10,0,841,"101,977.74 ","82,895.00 ","39,046.00 ",2,2,334,5,1,0,0,0,4,0
"18901, Doylestown, PA",18901,"28,785",606,609,585,563,"26,881","26,345",781,"28,004",30,13,6,512,71,"26,345","118,847.56 ","93,485.00 ","47,475.00 ",173,172,"10,712",182,27,2,1,2,140,10
"18902, Doylestown, PA",18902,"18,570",514,512,170,168,"17,326","16,879",703,"17,867",2,11,2,447,33,"16,879","142,628.69 ","120,353.00 ","48,411.00 ",136,135,"6,005",172,43,0,1,2,119,7
"18912, Buckingham, PA",18912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"18913, Carversville, PA",18913,516,8,8,5,5,490,481,13,503,0,0,0,9,1,481,"137,638.23 ","111,607.00 ","52,548.00 ",2,2,191,3,1,0,0,0,2,0
"18914, Chalfont, PA",18914,"17,637",834,820,305,293,"16,201","15,876",427,"17,210",8,1,2,343,25,"15,876","120,858.75 ","108,797.00 ","43,802.00 ",234,233,"5,971",103,10,1,1,0,86,5
"18915, Colmar, PA",18915,"1,104",196,200,34,30,846,822,34,"1,070",4,2,0,20,3,822,"109,861.44 ","101,190.00 ","40,842.00 ",55,55,335,9,1,1,0,1,6,0
"18917, Dublin, PA",18917,"2,094",48,48,32,20,"1,869","1,788",186,"1,908",12,2,0,81,12,"1,788","77,311.11 ","63,194.00 ","32,744.00 ",21,21,797,53,20,3,0,2,25,3
"18920, Erwinna, PA",18920,781,5,6,5,6,752,739,17,764,0,0,0,10,3,739,"112,725.80 ","87,857.00 ","47,950.00 ",0,0,325,6,1,0,0,0,4,1
"18923, Fountainville, PA",18923,"1,087",36,35,11,11,"1,005",978,45,"1,042",0,0,0,28,2,978,"111,848.29 ","97,881.00 ","40,592.00 ",9,9,375,11,3,0,0,0,8,0
"18925, Furlong, PA",18925,"6,389",430,429,126,121,"5,665","5,546",179,"6,210",5,2,3,117,19,"5,546","165,950.14 ","141,244.00 ","55,568.00 ",114,114,"1,957",43,8,1,0,1,31,2
"18929, Jamison, PA",18929,"8,953",431,418,116,106,"8,235","8,119",185,"8,768",9,6,9,122,9,"8,119","150,653.89 ","141,535.00 ","49,615.00 ",115,113,"2,773",41,4,0,2,2,30,3
"18930, Kintnersville, PA",18930,"2,212",16,15,8,8,"2,144","2,116",42,"2,170",0,0,0,30,0,"2,116","98,500.85 ","79,856.00 ","39,320.00 ",2,2,867,13,2,0,0,0,11,0
"18932, Line Lexington, PA",18932,612,44,45,10,10,549,534,17,595,0,0,0,14,1,534,"119,127.52 ","106,000.00 ","41,036.00 ",13,13,192,4,0,0,0,0,4,0
"18935, Milford Square, PA",18935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"18936, Montgomeryville, PA",18936,752,181,181,54,53,497,486,20,732,1,0,0,11,4,486,"122,623.13 ","112,879.00 ","45,461.00 ",55,55,197,6,1,0,0,0,5,0
"18938, New Hope, PA",18938,"13,542",423,418,202,187,"12,544","12,191",528,"13,014",15,5,4,354,25,"12,191","142,198.91 ","98,031.00 ","61,309.00 ",132,131,"5,529",151,32,4,1,2,109,3
"18940, Newtown, PA",18940,"30,357","2,258","2,236",382,371,"27,153","26,689",630,"29,727",8,13,1,492,28,"26,689","161,632.54 ","122,474.00 ","60,769.00 ",648,647,"10,449",191,25,1,1,1,159,4
"18942, Ottsville, PA",18942,"2,851",30,31,18,19,"2,730","2,690",67,"2,784",0,0,0,36,10,"2,690","98,685.48 ","82,424.00 ","38,843.00 ",5,5,"1,096",18,5,0,0,0,11,2
"18944, Perkasie, PA",18944,"22,791",401,399,271,257,"21,568","21,166",589,"22,202",16,4,6,394,44,"21,166","100,264.82 ","86,786.00 ","37,071.00 ",99,97,"8,129",145,30,2,2,0,103,8
"18947, Pipersville, PA",18947,"6,648",94,97,75,75,"6,250","6,112",249,"6,399",2,0,0,129,23,"6,112","136,232.04 ","108,989.00 ","47,928.00 ",23,23,"2,252",63,20,0,0,0,39,4
"18950, Point Pleasant, PA",18950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
