Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita (), 2014","# Asian Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014","# Asian Non-Hispanic Head of Households, 2014"
"77068, Houston, TX",77068,"9,854",865,928,"2,274","2,381","5,549","3,866","2,464","7,390",78,33,9,"1,409",115,"125,622.79 ","84,699.00 ","44,993.00 ",274,"2,178",665,206,18,3,6,399,33,271
"77069, Houston, TX",77069,"16,284",963,"1,110","1,903","2,174","12,362","10,499","2,142","14,142",43,40,13,"1,337",134,"112,566.14 ","76,850.00 ","52,808.00 ",350,"6,008",791,217,11,4,9,513,37,346
"77070, Houston, TX",77070,"49,001","4,433","5,075","5,786","6,473","33,865","24,410","11,749","37,252",201,166,55,"7,692",718,"94,315.25 ","74,059.00 ","37,065.00 ","1,446","14,021","3,441",864,53,13,36,"2,317",158,"1,433"
"77071, Houston, TX",77071,"23,418","1,730","1,673","12,015","11,798","6,897","3,356","6,289","17,129",248,106,61,"3,505",367,"75,386.74 ","54,941.00 ","27,348.00 ",575,"2,545","1,714",529,74,13,20,974,104,562
"77072, Houston, TX",77072,"59,554","12,101","11,367","14,292","12,953","20,694","4,029","30,467","29,087",708,509,180,"17,886","2,082","51,595.68 ","40,354.00 ","15,667.00 ","3,872","6,068","7,513","2,231",172,36,105,"4,433",536,"3,836"
"77073, Houston, TX",77073,"35,926","1,326","1,188","12,345","11,483","15,180","4,140","18,669","17,257",351,213,85,"11,623","1,007","72,505.24 ","59,723.00 ","22,064.00 ",368,"4,735","4,722","1,373",72,20,53,"2,954",250,348
"77074, Houston, TX",77074,"42,460","2,607","2,401","7,419","6,616","21,921","7,013","25,871","16,589",532,405,108,"15,300","1,653","51,502.51 ","37,829.00 ","17,937.00 ",829,"7,472","7,149","2,177",164,25,87,"4,193",503,804
"77075, Houston, TX",77075,"37,293","2,866","2,574","6,377","5,587","19,606","3,466","25,242","12,051",279,236,57,"16,925","1,087","67,886.68 ","57,444.00 ","20,266.00 ",758,"5,789","6,630","1,810",58,12,47,"4,415",288,746
"77076, Houston, TX",77076,"35,750",122,70,"2,859","2,054","22,300","2,600","30,805","4,945",198,329,31,"20,392","1,348","49,472.78 ","38,564.00 ","13,835.00 ",44,"6,154","7,672","2,103",45,6,76,"5,083",359,38
"77077, Houston, TX",77077,"54,574","6,602","7,013","10,367","10,669","32,600","23,698","11,661","42,913",440,92,77,"7,565",737,"99,203.40 ","74,191.00 ","46,392.00 ","2,600","15,911","4,405","1,050",162,24,31,"2,903",235,"2,576"
"77078, Houston, TX",77078,"15,932",19,8,"10,065","9,621","3,405",509,"5,728","10,204",161,64,11,"3,181",271,"46,657.82 ","38,091.00 ","14,303.00 ",7,870,"1,299",466,27,2,16,732,56,5
"77079, Houston, TX",77079,"33,950","3,105","3,413","2,747","2,912","25,739","21,284","5,423","28,527",120,61,25,"3,747",340,"139,022.27 ","104,577.00 ","53,960.00 ","1,095","10,475","1,649",335,28,7,12,"1,198",69,"1,088"
"77080, Houston, TX",77080,"50,603","1,816","1,662","2,717","2,269","31,505","10,878","35,341","15,262",376,583,101,"20,766","2,026","60,231.50 ","42,267.00 ","19,749.00 ",661,"10,982","9,096","2,995",89,23,140,"5,291",558,638
"77081, Houston, TX",77081,"46,478","3,030","2,700","4,626","3,817","25,596","4,883","34,636","11,842",534,477,136,"21,214","2,793","52,090.41 ","34,647.00 ","18,111.00 ","1,263","8,750","10,177","2,798",165,31,123,"6,143",917,"1,232"
"77082, Houston, TX",77082,"54,846","8,158","8,233","17,907","17,682","22,184","10,944","16,614","38,232",599,219,99,"10,663","1,067","80,234.46 ","59,340.00 ","32,785.00 ","2,844","9,517","5,326","1,239",189,24,49,"3,488",337,"2,820"
"77083, Houston, TX",77083,"77,816","18,558","18,199","23,747","22,813","22,997","7,589","27,617","50,199",660,294,140,"15,920","1,674","77,604.76 ","63,277.00 ","22,287.00 ","5,085","6,983","7,015","2,244",155,23,70,"4,107",416,"5,062"
"77084, Houston, TX",77084,"102,447","9,939","10,321","15,114","15,036","59,753","29,597","45,390","57,057",903,586,184,"28,649","2,623","90,173.54 ","71,095.00 ","29,644.00 ","2,887","20,964","11,775","3,203",199,38,134,"7,571",630,"2,849"
"77085, Houston, TX",77085,"17,292",361,294,"6,380","5,891","6,324",639,"10,355","6,937",132,131,49,"6,067",751,"68,006.20 ","56,176.00 ","19,334.00 ",102,"1,532","2,358",733,29,9,22,"1,379",186,93
"77086, Houston, TX",77086,"31,138","2,429","2,193","8,484","7,647","13,459","2,217","18,798","12,340",260,261,71,"12,005","1,070","63,767.67 ","49,090.00 ","17,731.00 ",676,"3,563","4,376","1,209",45,13,51,"2,771",287,663
"77087, Houston, TX",77087,"38,197",309,236,"5,882","4,741","21,331","1,813","31,122","7,075",359,240,34,"20,387","1,273","52,078.37 ","43,583.00 ","15,439.00 ",114,"5,766","7,913","2,324",61,5,63,"5,115",345,109
"77088, Houston, TX",77088,"53,514","2,029","1,865","26,591","25,437","16,352","3,948","21,795","31,719",478,412,115,"13,141","1,109","60,299.32 ","47,316.00 ","19,167.00 ",606,"4,884","5,208","1,555",106,19,87,"3,160",281,587
"77089, Houston, TX",77089,"52,195","6,216","6,365","8,582","8,576","29,641","13,442","22,912","29,283",322,194,86,"15,615","1,003","85,832.37 ","69,535.00 ","28,596.00 ","1,745","10,338","6,174","1,605",61,20,46,"4,213",229,"1,725"
"77090, Houston, TX",77090,"38,064","1,249","1,216","17,432","17,402","14,310","7,622","10,992","27,072",385,119,58,"6,292",756,"58,669.92 ","45,558.00 ","24,239.00 ",462,"6,184","3,465","1,066",112,16,30,"2,008",233,446
"77091, Houston, TX",77091,"25,262",197,170,"15,158","14,696","6,701","2,330","7,858","17,404",296,142,25,"4,541",498,"54,561.89 ","36,244.00 ","20,288.00 ",90,"2,422","2,160",648,75,8,25,"1,268",136,82
"77092, Houston, TX",77092,"35,005",490,447,"4,804","4,625","21,712","8,315","21,237","13,768",240,285,49,"13,325",997,"57,783.22 ","42,985.00 ","21,605.00 ",198,"8,520","6,213","1,833",51,15,78,"3,935",301,183
"77093, Houston, TX",77093,"49,190",215,122,"6,213","4,864","27,859","2,750","41,123","8,067",475,568,71,"26,065","1,809","45,928.54 ","34,531.00 ","12,382.00 ",54,"7,087","9,807","2,896",93,15,132,"6,193",478,39
"77094, Houston, TX",77094,"10,206","1,918","2,025",411,425,"7,451","6,398","1,163","9,043",10,13,7,904,48,"192,893.29 ","145,197.00 ","67,133.00 ",568,"2,718",328,53,1,1,5,259,9,567
"77095, Houston, TX",77095,"71,582","7,818","8,836","9,889","10,926","47,599","33,405","16,592","54,990",302,189,66,"11,547",930,"117,915.21 ","99,333.00 ","40,697.00 ","2,232","17,112","4,491",995,74,10,44,"3,169",199,"2,222"
"77096, Houston, TX",77096,"35,437","2,960","3,081","6,433","6,558","22,525","16,968","8,124","27,313",227,87,45,"5,001",510,"101,320.90 ","69,933.00 ","43,007.00 ","1,062","9,821","2,530",685,69,12,22,"1,610",132,"1,050"
"77098, Houston, TX",77098,"13,723","1,120","1,356",498,582,"11,206","9,277","2,185","11,538",25,21,18,"1,506",120,"118,413.02 ","84,979.00 ","71,658.00 ",634,"6,945","1,072",206,8,7,8,796,47,627
"77099, Houston, TX",77099,"47,781","8,080","7,704","14,485","13,556","16,191","3,880","21,908","25,873",421,300,87,"13,136","1,374","58,253.79 ","44,071.00 ","18,728.00 ","2,541","4,942","5,566","1,684",116,15,65,"3,292",394,"2,526"
"77201, Houston, TX",77201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"77301, Conroe, TX",77301,"33,719",389,270,"4,250","3,389","21,660","10,549","19,242","14,477",267,473,71,"11,801","1,236","51,961.82 ","38,227.00 ","16,992.00 ",114,"6,912","4,123","1,250",29,6,72,"2,482",284,108
"77302, Conroe, TX",77302,"20,054",279,330,501,562,"17,291","13,750","5,023","15,031",58,214,19,"3,269",297,"83,320.08 ","62,981.00 ","27,926.00 ",68,"6,035","1,102",272,10,1,41,728,50,67
"77303, Conroe, TX",77303,"17,877",189,182,845,931,"14,921","11,594","4,921","12,956",44,85,32,"3,137",261,"66,169.70 ","53,896.00 ","22,752.00 ",57,"5,318","1,120",328,5,2,13,715,57,55
"77304, Conroe, TX",77304,"24,668",618,716,"1,753","1,971","20,524","17,506","3,989","20,679",94,106,15,"2,516",260,"84,213.35 ","65,448.00 ","35,551.00 ",215,"8,927","1,088",308,18,2,21,676,63,213
"77306, Conroe, TX",77306,"12,249",71,70,157,145,"10,335","7,410","4,436","7,813",44,130,17,"2,835",229,"67,670.33 ","45,983.00 ","21,582.00 ",17,"3,433",963,273,6,2,20,612,50,15
"77316, Montgomery, TX",77316,"16,901",165,235,504,740,"15,319","13,636","1,818","15,083",10,22,8,"1,202",155,"91,442.80 ","75,432.00 ","32,978.00 ",42,"5,616",434,110,0,1,4,292,27,41
"77318, Willis, TX",77318,"15,644",134,176,632,805,"13,949","12,535","1,753","13,891",31,16,3,"1,070",168,"92,029.37 ","75,141.00 ","36,229.00 ",42,"5,712",409,111,6,0,4,270,18,42
"77327, Cleveland, TX",77327,"21,226",114,114,"2,106","2,288","17,115","15,178","3,326","17,900",51,39,12,"1,659",201,"64,393.78 ","48,857.00 ","22,853.00 ",28,"6,194",572,252,7,2,7,273,31,26
"77336, Huffman, TX",77336,"13,434",130,249,335,649,"12,106","10,387","1,730","11,704",10,46,5,"1,062",130,"102,403.47 ","68,677.00 ","34,777.00 ",41,"4,193",415,114,0,0,8,267,26,41
"77338, Humble, TX",77338,"35,116","1,257","1,200","11,262","11,187","16,906","8,247","13,910","21,206",297,180,81,"8,402",893,"71,896.82 ","60,769.00 ","24,461.00 ",370,"6,248","3,694","1,090",53,15,40,"2,289",207,355
"77339, Kingwood, TX",77339,"38,196","1,209","1,567","1,684","2,160","33,131","27,783","5,710","32,486",83,56,48,"4,130",385,"110,501.85 ","83,912.00 ","43,791.00 ",394,"13,444","1,659",320,21,11,14,"1,212",81,383
"77345, Kingwood, TX",77345,"27,416","1,020","1,278",732,876,"24,589","21,889","2,723","24,693",39,12,8,"2,115",134,"169,772.32 ","135,232.00 ","59,260.00 ",305,"8,718",699,115,10,1,2,539,32,304
"77346, Humble, TX",77346,"56,001","1,925","2,262","8,866","10,381","40,777","30,333","11,578","44,423",282,95,54,"8,006",707,"113,917.80 ","98,552.00 ","37,989.00 ",550,"14,191","2,956",647,43,10,22,"2,088",146,540
"77354, Magnolia, TX",77354,"34,692",730,922,828,"1,058","30,460","25,685","6,258","28,434",53,134,55,"4,039",332,"114,827.54 ","92,270.00 ","36,798.00 ",191,"10,070","1,333",356,5,5,19,885,63,186
"77355, Magnolia, TX",77355,"26,373",147,212,396,588,"23,763","20,168","4,737","21,636",25,60,13,"3,054",226,"100,007.51 ","71,834.00 ","33,372.00 ",37,"8,175","1,068",304,2,0,10,716,36,37
"77357, New Caney, TX",77357,"21,915",127,139,486,563,"18,978","15,061","5,685","16,230",66,94,23,"3,621",279,"68,348.81 ","54,398.00 ","22,833.00 ",35,"6,527","1,266",379,10,2,19,803,53,33
"77362, Pinehurst, TX",77362,"6,063",36,40,126,174,"5,206","4,281","1,459","4,604",10,30,9,818,91,"90,914.89 ","76,090.00 ","30,861.00 ",7,"1,843",319,116,0,1,3,183,16,6
"77365, Porter, TX",77365,"31,407",594,606,"1,233","1,269","25,406","18,942","10,048","21,359",81,153,43,"6,243",429,"76,175.84 ","59,697.00 ","26,606.00 ",198,"9,190","2,290",706,13,2,24,"1,469",76,196
"77368, Romayor, TX",77368,236,1,2,1,2,219,202,22,214,0,0,0,12,5,"50,682.27 ","34,375.00 ","20,402.00 ",0,91,4,1,0,0,0,2,1,0
"77372, Splendora, TX",77372,"12,683",57,85,160,249,"11,360","9,804","2,227","10,456",26,44,11,"1,255",141,"70,161.04 ","55,346.00 ","23,542.00 ",12,"3,930",491,177,2,0,5,282,25,12
"77373, Spring, TX",77373,"58,597","2,172","2,437","11,570","13,037","38,152","24,496","17,111","41,486",365,204,78,"11,267",992,"86,538.74 ","76,847.00 ","28,711.00 ",578,"13,648","4,442","1,093",59,16,43,"3,034",197,562
"77375, Tomball, TX",77375,"40,915","2,023","2,636","3,673","4,726","30,920","22,564","9,778","31,137",147,188,57,"6,178",583,"95,516.81 ","77,352.00 ","33,024.00 ",565,"11,265","2,457",664,27,8,44,"1,596",118,557
"77377, Tomball, TX",77377,"29,634","1,898","2,584","1,420","1,884","24,146","18,803","5,697","23,937",64,74,38,"3,905",308,"116,627.44 ","101,031.00 ","40,220.00 ",536,"8,632","1,453",332,12,8,18,"1,021",62,528
"77379, Spring, TX",77379,"75,818","6,841","8,365","5,865","7,011","57,523","45,422","12,785","63,033",189,125,69,"8,747",881,"135,429.64 ","109,737.00 ","46,204.00 ","1,910","20,646","3,340",731,32,14,27,"2,368",168,"1,896"
"77380, Spring, TX",77380,"25,285","1,180","1,325","1,279","1,374","21,120","17,468","4,544","20,741",74,36,18,"3,249",296,"101,730.98 ","73,074.00 ","44,840.00 ",433,"9,711","1,385",244,10,0,11,"1,053",67,433
"77381, Spring, TX",77381,"36,141","1,435","1,701",854,"1,001","32,504","28,767","3,822","32,319",23,15,23,"3,134",219,"142,245.98 ","111,043.00 ","55,014.00 ",445,"12,797","1,029",107,6,3,4,862,47,442
"77382, Spring, TX",77382,"35,671","2,143","2,427",759,835,"31,510","26,787","4,813","30,858",29,27,20,"4,213",185,"166,839.64 ","137,990.00 ","56,806.00 ",603,"10,993","1,260",102,10,3,4,"1,104",37,600
"77384, Conroe, TX",77384,"15,421",593,743,530,648,"13,569","11,901","1,761","13,660",17,25,5,"1,301",92,"103,626.29 ","84,485.00 ","46,070.00 ",224,"6,139",552,107,5,1,5,421,13,223
"77385, Conroe, TX",77385,"20,561",701,804,"1,190","1,316","17,081","13,868","4,114","16,447",61,73,11,"2,847",292,"103,046.51 ","89,655.00 ","34,522.00 ",206,"5,928",934,192,4,4,13,672,49,202
"77386, Spring, TX",77386,"36,828","1,305","1,369","2,890","3,041","29,133","23,107","8,448","28,380",134,121,65,"5,530",593,"116,104.47 ","91,020.00 ","38,829.00 ",384,"10,167","2,053",526,21,6,25,"1,376",99,378
"77388, Spring, TX",77388,"43,948","3,303","4,199","3,663","4,570","33,075","24,513","9,513","34,435",118,99,46,"6,336",592,"109,753.50 ","91,820.00 ","37,116.00 ",905,"11,802","2,368",592,25,4,17,"1,625",105,901
"77389, Spring, TX",77389,"23,022",686,"1,006","1,186","1,707","19,016","14,596","5,068","17,954",59,54,22,"3,279",247,"130,092.19 ","104,447.00 ","42,829.00 ",198,"6,504","1,243",350,7,1,10,826,49,197
"77396, Humble, TX",77396,"47,134","1,433","1,401","14,486","14,540","23,996","11,403","19,026","28,108",396,312,75,"12,076",875,"90,764.94 ","66,218.00 ","28,306.00 ",413,"7,496","4,527","1,276",85,15,67,"2,883",201,398
"77401, Bellaire, TX",77401,"17,213","2,486","2,711",282,305,"13,765","12,094","1,677","15,536",4,19,11,"1,371",76,"212,722.61 ","170,546.00 ","76,122.00 ",748,"5,173",471,49,0,5,3,399,15,743
"77406, Richmond, TX",77406,"36,051","1,647","1,710","4,312","4,446","27,700","22,836","6,334","29,717",72,62,16,"4,545",363,"145,877.95 ","121,847.00 ","47,518.00 ",488,"9,477","1,626",362,15,3,13,"1,172",61,485
"77407, Richmond, TX",77407,"31,983","6,839","6,769","9,204","9,011","12,303","7,440","7,916","24,067",192,70,70,"4,864",506,"100,817.70 ","90,852.00 ","31,897.00 ","1,962","4,265","2,253",651,45,15,20,"1,411",111,"1,947"
"77417, Beasley, TX",77417,"1,885",9,9,225,225,"1,117",605,"1,006",879,6,6,0,505,22,"61,587.25 ","44,375.00 ","20,130.00 ",2,377,260,129,1,0,2,124,4,2
"77418, Bellville, TX",77418,"9,689",44,45,906,"1,059","7,958","6,701","1,748","7,941",21,32,6,"1,053",73,"77,242.88 ","49,436.00 ","31,360.00 ",9,"3,315",480,154,6,2,8,300,10,7
"77422, Brazoria, TX",77422,"13,477",63,68,"1,711","1,921","10,765","8,980","2,193","11,284",43,15,4,"1,481",71,"68,775.57 ","54,910.00 ","25,727.00 ",14,"4,068",579,163,8,1,4,390,13,13
"77423, Brookshire, TX",77423,"10,566",41,38,"2,325","2,155","5,673","3,142","4,971","5,595",75,51,1,"2,639",171,"56,968.26 ","44,103.00 ","19,419.00 ",14,"1,942","1,206",434,16,0,15,707,34,14
"77429, Cypress, TX",77429,"74,942","4,571","5,719","5,470","6,709","59,592","47,399","13,119","61,823",185,146,65,"9,133",741,"129,313.83 ","108,081.00 ","43,620.00 ","1,298","20,772","3,415",741,43,11,29,"2,443",148,"1,287"
"77430, Damon, TX",77430,"2,349",19,21,68,83,"1,961","1,621",547,"1,802",2,5,2,303,21,"84,343.90 ","71,429.00 ","30,962.00 ",6,744,141,57,1,0,2,78,3,6
"77433, Cypress, TX",77433,"54,917","3,924","4,362","8,375","9,063","36,770","24,083","16,140","38,777",342,144,58,"11,017",937,"119,893.79 ","103,693.00 ","35,836.00 ","1,056","11,488","3,866",891,61,6,30,"2,693",185,"1,050"
"77441, Fulshear, TX",77441,"5,263",167,180,466,506,"4,395","3,927",523,"4,740",2,4,2,401,14,"158,447.09 ","134,559.00 ","56,632.00 ",40,"1,619",142,33,0,0,1,106,2,40
"77444, Guy, TX",77444,"1,302",10,9,34,40,"1,043",801,409,893,1,3,3,225,19,"78,232.40 ","61,957.00 ","27,906.00 ",3,390,104,42,0,0,1,58,3,3
"77445, Hempstead, TX",77445,"16,611",55,54,"7,046","6,923","6,475","4,828","4,369","12,242",110,72,1,"1,660",174,"68,572.22 ","49,482.00 ","20,530.00 ",19,"2,609","1,047",523,12,0,19,468,25,19
"77446, Prairie View, TX",77446,"3,011",13,14,170,177,"2,286","1,939",804,"2,207",4,6,0,330,24,"81,419.61 ","67,621.00 ","28,976.00 ",3,831,188,104,1,0,2,78,3,3
"77447, Hockley, TX",77447,"12,426",110,123,"1,010","1,199","9,467","7,090","3,752","8,674",41,62,11,"2,072",190,"90,993.28 ","69,119.00 ","30,050.00 ",30,"3,300",837,288,5,3,7,497,37,27
"77449, Katy, TX",77449,"97,073","5,165","5,200","18,476","18,378","56,067","25,651","45,631","51,442",901,627,192,"29,290","2,718","84,569.62 ","71,945.00 ","24,765.00 ","1,392","17,421","10,871","2,816",211,25,131,"7,069",619,"1,367"
"77450, Katy, TX",77450,"74,233","9,394","10,799","4,051","4,499","55,725","43,050","13,708","60,525",168,152,73,"10,283",792,"125,612.46 ","107,674.00 ","42,673.00 ","2,698","19,837","3,791",626,44,11,31,"2,894",185,"2,687"
"77451, Kendleton, TX",77451,257,1,0,185,183,35,12,57,200,2,0,1,23,3,"40,116.24 ","24,545.00 ","15,922.00 ",0,10,14,6,0,0,0,7,1,0
"77459, Missouri City, TX",77459,"64,847","12,996","13,051","17,118","17,117","29,567","23,294","9,534","55,313",179,55,80,"5,941",609,"129,499.30 ","109,501.00 ","42,168.00 ","3,700","10,414","2,564",725,47,17,16,"1,652",107,"3,683"
"77461, Needville, TX",77461,"10,153",80,84,624,696,"7,788","6,131","2,997","7,156",11,35,6,"1,535",138,"84,594.97 ","66,266.00 ","30,007.00 ",25,"2,809",820,357,4,0,10,422,27,25
"77464, Orchard, TX",77464,435,1,1,49,50,285,185,192,243,0,2,0,99,3,"70,932.79 ","53,571.00 ","24,623.00 ",0,105,54,26,0,0,0,28,0,0
"77466, Pattison, TX",77466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"77469, Richmond, TX",77469,"47,005","3,864","3,871","9,711","9,565","26,353","15,602","16,859","30,146",260,124,39,"10,577",733,"96,548.93 ","74,980.00 ","31,677.00 ","1,104","8,816","4,786","1,550",62,10,28,"2,951",185,"1,094"
"77471, Rosenberg, TX",77471,"38,180",367,377,"4,412","4,494","23,760","10,569","21,689","16,491",163,155,11,"12,868",822,"68,174.30 ","51,287.00 ","22,634.00 ",121,"8,187","6,213","2,268",44,3,40,"3,647",211,118
"77473, San Felipe, TX",77473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"77474, Sealy, TX",77474,"13,098",84,77,"1,292","1,316","10,181","7,222","4,317","8,781",35,22,10,"2,889",195,"80,370.30 ","64,555.00 ","29,408.00 ",34,"3,840","1,181",321,13,6,9,791,41,28
"77476, Simonton, TX",77476,"1,605",18,19,164,174,"1,184",917,466,"1,139",1,3,0,253,14,"103,530.00 ","75,694.00 ","37,477.00 ",4,449,130,58,0,0,1,69,2,4
"77477, Stafford, TX",77477,"39,120","9,399","9,334","10,188","9,983","13,967","8,398","10,364","28,756",211,152,71,"5,556",627,"82,047.56 ","67,710.00 ","29,955.00 ","3,014","5,675","3,095","1,165",61,14,32,"1,659",164,"3,000"
"77478, Sugar Land, TX",77478,"28,857","10,407","10,460","2,273","2,246","14,564","12,372","2,970","25,887",47,16,38,"2,074",164,"124,464.56 ","100,689.00 ","46,208.00 ","3,227","6,058",928,195,9,7,3,674,40,"3,220"
"77479, Sugar Land, TX",77479,"81,083","30,957","31,162","5,392","5,371","40,771","34,914","7,207","73,876",80,27,136,"5,430",459,"153,885.93 ","133,541.00 ","49,754.00 ","8,928","14,559","1,983",317,17,26,7,"1,557",59,"8,902"
"77481, Thompsons, TX",77481,613,327,329,72,72,184,157,36,577,0,0,0,25,4,"149,310.99 ","139,912.00 ","43,843.00 ",89,61,10,2,0,0,0,7,1,89
"77486, West Columbia, TX",77486,"7,390",43,49,858,956,"5,846","4,752","1,438","5,952",17,7,0,949,66,"75,944.27 ","65,713.00 ","29,594.00 ",15,"2,286",374,124,4,0,2,229,15,15
"77489, Missouri City, TX",77489,"39,384",898,892,"29,180","28,778","5,333","1,944","7,089","32,295",351,63,4,"3,443",413,"78,715.52 ","69,584.00 ","25,727.00 ",283,"1,703","1,809",726,98,0,18,879,88,283
"77493, Katy, TX",77493,"24,294",662,850,"1,684","2,156","18,754","12,382","8,316","15,978",86,117,32,"5,441",447,"94,757.77 ","83,295.00 ","30,198.00 ",191,"6,281","1,951",534,11,6,24,"1,293",83,185
"77494, Katy, TX",77494,"71,574","10,807","11,238","4,621","4,691","51,667","41,148","12,556","59,018",144,61,83,"9,702",687,"152,020.66 ","133,714.00 ","47,914.00 ","3,054","16,804","3,372",526,35,25,17,"2,629",140,"3,029"
"77498, Sugar Land, TX",77498,"56,821","17,743","17,668","9,740","9,586","22,356","15,259","12,671","44,150",163,112,93,"7,069",862,"100,525.41 ","87,842.00 ","30,603.00 ","4,775","7,739","3,360","1,160",43,23,31,"1,923",180,"4,752"
"77502, Pasadena, TX",77502,"40,808",198,185,831,670,"31,902","8,310","31,101","9,707",195,267,22,"23,522","1,236","57,528.13 ","47,066.00 ","17,386.00 ",72,"9,798","7,801","1,504",32,4,73,"5,854",334,68
"77503, Pasadena, TX",77503,"25,891",179,206,690,784,"20,566","7,529","16,952","8,939",95,204,23,"12,696",614,"55,784.56 ","47,146.00 ","18,438.00 ",64,"6,916","4,520",932,23,4,48,"3,333",180,60
"77504, Pasadena, TX",77504,"24,448",667,866,948,"1,124","19,000","8,919","13,084","11,364",106,103,18,"9,468",555,"62,828.60 ","48,785.00 ","24,104.00 ",236,"7,352","3,878",875,22,3,33,"2,775",170,233
"77505, Pasadena, TX",77505,"24,310","1,401","1,986",501,633,"19,705","12,895","8,313","15,997",63,124,26,"5,855",294,"95,819.86 ","79,173.00 ","33,091.00 ",391,"7,043","2,280",561,14,8,31,"1,587",79,383
"77506, Pasadena, TX",77506,"42,583",245,192,"4,027","3,463","29,952","5,788","32,794","9,789",201,260,33,"24,583","1,048","46,523.68 ","34,530.00 ","13,012.00 ",61,"7,809","8,213","1,796",32,6,61,"6,009",309,55
"77507, Pasadena, TX",77507,523,19,24,39,49,413,279,158,365,3,0,1,112,6,"79,555.68 ","66,111.00 ","29,966.00 ",5,163,47,11,1,0,0,34,1,5
"77510, Santa Fe, TX",77510,"14,956",102,162,208,324,"13,823","12,079","1,970","12,986",16,15,6,"1,374",128,"89,639.64 ","69,018.00 ","32,820.00 ",26,"5,154",539,124,1,3,7,384,20,23
"77511, Alvin, TX",77511,"46,264",582,621,"1,377","1,452","36,919","26,331","16,808","29,456",67,110,22,"10,281",526,"77,123.34 ","59,584.00 ","26,968.00 ",163,"13,417","4,592","1,618",15,6,26,"2,775",152,157
"77514, Anahuac, TX",77514,"3,435",93,79,494,482,"2,289","1,866",995,"2,440",28,30,16,405,59,"72,700.97 ","46,885.00 ","26,816.00 ",32,828,261,121,7,4,7,105,17,28
"77515, Angleton, TX",77515,"32,117",306,293,"4,720","4,740","23,140","16,722","9,738","22,379",107,84,21,"6,266",291,"75,640.89 ","60,900.00 ","23,847.00 ",101,"7,602","2,440",805,15,5,24,"1,510",81,96
"77517, Santa Fe, TX",77517,"6,028",36,61,15,25,"5,562","4,819",886,"5,142",1,13,2,599,57,"96,285.43 ","75,595.00 ","34,566.00 ",7,"2,040",232,60,0,1,4,161,6,6
"77518, Bacliff, TX",77518,"9,794",298,276,310,273,"7,564","5,397","3,629","6,165",19,24,4,"2,217",149,"64,585.31 ","49,411.00 ","22,680.00 ",93,"2,827",863,300,4,0,7,530,22,93
"77520, Baytown, TX",77520,"39,402",412,390,"5,267","5,409","26,036","12,179","20,911","18,491",266,246,51,"13,381",871,"62,736.75 ","48,597.00 ","21,240.00 ",123,"9,138","5,445","1,633",61,7,52,"3,462",230,116
"77521, Baytown, TX",77521,"50,159","1,114","1,149","9,680","10,464","31,736","19,755","17,985","32,174",305,262,85,"10,688",900,"81,758.94 ","64,643.00 ","28,737.00 ",334,"11,560","4,750","1,576",62,19,59,"2,841",193,315
"77523, Baytown, TX",77523,"17,800",246,254,"1,058","1,219","14,720","12,204","3,877","13,923",70,70,40,"2,191",246,"117,735.34 ","93,699.00 ","38,333.00 ",63,"4,898",921,311,13,8,16,536,37,55
"77530, Channelview, TX",77530,"33,175",519,463,"4,971","4,679","19,786","7,096","20,593","12,582",219,212,49,"12,775","1,162","63,195.10 ","51,392.00 ","18,484.00 ",140,"6,010","4,916","1,529",41,10,51,"3,025",260,130
"77531, Clute, TX",77531,"17,434",178,147,"1,740","1,508","12,488","6,896","8,498","8,936",77,92,16,"5,802",258,"69,249.05 ","53,455.00 ","24,747.00 ",61,"4,496","2,406",682,11,6,22,"1,593",92,55
"77532, Crosby, TX",77532,"27,772",141,144,"3,939","4,944","21,131","16,762","5,367","22,405",67,109,28,"3,146",334,"87,445.21 ","73,812.00 ","30,364.00 ",34,"7,611","1,286",403,10,6,19,781,67,28
"77533, Daisetta, TX",77533,785,4,4,20,29,704,639,76,709,0,3,1,43,11,"70,830.24 ","65,873.00 ","26,076.00 ",2,269,11,3,0,1,2,4,1,1
