Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","# White Non-Hispanic Population, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita (), 2014","# Asian Households, 2014","# Asian Non-Hispanic Head of Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014"
"55025, Forest Lake, MN",55025,"24,037",476,480,267,269,"22,625","22,219",542,"23,495",2,9,4,385,39,"22,219","93,604.14 ","78,469.00 ","35,612.00 ",97,97,"8,795",107,22,2,0,1,77,5
"55029, Grandy, MN",55029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"55031, Hampton, MN",55031,"2,058",18,20,7,8,"1,997","1,966",31,"2,027",0,0,0,24,4,"1,967","95,929.99 ","87,584.00 ","35,093.00 ",2,2,745,7,1,0,0,0,5,1
"55032, Harris, MN",55032,"3,314",27,26,15,15,"3,204","3,179",38,"3,276",0,1,0,28,4,"3,179","81,799.58 ","72,629.00 ","29,858.00 ",3,3,"1,179",11,1,0,0,0,9,1
"55038, Hugo, MN",55038,"20,915",920,933,161,162,"19,184","18,865",447,"20,468",2,3,3,292,62,"18,865","105,634.57 ","92,734.00 ","37,786.00 ",189,189,"7,133",91,24,0,0,1,60,6
"55040, Isanti, MN",55040,"12,953",124,121,108,104,"12,396","12,243",226,"12,727",7,4,6,141,23,"12,243","82,625.14 ","70,287.00 ","29,613.00 ",23,23,"4,515",37,8,2,0,0,24,3
"55042, Lake Elmo, MN",55042,"9,228",344,345,96,95,"8,463","8,244",324,"8,904",2,1,2,214,12,"8,244","142,565.36 ","116,147.00 ","49,263.00 ",67,66,"3,023",56,14,1,1,0,36,4
"55043, Lakeland, MN",55043,"3,616",39,41,10,9,"3,496","3,450",58,"3,558",1,3,0,41,6,"3,450","101,622.64 ","84,641.00 ","40,469.00 ",4,4,"1,415",18,5,0,0,0,12,1
"55044, Lakeville, MN",55044,"48,176","1,810","1,886","1,211","1,248","43,294","42,123","1,555","46,621",20,9,10,966,142,"42,123","128,616.38 ","108,308.00 ","42,636.00 ",428,423,"14,911",323,89,8,5,2,187,32
"55045, Lindstrom, MN",55045,"7,790",61,57,33,30,"7,532","7,481",91,"7,699",1,0,0,67,10,"7,481","90,178.93 ","72,064.00 ","34,629.00 ",9,9,"2,882",27,4,1,0,0,21,1
"55047, Marine On Saint Croix, MN",55047,"2,701",26,26,4,4,"2,636","2,614",26,"2,675",0,0,0,22,2,"2,614","110,438.14 ","93,135.00 ","45,113.00 ",3,3,"1,085",8,2,0,0,0,5,1
"55054, Elko New Market, MN",55054,"2,056",67,61,25,23,"1,905","1,887",42,"2,014",0,3,0,29,6,"1,887","114,289.28 ","97,302.00 ","36,130.00 ",14,14,620,8,0,0,0,0,8,0
"55055, Newport, MN",55055,"3,828",162,161,220,217,"3,221","3,085",254,"3,574",1,7,0,139,28,"3,085","77,082.96 ","66,297.00 ","30,562.00 ",39,39,"1,372",50,22,0,0,2,24,2
"55056, North Branch, MN",55056,"13,389",134,125,61,56,"12,917","12,786",194,"13,195",2,4,2,153,15,"12,786","77,586.00 ","70,310.00 ","28,005.00 ",16,16,"4,658",52,10,1,0,0,39,2
"55068, Rosemount, MN",55068,"28,299","1,659","1,714","1,086","1,116","24,197","23,432","1,055","27,244",10,33,7,626,95,"23,432","103,434.04 ","92,136.00 ","35,799.00 ",413,410,"8,860",217,63,3,3,9,121,18
"55070, Saint Francis, MN",55070,"7,782",77,73,56,54,"7,407","7,329",118,"7,664",0,1,1,90,9,"7,329","81,483.63 ","72,482.00 ","28,597.00 ",15,15,"2,656",26,7,0,0,0,18,1
"55071, Saint Paul Park, MN",55071,"5,621",222,221,210,201,"4,942","4,694",360,"5,261",8,4,0,250,21,"4,694","75,568.80 ","70,660.00 ","28,425.00 ",44,44,"1,973",74,21,1,0,2,49,1
"55073, Scandia, MN",55073,"3,085",27,31,4,4,"2,993","2,962",45,"3,040",0,0,0,23,12,"2,962","103,307.91 ","90,638.00 ","38,234.00 ",2,2,"1,122",10,1,0,0,0,7,2
"55074, Shafer, MN",55074,"2,051",28,28,10,9,"1,966","1,956",18,"2,033",1,0,0,10,3,"1,956","84,253.02 ","72,569.00 ","30,941.00 ",4,4,729,4,1,0,0,0,3,0
"55075, South Saint Paul, MN",55075,"20,901",313,302,959,904,"17,580","16,299","2,647","18,254",56,29,11,"1,279",174,"16,299","70,476.44 ","60,766.00 ","28,723.00 ",76,65,"7,677",616,249,30,11,16,266,39
"55076, Inver Grove Heights, MN",55076,"21,206",681,690,845,839,"18,193","17,094","1,940","19,266",25,14,7,"1,050",150,"17,094","87,067.67 ","71,940.00 ","35,621.00 ",171,164,"7,907",455,167,16,7,9,218,37
"55077, Inver Grove Heights, MN",55077,"13,671",634,624,743,713,"11,076","10,382","1,443","12,228",26,20,7,703,128,"10,382","105,667.98 ","79,983.00 ","40,581.00 ",180,173,"4,489",382,161,12,7,11,156,33
"55079, Stacy, MN",55079,"8,323",100,94,34,30,"7,990","7,920",107,"8,216",2,1,1,85,7,"7,920","84,511.74 ","75,413.00 ","30,289.00 ",12,12,"2,909",27,0,1,0,0,24,2
"55080, Stanchfield, MN",55080,"2,548",24,22,6,6,"2,472","2,455",28,"2,520",0,1,1,19,4,"2,455","79,323.95 ","69,251.00 ","29,637.00 ",3,3,932,7,1,0,0,0,6,0
"55082, Stillwater, MN",55082,"37,539",670,675,"1,222","1,223","34,537","33,864",849,"36,690",14,6,3,639,69,"33,864","112,278.51 ","85,918.00 ","41,297.00 ",150,150,"13,376",130,28,2,0,1,89,10
"55084, Taylors Falls, MN",55084,"1,751",24,24,8,8,"1,676","1,666",17,"1,734",0,0,0,10,2,"1,666","74,044.90 ","65,500.00 ","28,203.00 ",4,4,645,4,1,0,0,0,3,0
"55085, Vermillion, MN",55085,314,6,6,1,1,301,299,3,311,0,0,0,2,0,298,"100,158.18 ","90,909.00 ","35,162.00 ",1,1,107,1,0,0,0,0,0,0
"55090, Willernie, MN",55090,585,2,2,7,7,533,522,18,567,0,3,0,10,1,522,"83,741.49 ","73,750.00 ","33,783.00 ",1,1,227,3,1,0,0,0,2,0
"55092, Wyoming, MN",55092,"10,665",147,140,46,43,"10,211","10,116",157,"10,508",2,4,4,103,16,"10,116","95,081.67 ","84,424.00 ","34,650.00 ",23,22,"3,792",34,6,0,1,1,24,2
"55101, Saint Paul, MN",55101,"6,072",433,439,"1,071","1,074","4,223","3,981",312,"5,760",20,5,3,205,24,"3,981","59,862.27 ","46,196.00 ","39,953.00 ",228,228,"3,013",153,33,10,0,2,93,15
"55102, Saint Paul, MN",55102,"17,968",642,654,"2,557","2,556","13,519","12,732","1,193","16,775",66,32,5,684,137,"12,732","71,444.25 ","50,460.00 ","38,210.00 ",230,228,"7,531",381,91,16,2,9,232,31
"55103, Saint Paul, MN",55103,"14,328","3,869","3,814","4,730","4,596","4,414","3,920","1,227","13,101",94,22,21,575,112,"3,920","53,046.63 ","38,026.00 ","19,604.00 ",926,922,"2,171",290,95,23,4,6,141,21
"55104, Saint Paul, MN",55104,"46,093","4,164","4,181","10,244","10,154","28,394","26,888","2,752","43,341",210,69,33,"1,311",336,"26,888","73,182.95 ","50,720.00 ","29,360.00 ","1,004",999,"12,006",677,207,41,5,22,336,65
"55105, Saint Paul, MN",55105,"28,690",962,"1,036",797,836,"25,798","24,965",896,"27,794",24,17,4,620,86,"24,965","106,521.19 ","80,389.00 ","45,474.00 ",247,246,"11,256",231,45,8,1,4,158,14
"55106, Saint Paul, MN",55106,"53,357","15,415","15,014","8,839","8,410","22,748","19,473","7,791","45,566",256,173,91,"3,812",645,"19,473","58,527.68 ","46,507.00 ","20,048.00 ","3,123","3,100","10,455","1,771",694,81,23,43,812,118
"55107, Saint Paul, MN",55107,"14,989","1,361","1,213","2,173","1,807","8,710","6,455","4,796","10,193",182,105,24,"2,636",399,"6,455","63,938.02 ","50,753.00 ","23,984.00 ",282,274,"3,692","1,242",407,40,8,30,673,84
"55108, Saint Paul, MN",55108,"14,964","2,048","2,097","1,100","1,094","11,140","10,652",593,"14,371",34,9,4,394,69,"10,652","83,012.09 ","64,054.00 ","37,567.00 ",839,837,"5,084",181,33,7,2,3,118,18
"55109, Saint Paul, MN",55109,"33,115","3,761","3,857","2,795","2,807","24,815","23,573","1,742","31,373",72,42,19,"1,009",163,"23,573","74,964.08 ","62,687.00 ","30,833.00 ",869,866,"11,013",436,119,20,3,10,240,43
"55110, Saint Paul, MN",55110,"40,978","1,606","1,735",928,991,"36,981","35,835","1,306","39,672",15,20,8,842,148,"35,835","96,719.90 ","75,496.00 ","39,252.00 ",366,364,"15,595",301,60,2,2,4,199,34
"55111, Saint Paul, MN",55111,59,0,0,12,11,27,21,21,36,0,0,0,6,2,21,"36,941.67 ","26,667.00 ","24,409.00 ",0,0,21,5,2,0,0,0,2,1
"55112, Saint Paul, MN",55112,"43,098","3,011","3,113","2,590","2,653","35,296","34,042","1,891","41,207",43,20,22,969,165,"34,042","88,278.40 ","68,997.00 ","35,278.00 ",932,926,"14,641",482,168,11,6,7,264,26
"55113, Saint Paul, MN",55113,"41,048","3,514","3,647","3,045","3,103","32,351","31,018","1,942","39,106",70,41,17,"1,000",178,"31,018","87,032.41 ","66,526.00 ","39,166.00 ","1,117","1,113","15,063",538,186,26,4,11,279,32
"55114, Saint Paul, MN",55114,"2,934",287,291,444,446,"2,041","1,971",102,"2,832",7,3,2,53,7,"1,971","59,806.65 ","50,804.00 ","28,717.00 ",116,115,"1,022",35,10,1,1,1,20,2
"55115, Saint Paul, MN",55115,"9,084",143,148,247,255,"8,477","8,356",137,"8,947",0,2,0,102,11,"8,356","125,514.09 ","99,245.00 ","48,136.00 ",29,29,"3,263",22,1,0,0,0,20,1
"55116, Saint Paul, MN",55116,"24,094","1,017","1,038","2,889","2,933","18,989","18,182","1,238","22,856",37,16,8,678,105,"18,182","92,256.56 ","66,564.00 ","43,434.00 ",324,321,"9,337",377,131,15,3,7,200,21
"55117, Saint Paul, MN",55117,"42,907","9,310","9,221","7,134","6,895","22,871","21,112","3,858","39,049",224,97,70,"1,797",347,"21,112","64,644.30 ","48,924.00 ","25,161.00 ","2,172","2,157","10,886",939,342,58,15,21,440,63
"55118, Saint Paul, MN",55118,"28,901",657,608,"1,582","1,416","23,452","21,410","4,610","24,291",97,56,19,"2,182",400,"21,410","90,237.96 ","62,989.00 ","39,160.00 ",175,156,"10,739","1,233",498,41,19,31,515,124
"55119, Saint Paul, MN",55119,"40,829","5,989","5,924","6,579","6,428","24,792","22,747","4,026","36,803",149,51,63,"2,049",344,"22,747","73,159.63 ","61,503.00 ","28,606.00 ","1,378","1,361","11,356",935,355,30,17,16,463,54
"55120, Saint Paul, MN",55120,"4,467",167,172,142,145,"4,023","3,915",131,"4,336",2,1,1,94,11,"3,915","125,452.50 ","97,926.00 ","51,569.00 ",50,50,"1,681",24,3,1,0,0,19,1
"55121, Saint Paul, MN",55121,"7,952",777,786,540,541,"6,136","5,885",415,"7,537",8,6,3,225,58,"5,885","83,262.52 ","71,800.00 ","37,377.00 ",258,256,"2,984",119,35,4,2,2,58,18
"55122, Saint Paul, MN",55122,"32,065","2,961","3,004","2,598","2,577","24,651","23,644","1,694","30,371",64,11,7,895,159,"23,644","101,326.87 ","81,369.00 ","41,613.00 ",862,855,"11,031",435,147,16,7,6,220,39
"55123, Saint Paul, MN",55123,"25,891","1,933","1,983","1,247","1,254","21,559","20,824","1,051","24,840",30,7,9,615,61,"20,824","130,914.51 ","110,593.00 ","46,646.00 ",538,533,"8,083",243,73,11,5,1,138,15
"55124, Saint Paul, MN",55124,"50,988","2,995","3,052","3,318","3,346","41,747","40,181","2,676","48,312",48,33,13,"1,379",241,"40,181","102,398.94 ","87,286.00 ","39,473.00 ",839,831,"17,228",599,224,20,8,15,276,56
"55125, Saint Paul, MN",55125,"44,179","4,259","4,270","2,869","2,826","35,289","34,023","1,848","42,331",58,21,11,"1,222",179,"34,023","118,554.47 ","98,656.00 ","44,479.00 ","1,229","1,226","14,070",391,97,14,3,6,255,16
"55126, Saint Paul, MN",55126,"27,454","2,255","2,341",708,730,"23,552","22,942",685,"26,769",6,13,4,463,65,"22,942","114,652.68 ","88,569.00 ","47,835.00 ",719,719,"10,158",172,40,1,0,1,118,12
"55127, Saint Paul, MN",55127,"16,550","1,135","1,196",347,362,"14,625","14,317",342,"16,208",4,13,2,208,38,"14,317","136,019.03 ","100,849.00 ","56,028.00 ",292,291,"6,282",80,20,2,1,3,48,6
"55128, Saint Paul, MN",55128,"29,067","2,569","2,561","2,015","1,981","23,047","22,189","1,477","27,590",37,24,13,849,200,"22,189","86,421.18 ","73,848.00 ","34,874.00 ",572,569,"10,206",317,96,11,3,6,176,25
"55129, Saint Paul, MN",55129,"20,285","2,197","2,208","1,364","1,350","15,974","15,437",708,"19,577",22,2,2,513,74,"15,437","141,626.63 ","116,966.00 ","49,206.00 ",649,647,"5,865",155,30,6,2,1,110,6
"55130, Saint Paul, MN",55130,"19,558","7,055","6,846","4,540","4,327","5,830","4,732","2,761","16,797",119,125,61,"1,360",204,"4,732","49,593.53 ","33,769.00 ","15,728.00 ","1,473","1,455","2,530",687,246,39,18,30,310,44
"55150, Mendota, MN",55150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"55155, Saint Paul, MN",55155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"55301, Albertville, MN",55301,"11,066",315,313,298,301,"10,067","9,842",317,"10,749",3,1,7,208,38,"9,842","105,586.09 ","97,340.00 ","35,700.00 ",93,92,"3,509",65,11,0,1,0,49,4
"55302, Annandale, MN",55302,"7,195",12,11,33,32,"7,003","6,929",144,"7,051",3,1,2,67,19,"6,929","81,886.51 ","66,062.00 ","33,228.00 ",4,4,"2,820",36,13,1,0,0,16,6
"55303, Anoka, MN",55303,"47,915","1,115","1,095","1,777","1,724","42,960","42,237","1,461","46,454",31,22,7,775,123,"42,237","89,860.09 ","77,472.00 ","33,135.00 ",241,240,"16,390",325,100,3,1,6,189,26
"55304, Andover, MN",55304,"47,300","1,278","1,263",745,724,"43,780","43,205","1,046","46,254",18,14,11,586,107,"43,205","113,039.86 ","97,888.00 ","36,996.00 ",254,253,"14,760",203,63,4,1,5,120,10
"55305, Hopkins, MN",55305,"20,749","1,067","1,072","1,398","1,401","17,442","17,031",639,"20,110",7,7,3,389,67,"17,031","100,360.29 ","74,688.00 ","47,515.00 ",420,419,"8,673",181,37,2,1,3,121,17
"55306, Burnsville, MN",55306,"17,334",969,970,"1,487","1,467","13,388","12,722","1,475","15,859",35,17,9,634,106,"12,722","93,987.18 ","68,037.00 ","37,990.00 ",269,261,"5,894",357,161,12,8,7,135,34
"55307, Arlington, MN",55307,"3,120",15,18,6,7,"2,974","2,797",253,"2,867",0,1,0,166,9,"2,797","75,437.01 ","57,951.00 ","30,634.00 ",3,3,"1,224",61,24,0,0,0,37,0
"55308, Becker, MN",55308,"9,848",76,75,37,35,"9,491","9,418",132,"9,716",1,0,0,78,17,"9,418","93,355.27 ","86,779.00 ","30,517.00 ",12,12,"3,104",28,7,0,0,0,18,3
"55309, Big Lake, MN",55309,"17,607",191,191,201,199,"16,553","16,296",474,"17,133",3,6,1,253,31,"16,296","90,051.93 ","81,810.00 ","30,274.00 ",42,42,"5,693",112,36,0,0,5,66,5
"55311, Osseo, MN",55311,"34,913","3,162","3,171","1,534","1,512","29,050","28,470",807,"34,106",30,6,8,551,56,"28,470","144,388.94 ","116,428.00 ","50,975.00 ",911,908,"10,741",191,28,10,3,0,142,8
"55313, Buffalo, MN",55313,"23,774",168,167,172,168,"22,738","22,351",586,"23,188",5,3,2,381,77,"22,351","87,806.28 ","75,114.00 ","32,169.00 ",55,55,"8,405",125,28,0,0,2,88,7
"55315, Carver, MN",55315,"5,317",227,225,41,41,"4,910","4,846",96,"5,221",0,1,1,65,12,"4,846","116,337.02 ","110,031.00 ","38,646.00 ",46,45,"1,681",19,2,0,1,1,14,1
"55316, Champlin, MN",55316,"24,648",945,946,"1,379","1,383","21,440","21,063",532,"24,116",4,5,4,361,53,"21,063","104,779.18 ","89,524.00 ","37,751.00 ",257,256,"8,095",121,26,1,1,1,84,8
"55317, Chanhassen, MN",55317,"18,375",718,700,219,207,"16,931","16,668",484,"17,891",8,5,3,288,41,"16,668","130,425.16 ","109,275.00 ","48,633.00 ",189,187,"6,465",102,44,3,2,0,47,6
"55318, Chaska, MN",55318,"28,494",938,874,662,599,"25,433","24,125","2,271","26,223",32,5,17,"1,418",109,"24,125","105,394.27 ","83,448.00 ","38,964.00 ",240,234,"9,686",452,197,11,6,3,218,17
"55319, Clear Lake, MN",55319,"5,573",23,20,14,13,"5,455","5,431",43,"5,530",1,2,3,23,3,"5,431","100,267.90 ","89,614.00 ","36,097.00 ",1,1,"1,982",10,2,0,0,1,7,0
"55321, Cokato, MN",55321,"4,669",16,17,14,15,"4,470","4,385",151,"4,518",1,2,1,71,16,"4,385","74,715.82 ","60,243.00 ","26,221.00 ",5,5,"1,552",42,17,0,0,2,21,1
"55322, Cologne, MN",55322,"3,221",28,28,25,26,"3,092","3,041",83,"3,138",0,1,1,46,11,"3,041","96,541.90 ","87,500.00 ","34,265.00 ",6,6,"1,120",12,7,0,0,0,5,0
"55327, Dayton, MN",55327,"3,553",76,73,21,21,"3,322","3,138",248,"3,305",0,0,3,184,10,"3,138","106,094.96 ","89,977.00 ","37,635.00 ",15,14,"1,210",53,7,0,1,0,42,3
"55328, Delano, MN",55328,"9,538",68,68,44,41,"9,201","9,109",147,"9,391",4,0,2,84,16,"9,109","102,562.10 ","85,670.00 ","37,348.00 ",16,16,"3,372",35,9,1,0,0,24,1
"55330, Elk River, MN",55330,"38,592",647,643,639,608,"36,033","35,348","1,039","37,553",28,10,1,695,80,"35,348","95,226.93 ","83,216.00 ","33,732.00 ",130,129,"13,041",183,38,0,1,3,131,10
"55331, Excelsior, MN",55331,"18,925",333,334,210,210,"17,888","17,604",423,"18,502",2,11,3,275,34,"17,604","166,393.46 ","115,466.00 ","63,361.00 ",101,100,"6,908",99,23,0,1,2,68,5
"55337, Burnsville, MN",55337,"44,496","2,453","2,448","5,813","5,739","32,896","30,932","3,721","40,775",110,23,20,"1,903",272,"30,932","89,110.60 ","74,114.00 ","36,346.00 ",715,695,"14,628",956,358,39,20,15,425,98
"55338, Green Isle, MN",55338,986,3,3,4,4,965,950,18,968,0,0,0,14,1,950,"78,438.28 ","70,679.00 ","30,483.00 ",1,1,379,3,1,0,0,0,2,0
"55339, Hamburg, MN",55339,"1,246",5,5,1,1,"1,213","1,193",38,"1,208",0,0,1,18,0,"1,193","82,356.98 ","77,577.00 ","30,475.00 ",1,1,451,10,7,0,0,0,3,0
"55340, Hamel, MN",55340,"6,719",238,241,55,56,"6,215","6,151",155,"6,564",0,5,1,58,13,"6,151","179,584.38 ","117,409.00 ","62,623.00 ",58,57,"2,233",33,19,0,1,1,11,1
"55341, Hanover, MN",55341,"3,083",32,33,29,29,"2,952","2,920",49,"3,034",1,0,0,29,6,"2,920","115,626.57 ","105,907.00 ","37,850.00 ",7,7,982,8,2,0,0,0,5,1
"55343, Hopkins, MN",55343,"24,691","1,920","1,899","2,972","2,912","18,033","17,191","1,704","22,987",49,23,14,863,98,"17,191","82,961.22 ","64,414.00 ","40,151.00 ",771,765,"9,562",449,134,13,6,8,264,24
"55344, Eden Prairie, MN",55344,"16,122","2,424","2,425","1,926","1,913","10,863","10,507",715,"15,407",18,8,5,344,58,"10,507","100,238.62 ","78,510.00 ","48,114.00 ",960,958,"5,820",208,64,6,2,1,123,11
"55345, Minnetonka, MN",55345,"22,078",515,518,461,461,"20,357","20,076",432,"21,646",8,12,5,254,37,"20,076","125,399.52 ","102,355.00 ","50,381.00 ",154,153,"8,427",91,19,1,1,2,66,2
"55346, Eden Prairie, MN",55346,"17,715","1,004","1,004",889,886,"15,259","14,970",409,"17,306",6,0,4,280,34,"14,970","128,465.34 ","114,266.00 ","48,090.00 ",290,289,"6,001",88,12,1,1,0,68,6
"55347, Eden Prairie, MN",55347,"30,121","3,117","3,128","1,071","1,063","24,860","24,283",899,"29,222",14,11,8,548,88,"24,283","155,471.22 ","128,976.00 ","56,323.00 ",920,918,"9,480",199,37,6,2,3,140,11
"55349, Howard Lake, MN",55349,"4,431",16,16,23,17,"4,317","4,237",119,"4,312",7,0,1,77,6,"4,237","75,365.44 ","62,307.00 ","28,683.00 ",4,4,"1,645",38,6,1,0,0,30,1
"55352, Jordan, MN",55352,"9,239",142,133,45,42,"8,577","8,387",455,"8,784",1,10,3,209,43,"8,387","100,752.80 ","91,580.00 ","34,596.00 ",32,31,"3,049",73,33,1,1,0,34,4
"55356, Long Lake, MN",55356,"5,167",73,74,53,54,"4,878","4,785",145,"5,022",0,2,0,89,7,"4,785","163,721.62 ","107,872.00 ","62,324.00 ",19,19,"1,886",32,9,0,0,1,22,0
"55357, Loretto, MN",55357,"3,677",95,96,24,24,"3,482","3,455",46,"3,631",0,0,0,26,2,"3,455","186,730.16 ","119,828.00 ","62,796.00 ",22,22,"1,189",8,3,0,0,0,5,0
"55358, Maple Lake, MN",55358,"5,909",19,19,30,32,"5,775","5,737",56,"5,853",0,0,1,31,14,"5,737","87,744.10 ","73,551.00 ","32,719.00 ",6,6,"2,157",15,2,0,0,0,11,2
"55359, Maple Plain, MN",55359,"6,077",63,63,54,56,"5,815","5,714",158,"5,919",0,2,2,93,21,"5,714","131,805.59 ","98,459.00 ","48,951.00 ",13,13,"2,194",32,6,0,0,1,22,3
"55360, Mayer, MN",55360,"2,759",28,27,18,18,"2,662","2,643",33,"2,726",0,0,0,21,6,"2,643","94,770.96 ","86,139.00 ","33,039.00 ",6,6,944,5,0,0,0,0,5,0
"55362, Monticello, MN",55362,"18,680",171,169,258,249,"17,457","16,957",855,"17,825",8,3,1,503,52,"16,957","88,611.24 ","79,666.00 ","32,587.00 ",56,56,"6,540",204,78,2,0,0,121,3
"55363, Montrose, MN",55363,"4,520",29,31,23,23,"4,318","4,240",135,"4,385",1,0,0,69,17,"4,240","79,317.62 ","69,048.00 ","28,569.00 ",5,5,"1,590",29,10,0,0,0,18,1
"55364, Mound, MN",55364,"14,460",201,202,121,118,"13,840","13,646",254,"14,206",4,1,1,189,16,"13,646","123,781.99 ","92,891.00 ","50,891.00 ",59,59,"5,786",56,9,0,0,0,44,3
"55366, New Auburn, MN",55366,372,1,1,0,0,352,332,29,343,0,0,0,17,0,332,"70,637.60 ","55,556.00 ","27,344.00 ",0,0,138,9,5,0,0,0,4,0
"55367, New Germany, MN",55367,918,9,8,3,3,887,877,18,900,0,0,0,11,3,877,"94,876.78 ","82,721.00 ","34,635.00 ",2,2,330,3,0,0,0,0,3,0
"55368, Norwood Young America, MN",55368,"2,729",15,15,13,14,"2,619","2,576",102,"2,627",0,0,1,41,14,"2,576","82,336.99 ","78,033.00 ","31,771.00 ",3,3,"1,021",21,15,0,0,0,5,1
"55369, Osseo, MN",55369,"33,559","1,471","1,483","1,593","1,585","29,028","28,275","1,190","32,369",25,10,4,709,82,"28,275","103,644.52 ","90,525.00 ","41,119.00 ",425,425,"12,125",271,65,8,0,2,181,15
"55372, Prior Lake, MN",55372,"32,102","1,004",962,372,348,"29,353","29,100",610,"31,492",10,24,2,350,97,"29,100","123,399.88 ","106,033.00 ","44,723.00 ",255,254,"10,887",114,22,1,1,6,64,20
"55373, Rockford, MN",55373,"5,773",74,75,53,54,"5,441","5,371",112,"5,661",0,0,0,67,14,"5,371","103,177.83 ","84,169.00 ","38,165.00 ",24,24,"2,056",21,4,0,0,0,16,1
"55374, Rogers, MN",55374,"12,990",444,449,256,261,"11,865","11,725",250,"12,740",1,3,5,117,23,"11,725","112,807.08 ","104,336.00 ","38,491.00 ",109,109,"4,115",46,14,1,0,1,26,4
