Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","# White Non-Hispanic Population, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita (), 2014","# Asian Households, 2014","# Asian Non-Hispanic Head of Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014"
"60455, Bridgeview, IL",60455,"17,551",514,776,723,"1,062","14,777","12,193","2,901","14,650",41,25,15,"1,706",178,"12,193","66,774.41 ","58,012.00 ","23,455.00 ",132,129,"5,296",738,238,8,3,5,451,33
"60456, Hometown, IL",60456,"4,138",17,19,436,573,"3,427","2,950",536,"3,602",3,7,3,317,68,"2,950","58,673.51 ","52,136.00 ","24,473.00 ",2,2,"1,519",110,32,1,0,3,68,6
"60457, Hickory Hills, IL",60457,"15,139",430,617,645,891,"13,258","11,346","1,926","13,213",29,11,4,"1,335",96,"11,346","77,879.97 ","64,282.00 ","29,581.00 ",137,136,"5,059",511,128,7,1,6,345,24
"60458, Justice, IL",60458,"14,388",280,305,"3,230","3,603","10,028","8,304","1,862","12,526",71,28,13,"1,203",125,"8,304","66,278.23 ","55,313.00 ","24,401.00 ",89,86,"3,744",491,119,16,3,7,323,23
"60459, Burbank, IL",60459,"30,115",818,"1,334",622,946,"24,886","18,624","8,473","21,642",70,99,39,"5,005",429,"18,624","73,835.62 ","62,698.00 ","24,024.00 ",229,220,"8,322","1,959",658,10,9,20,"1,200",62
"60461, Olympia Fields, IL",60461,"5,294",111,111,"3,530","3,540","1,441","1,279",255,"5,039",41,1,2,108,22,"1,279","113,572.14 ","83,704.00 ","43,901.00 ",44,44,726,54,20,7,0,0,24,3
"60462, Orland Park, IL",60462,"39,709","1,712","2,159",554,690,"36,136","33,263","2,950","36,759",9,25,8,"2,137",159,"33,263","99,735.42 ","84,190.00 ","38,589.00 ",562,559,"14,232",720,140,4,3,4,533,36
"60463, Palos Heights, IL",60463,"14,738",301,364,265,319,"13,846","13,222",629,"14,109",5,6,4,459,43,"13,222","106,389.24 ","87,743.00 ","42,234.00 ",100,99,"5,493",152,24,0,1,0,118,9
"60464, Palos Park, IL",60464,"8,945",346,403,185,211,"8,197","7,800",400,"8,545",5,6,2,288,18,"7,800","114,712.00 ","85,749.00 ","46,590.00 ",106,104,"3,386",102,16,0,2,2,76,6
"60465, Palos Hills, IL",60465,"17,252",469,602,829,"1,035","15,297","13,935","1,367","15,885",28,21,3,921,88,"13,935","74,809.27 ","62,526.00 ","31,406.00 ",176,176,"6,454",371,79,6,0,4,264,18
"60466, Park Forest, IL",60466,"22,270",218,216,"12,383","12,562","8,282","7,200","1,533","20,737",175,38,8,701,229,"7,200","67,426.26 ","56,278.00 ","27,313.00 ",62,60,"3,977",417,117,31,2,10,220,37
"60467, Orland Park, IL",60467,"26,396","1,436","1,647",499,570,"23,756","22,354","1,425","24,971",4,6,5,"1,059",77,"22,354","116,449.53 ","96,794.00 ","41,387.00 ",409,409,"8,602",348,73,1,0,0,267,7
"60469, Posen, IL",60469,"6,539",36,28,"1,327","1,224","3,614","1,577","3,621","2,918",26,28,6,"2,122",205,"1,577","60,184.69 ","53,880.00 ","18,098.00 ",6,5,"1,137",787,279,5,1,6,450,46
"60471, Richton Park, IL",60471,"13,779",155,156,"10,885","10,897","2,151","1,770",577,"13,202",104,5,1,259,70,"1,770","86,534.98 ","71,732.00 ","32,188.00 ",53,53,941,149,40,21,0,2,79,7
"60472, Robbins, IL",60472,"5,944",17,16,"4,632","4,598",923,496,777,"5,167",32,13,1,429,42,496,"51,222.78 ","34,620.00 ","18,002.00 ",3,3,280,177,62,5,0,3,98,9
"60473, South Holland, IL",60473,"22,692",143,140,"16,550","16,642","4,715","3,751","1,765","20,927",109,17,5,757,93,"3,751","85,131.24 ","73,065.00 ","29,570.00 ",46,46,"1,886",393,172,23,0,3,184,11
"60474, South Wilmington, IL",60474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"60475, Steger, IL",60475,"10,671",278,293,"2,593","2,687","6,921","5,795","1,616","9,055",62,28,2,937,135,"5,795","61,423.59 ","52,131.00 ","24,646.00 ",75,75,"2,797",429,132,9,0,9,247,32
"60476, Thornton, IL",60476,"2,284",20,22,407,465,"1,708","1,514",221,"2,063",6,12,1,119,12,"1,514","66,838.28 ","55,481.00 ","28,236.00 ",8,8,751,55,19,2,0,2,32,0
"60477, Tinley Park, IL",60477,"39,931","1,350","1,598","2,829","3,348","34,220","31,329","2,999","36,932",30,24,14,"1,972",196,"31,329","87,970.65 ","77,333.00 ","35,438.00 ",431,425,"14,151",785,209,5,6,5,524,36
"60478, Country Club Hills, IL",60478,"16,467",215,213,"13,524","13,510","2,171","1,898",537,"15,930",131,7,4,152,84,"1,898","83,477.52 ","71,568.00 ","29,482.00 ",66,65,974,129,39,29,1,2,50,8
"60479, Verona, IL",60479,470,2,2,0,0,452,438,22,448,0,1,1,9,1,438,"82,361.39 ","74,324.00 ","30,491.00 ",1,1,169,4,3,0,0,0,1,0
"60480, Willow Springs, IL",60480,"5,988",239,310,153,197,"5,336","4,834",522,"5,466",2,4,2,354,42,"4,834","112,171.92 ","83,358.00 ","43,362.00 ",74,73,"2,117",149,40,0,1,1,104,3
"60482, Worth, IL",60482,"10,816",230,346,289,432,"9,727","8,490","1,285","9,531",10,6,6,869,102,"8,490","73,431.33 ","62,470.00 ","29,266.00 ",77,75,"3,900",321,82,3,2,3,215,16
"60484, University Park, IL",60484,"7,399",104,104,"5,500","5,463","1,480","1,325",350,"7,049",39,0,0,153,66,"1,325","75,036.90 ","63,685.00 ","25,894.00 ",33,33,608,83,27,3,0,0,43,10
"60487, Tinley Park, IL",60487,"26,041","1,382","1,656",816,969,"22,964","20,991","1,996","24,045",10,16,4,"1,460",154,"20,991","110,335.47 ","98,555.00 ","37,150.00 ",378,377,"7,888",466,91,2,1,3,350,19
"60490, Bolingbrook, IL",60490,"20,476","4,240","4,136","3,513","3,389","11,157","9,119","3,261","17,215",56,12,21,"2,200",173,"9,119","134,513.81 ","122,153.00 ","38,648.00 ","1,100","1,098","3,462",694,176,7,2,2,479,28
"60491, Homer Glen, IL",60491,"23,683",511,606,166,194,"22,395","21,072","1,400","22,283",4,3,4,"1,125",49,"21,072","117,207.08 ","104,013.00 ","38,735.00 ",133,131,"7,509",307,55,0,2,0,243,7
"60501, Summit Argo, IL",60501,"12,457",256,211,"1,163","1,005","7,732","3,201","7,864","4,593",41,76,21,"4,693",383,"3,201","61,247.48 ","54,849.00 ","18,767.00 ",75,70,"2,448","1,828",626,3,5,18,"1,091",85
"60502, Aurora, IL",60502,"23,998","3,845","3,886","2,145","2,130","15,974","13,678","3,632","20,366",45,39,13,"2,203",153,"13,678","139,865.71 ","104,819.00 ","50,757.00 ","1,188","1,184","6,232",912,285,14,4,9,567,33
"60503, Aurora, IL",60503,"17,084","2,469","2,384","1,713","1,632","11,615","10,107","2,502","14,582",42,22,27,"1,616",148,"10,107","120,430.37 ","111,125.00 ","38,553.00 ",696,691,"3,965",609,157,8,5,3,408,28
"60504, Aurora, IL",60504,"38,121","4,942","4,858","5,110","4,877","23,706","19,503","7,623","30,498",184,100,35,"4,314",443,"19,503","101,825.34 ","88,168.00 ","35,568.00 ","1,511","1,504","9,076","1,798",598,43,7,23,"1,045",82
"60505, Aurora, IL",60505,"75,257",587,277,"6,357","3,578","36,775","12,024","58,883","16,374",597,592,142,"27,401","1,847","12,024","61,674.09 ","48,744.00 ","17,277.00 ",165,101,"11,650","13,009","6,107",157,64,142,"6,166",373
"60506, Aurora, IL",60506,"52,997","1,408","1,242","7,168","6,256","33,978","23,084","21,453","31,544",349,206,54,"11,655","1,007","23,084","79,510.71 ","62,009.00 ","27,181.00 ",371,334,"12,152","4,984","1,909",85,37,52,"2,714",187
"60510, Batavia, IL",60510,"29,464",647,779,875,"1,023","26,657","24,753","2,362","27,102",37,31,9,"1,479",141,"24,753","113,832.32 ","98,755.00 ","41,518.00 ",187,183,"9,934",587,164,10,4,4,384,21
"60511, Big Rock, IL",60511,"1,712",9,12,8,8,"1,645","1,586",62,"1,650",2,0,0,43,3,"1,586","85,694.06 ","68,800.00 ","31,084.00 ",2,2,610,12,4,0,0,0,8,0
"60512, Bristol, IL",60512,"1,597",46,38,113,93,"1,275","1,111",330,"1,267",6,6,2,188,19,"1,111","100,893.33 ","92,174.00 ","32,346.00 ",14,14,425,79,26,1,0,1,49,2
"60513, Brookfield, IL",60513,"18,811",307,495,471,728,"16,644","13,670","3,411","15,400",27,37,6,"2,297",203,"13,670","88,177.28 ","78,168.00 ","34,562.00 ",90,89,"6,727",867,226,5,1,11,586,38
"60514, Clarendon Hills, IL",60514,"10,809",786,828,293,304,"9,360","8,743",689,"10,120",6,3,5,540,51,"8,743","148,098.32 ","105,815.00 ","55,835.00 ",266,265,"3,584",172,21,3,1,0,133,14
"60515, Downers Grove, IL",60515,"28,909","1,396","1,550",606,664,"26,053","24,602","1,537","27,372",11,21,6,"1,165",67,"24,602","119,023.66 ","93,342.00 ","48,475.00 ",483,482,"10,782",390,66,5,1,8,295,15
"60516, Downers Grove, IL",60516,"28,913","2,509","2,598","1,313","1,334","24,034","22,352","1,994","26,919",33,16,17,"1,497",99,"22,352","112,247.08 ","94,784.00 ","43,488.00 ",873,868,"9,554",494,93,9,5,4,364,19
"60517, Woodridge, IL",60517,"33,450","4,037","4,049","3,210","3,158","23,891","20,784","4,656","28,794",99,52,49,"2,988",188,"20,784","103,924.89 ","85,457.00 ","40,006.00 ","1,359","1,351","9,671","1,118",308,16,8,14,730,42
"60519, Eola, IL",60519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"60520, Hinckley, IL",60520,"2,748",12,9,13,10,"2,641","2,551",151,"2,597",0,4,1,103,14,"2,551","90,638.56 ","73,756.00 ","34,666.00 ",2,2,"1,026",33,5,0,0,1,25,2
"60521, Hinsdale, IL",60521,"17,862","1,373","1,443",263,274,"15,757","15,041",733,"17,129",4,1,6,605,34,"15,041","229,257.97 ","179,108.00 ","75,593.00 ",439,439,"5,279",153,23,0,0,0,123,7
"60523, Oak Brook, IL",60523,"8,569","1,870","1,903",289,293,"6,124","5,697",482,"8,087",2,2,2,382,13,"5,697","160,314.19 ","107,951.00 ","67,474.00 ",654,653,"2,755",130,20,1,1,0,106,2
"60525, La Grange, IL",60525,"30,407",532,668,"1,343","1,668","26,825","24,045","3,496","26,911",38,44,9,"2,157",224,"24,045","114,553.58 ","85,801.00 ","45,633.00 ",175,174,"10,884",869,268,7,1,13,546,34
"60526, La Grange Park, IL",60526,"14,779",346,433,642,806,"13,204","12,069","1,147","13,632",7,9,5,803,104,"12,069","103,924.38 ","78,640.00 ","42,343.00 ",129,129,"5,377",317,70,2,0,5,217,23
"60527, Willowbrook, IL",60527,"26,553","3,254","3,374","2,537","2,587","19,745","18,277","1,762","24,791",49,11,10,"1,218",111,"18,277","127,844.52 ","81,064.00 ","52,493.00 ","1,108","1,106","8,529",451,95,15,2,6,311,22
"60532, Lisle, IL",60532,"27,483","3,019","3,129","1,644","1,656","21,592","20,009","2,018","25,465",54,7,14,"1,366",116,"20,009","106,174.99 ","80,335.00 ","46,498.00 ","1,073","1,069","9,849",550,133,11,4,3,372,27
"60534, Lyons, IL",60534,"10,589",158,199,423,509,"8,179","5,431","4,238","6,351",46,78,11,"2,508",178,"5,431","71,965.95 ","61,501.00 ","27,271.00 ",52,51,"3,270","1,104",384,7,1,17,655,40
"60536, Millbrook, IL",60536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"60538, Montgomery, IL",60538,"25,165",464,385,"1,868","1,575","19,520","16,279","6,547","18,618",88,114,29,"3,546",340,"16,279","83,421.11 ","75,047.00 ","28,618.00 ",147,140,"7,135","1,564",570,16,7,24,896,51
"60539, Mooseheart, IL",60539,124,6,6,10,10,100,88,16,108,0,0,0,12,1,88,"106,308.27 ","88,636.00 ","35,490.00 ",2,2,32,3,1,0,0,0,2,0
"60540, Naperville, IL",60540,"44,114","5,028","5,216","1,707","1,748","35,704","33,718","2,387","41,727",30,29,23,"1,662",140,"33,718","146,225.33 ","114,167.00 ","52,903.00 ","1,620","1,616","13,264",561,128,8,4,5,390,26
"60542, North Aurora, IL",60542,"17,520",904,957,"1,026","1,072","13,982","12,190","2,915","14,605",40,29,24,"1,598",195,"12,190","105,076.18 ","89,032.00 ","37,653.00 ",219,214,"5,069",671,235,9,5,6,388,28
"60543, Oswego, IL",60543,"37,271","1,620","1,400","2,177","1,858","31,159","28,908","4,583","32,688",57,57,24,"2,781",305,"28,908","115,875.18 ","105,493.00 ","38,163.00 ",477,471,"10,609","1,125",326,16,6,7,725,45
"60544, Plainfield, IL",60544,"27,521","1,550","1,532","2,005","1,948","21,909","19,144","4,365","23,156",50,60,13,"2,779",264,"19,144","99,193.32 ","86,302.00 ","34,991.00 ",399,396,"8,265",989,273,8,3,16,642,47
"60545, Plano, IL",60545,"14,186",253,200,972,799,"10,740","9,025","4,027","10,159",59,33,24,"1,877",283,"9,025","104,096.95 ","77,778.00 ","34,425.00 ",65,62,"3,822",988,438,9,3,12,478,48
"60546, Riverside, IL",60546,"16,334",370,485,"1,113","1,459","13,742","11,294","2,827","13,507",37,19,12,"1,868",166,"11,294","103,489.48 ","78,012.00 ","41,719.00 ",110,109,"5,709",748,207,7,1,4,497,32
"60550, Shabbona, IL",60550,"1,425",5,3,5,3,"1,385","1,365",43,"1,382",0,1,0,31,2,"1,365","65,542.50 ","57,824.00 ","25,407.00 ",1,1,529,12,4,0,0,1,7,0
"60554, Sugar Grove, IL",60554,"15,126",475,540,509,568,"13,289","11,955","1,800","13,326",15,14,5,"1,156",90,"11,955","127,965.37 ","115,580.00 ","44,004.00 ",130,128,"4,741",412,119,5,2,4,269,13
"60555, Warrenville, IL",60555,"14,627",712,687,620,585,"11,992","10,037","3,003","11,624",17,49,5,"2,004",99,"10,037","100,640.06 ","82,209.00 ","37,853.00 ",234,231,"4,742",621,181,3,3,10,398,26
"60556, Waterman, IL",60556,"1,554",9,8,18,15,"1,467","1,414",85,"1,469",1,1,0,61,9,"1,414","79,752.21 ","69,022.00 ","29,827.00 ",4,4,560,19,3,0,0,1,14,1
"60558, Western Springs, IL",60558,"13,753",197,244,84,100,"13,245","12,821",436,"13,317",4,5,2,324,38,"12,821","174,347.77 ","141,437.00 ","59,765.00 ",43,42,"4,584",95,14,1,1,1,72,6
"60559, Westmont, IL",60559,"25,522","3,281","3,329","2,158","2,169","18,601","16,552","2,848","22,674",36,37,24,"1,917",148,"16,552","91,846.34 ","66,165.00 ","39,160.00 ","1,209","1,205","8,334",721,170,6,4,8,495,38
"60560, Yorkville, IL",60560,"24,102",470,365,937,718,"21,307","19,911","2,855","21,247",36,48,13,"1,734",174,"19,911","107,990.50 ","90,465.00 ","36,875.00 ",130,129,"7,483",703,211,7,1,10,454,20
"60561, Darien, IL",60561,"21,955","2,611","2,736",908,941,"17,582","16,245","1,594","20,361",16,13,19,"1,121",93,"16,245","109,276.81 ","83,775.00 ","44,607.00 ",934,931,"7,478",408,80,3,3,2,302,18
"60563, Naperville, IL",60563,"36,399","6,051","6,169","2,691","2,689","25,610","23,282","3,241","33,158",60,31,14,"2,116",183,"23,282","110,222.37 ","87,947.00 ","47,096.00 ","2,149","2,145","11,367",921,246,17,4,8,610,36
"60564, Naperville, IL",60564,"41,586","8,307","8,488","2,244","2,277","29,423","27,534","2,128","39,458",22,16,24,"1,600",153,"27,534","170,694.11 ","143,633.00 ","52,773.00 ","2,313","2,306","9,526",514,94,9,7,2,382,20
"60565, Naperville, IL",60565,"41,239","6,575","6,781","1,601","1,619","31,577","29,902","1,864","39,375",40,15,34,"1,338",123,"29,902","146,329.35 ","122,254.00 ","49,214.00 ","1,939","1,935","11,096",424,81,6,4,5,309,19
"60585, Plainfield, IL",60585,"23,088","2,775","2,797","1,569","1,580","17,489","15,648","2,470","20,618",20,21,34,"1,742",177,"15,648","138,612.36 ","130,480.00 ","39,894.00 ",719,714,"5,258",517,108,3,5,4,375,22
"60586, Plainfield, IL",60586,"47,500","1,552","1,461","3,559","3,356","37,610","31,837","9,976","37,524",94,118,43,"5,959",733,"31,837","110,347.81 ","97,783.00 ","32,114.00 ",389,383,"11,518","2,121",669,16,6,19,"1,305",106
"60601, Chicago, IL",60601,"11,092","2,293","2,411",742,758,"7,528","6,728",807,"10,285",23,9,7,616,44,"6,728","134,048.97 ","99,515.00 ","82,904.00 ","1,376","1,371","4,621",422,52,8,5,3,329,25
"60602, Chicago, IL",60602,"1,164",187,196,84,85,841,775,68,"1,096",3,0,1,50,5,775,"143,708.54 ","101,154.00 ","82,378.00 ",95,95,481,31,4,1,0,0,24,2
"60603, Chicago, IL",60603,989,97,108,139,151,696,616,80,909,5,2,0,49,8,616,"152,525.68 ","95,000.00 ","39,593.00 ",40,40,166,15,2,0,0,0,12,1
"60604, Chicago, IL",60604,698,72,79,98,102,487,435,58,640,4,1,0,35,6,435,"145,290.92 ","85,294.00 ","36,522.00 ",29,29,108,11,2,0,0,0,8,1
"60605, Chicago, IL",60605,"23,680","3,566","3,759","4,156","4,321","14,728","13,222","1,629","22,051",71,12,11,"1,026",130,"13,222","107,105.76 ","78,564.00 ","59,488.00 ","1,964","1,958","7,702",639,125,31,6,5,423,49
"60606, Chicago, IL",60606,"2,406",422,448,137,141,"1,738","1,590",151,"2,255",5,1,2,107,8,"1,590","137,064.45 ","103,846.00 ","82,051.00 ",229,228,"1,027",74,15,2,1,1,52,3
"60607, Chicago, IL",60607,"23,618","4,036","4,245","3,968","4,125","14,382","12,614","1,934","21,684",67,22,22,"1,275",159,"12,614","113,417.51 ","87,537.00 ","57,917.00 ","1,882","1,871","7,573",735,139,16,11,9,506,54
"60608, Chicago, IL",60608,"76,774","8,825","8,016","9,745","8,478","34,272","12,143","47,059","29,715",605,821,184,"23,500","2,169","12,143","55,340.98 ","40,669.00 ","19,219.00 ","2,909","2,877","12,626","13,495","5,709",105,32,251,"6,789",609
"60609, Chicago, IL",60609,"65,782","2,650","2,405","20,666","19,066","24,264","8,235","35,463","30,319",832,492,148,"16,919","1,626","8,235","52,813.33 ","39,835.00 ","16,529.00 ",826,806,"7,853","8,957","4,006",117,20,127,"4,295",392
"60610, Chicago, IL",60610,"38,268","2,712","2,822","6,531","6,752","27,787","26,027","1,891","36,377",88,11,19,"1,287",165,"26,027","119,156.22 ","77,827.00 ","74,407.00 ","1,737","1,726","17,891","1,057",159,38,11,6,761,82
"60611, Chicago, IL",60611,"30,924","4,633","4,851","1,323","1,343","23,969","22,404","1,575","29,349",46,14,22,"1,222",81,"22,404","168,670.62 ","97,059.00 ","110,254.00 ","3,068","3,056","15,594",869,107,16,12,6,689,39
"60612, Chicago, IL",60612,"33,422","1,744","1,719","20,923","20,857","8,125","5,640","4,569","28,853",294,53,44,"2,231",301,"5,640","65,922.10 ","43,991.00 ","26,254.00 ",691,682,"3,667","1,498",557,76,9,16,763,77
"60613, Chicago, IL",60613,"50,086","3,096","3,642","3,623","4,155","40,403","35,679","5,235","44,851",140,63,43,"3,240",361,"35,679","104,468.62 ","75,137.00 ","59,464.00 ","1,770","1,756","23,321","2,288",568,42,14,28,"1,483",153
"60614, Chicago, IL",60614,"64,610","3,575","4,083","2,690","2,990","55,767","51,959","3,888","60,722",98,45,35,"2,642",289,"51,959","142,623.29 ","98,441.00 ","75,000.00 ","1,858","1,842","29,426","1,671",289,37,16,16,"1,185",128
"60615, Chicago, IL",60615,"40,591","2,960","3,001","24,820","24,994","10,736","9,295","1,796","38,795",291,20,15,892,215,"9,295","77,633.04 ","48,833.00 ","39,596.00 ","1,377","1,372","5,271",680,138,104,5,5,368,60
"60616, Chicago, IL",60616,"48,470","19,129","19,313","12,678","12,654","13,663","10,577","4,961","43,509",198,99,80,"2,634",357,"10,577","69,440.74 ","48,563.00 ","31,820.00 ","6,961","6,935","6,426","1,662",539,68,26,30,901,96
"60617, Chicago, IL",60617,"84,697",261,194,"47,789","45,776","20,954","5,350","32,179","52,518",835,487,62,"16,818","1,517","5,350","62,070.98 ","45,024.00 ","21,467.00 ",82,72,"7,057","8,684","3,366",153,10,133,"4,672",350
"60618, Chicago, IL",60618,"92,283","5,419","5,371","3,289","2,500","62,092","36,707","45,727","46,556",863,659,208,"25,093","3,164","36,707","92,267.98 ","63,844.00 ","35,413.00 ","2,050","1,997","25,933","12,594","4,327",181,53,158,"7,088",787
"60619, Chicago, IL",60619,"65,531",57,57,"63,661","63,273",459,339,769,"64,762",389,15,0,119,119,339,"57,917.27 ","43,310.00 ","24,330.00 ",25,25,170,212,33,120,0,4,27,28
"60620, Chicago, IL",60620,"73,886",164,162,"71,384","71,050","1,035",710,"1,128","72,758",324,27,2,335,143,710,"55,007.67 ","42,458.00 ","20,063.00 ",49,49,360,273,73,88,0,6,80,26
"60621, Chicago, IL",60621,"35,286",56,54,"34,482","34,264",225,138,405,"34,881",212,6,2,93,32,138,"39,560.66 ","24,703.00 ","13,783.00 ",10,8,64,97,14,54,2,1,19,7
"60622, Chicago, IL",60622,"55,413","2,265","2,555","5,253","5,427","39,411","29,652","16,378","39,035",665,265,105,"8,309","1,055","29,652","104,108.08 ","75,092.00 ","48,204.00 ","1,101","1,078","19,503","5,517","1,995",149,23,77,"2,971",302
"60623, Chicago, IL",60623,"96,276",206,83,"34,424","32,546","32,418","2,430","60,043","36,233",908,"1,043",121,"30,996","2,429","2,430","46,960.41 ","34,274.00 ","12,517.00 ",41,15,"7,825","15,127","6,341",184,26,263,"7,661",652
"60624, Chicago, IL",60624,"38,143",59,49,"36,260","35,887",891,498,"1,255","36,888",365,26,10,401,117,498,"42,266.08 ","29,245.00 ","14,500.00 ",19,17,295,297,84,73,2,7,110,21
"60625, Chicago, IL",60625,"78,637","11,707","11,951","3,708","3,302","47,126","30,571","30,548","48,089",532,460,213,"15,886","2,307","30,571","81,042.31 ","61,994.00 ","30,864.00 ","4,038","4,002","19,450","7,886","2,893",102,36,111,"4,176",568
"60626, Chicago, IL",60626,"51,907","4,160","4,290","13,064","13,262","27,162","19,413","12,996","38,911",452,232,80,"6,794",956,"19,413","64,609.92 ","45,461.00 ","30,009.00 ","1,600","1,586","13,064","3,675","1,234",117,14,58,"1,963",289
"60628, Chicago, IL",60628,"72,975",66,57,"69,010","68,513","1,703",822,"2,581","70,394",455,56,9,924,211,822,"59,964.85 ","48,022.00 ","20,619.00 ",19,17,707,684,258,103,2,17,264,40
"60629, Chicago, IL",60629,"112,785",715,530,"27,119","23,489","49,061","9,685","77,938","34,847","1,009",871,126,"42,183","3,146","9,685","57,753.78 ","46,494.00 ","15,512.00 ",195,180,"12,837","16,252","6,509",146,15,182,"8,737",663
"60630, Chicago, IL",60630,"55,643","6,126","7,454",785,731,"41,483","30,672","15,054","40,589",195,166,109,"8,899","1,134","30,672","79,027.42 ","62,805.00 ","30,003.00 ","1,806","1,781","17,040","4,070","1,284",37,25,40,"2,461",223
"60631, Chicago, IL",60631,"29,858","1,213","1,676",236,296,"27,220","24,276","2,976","26,882",24,23,12,"2,205",193,"24,276","96,409.94 ","83,602.00 ","41,246.00 ",452,447,"11,773",818,158,8,5,4,604,39
"60632, Chicago, IL",60632,"93,756","3,192","1,427","2,059",692,"49,489","9,155","81,970","11,786",594,890,171,"43,272","3,309","9,155","54,817.24 ","44,182.00 ","14,591.00 ",897,874,"13,784","19,138","8,003",114,23,187,"10,009",802
"60633, Chicago, IL",60633,"13,738",82,64,"3,518","3,481","7,668","4,406","5,596","8,142",88,98,19,"3,207",314,"4,406","63,214.51 ","47,622.00 ","23,398.00 ",21,15,"3,114","1,493",493,15,6,25,881,73
"60634, Chicago, IL",60634,"77,057","3,550","4,947","1,081","1,046","60,355","42,493","27,133","49,924",358,357,133,"15,565","1,823","42,493","75,857.51 ","63,169.00 ","26,538.00 ","1,068","1,044","22,422","6,542","2,151",60,24,76,"3,840",391
"60636, Chicago, IL",60636,"41,504",50,40,"39,298","38,909",837,267,"1,785","39,719",335,41,10,625,144,267,"46,306.77 ","34,264.00 ","13,834.00 ",11,9,230,381,137,59,2,9,143,31
"60637, Chicago, IL",60637,"50,013","2,121","2,124","38,582","38,558","7,685","6,764","1,322","48,691",305,25,12,616,168,"6,764","58,756.34 ","34,978.00 ","24,472.00 ",680,677,"3,084",330,48,84,3,7,155,33
"60638, Chicago, IL",60638,"57,500",598,780,"2,321","3,162","45,531","29,298","23,509","33,991",169,269,67,"14,734","1,236","29,298","78,017.97 ","67,086.00 ","27,849.00 ",160,147,"17,260","5,946","1,773",32,13,65,"3,794",269
"60639, Chicago, IL",60639,"93,228","1,253",872,"17,264","13,173","37,091","6,155","72,165","21,063","1,703",997,223,"33,638","3,497","6,155","56,886.74 ","46,509.00 ","15,975.00 ",334,302,"10,481","17,490","7,822",325,32,214,"8,244",853
"60640, Chicago, IL",60640,"65,906","8,512","9,231","11,539","12,252","39,307","31,782","10,482","55,424",354,164,84,"5,468",785,"31,782","74,775.76 ","54,298.00 ","40,618.00 ","4,053","4,024","22,221","3,826","1,225",115,29,44,"2,124",289
"60641, Chicago, IL",60641,"72,312","3,304","3,157","2,074","1,471","48,547","25,816","40,675","31,637",611,628,163,"22,701","2,389","25,816","71,755.61 ","54,710.00 ","24,915.00 ","1,094","1,065","18,187","10,408","3,693",121,29,143,"5,859",563
"60642, Chicago, IL",60642,"17,494",870,918,"2,201","2,366","11,656","8,944","4,893","12,601",105,105,57,"2,294",307,"8,944","98,984.22 ","72,470.00 ","47,661.00 ",441,429,"5,935","1,612",665,22,12,29,804,80
"60643, Chicago, IL",60643,"49,907",208,202,"37,129","37,112","11,252","10,231","1,482","48,425",294,31,8,736,158,"10,231","89,553.10 ","72,126.00 ","32,611.00 ",45,45,"4,314",372,75,65,0,8,203,21
"60644, Chicago, IL",60644,"47,931",192,179,"44,587","44,221","1,700",997,"1,985","45,946",348,32,13,721,175,997,"48,300.06 ","33,880.00 ","17,148.00 ",87,84,548,467,182,67,3,7,169,39
"60645, Chicago, IL",60645,"44,131","7,812","8,201","6,191","6,308","24,433","18,770","9,375","34,756",228,114,59,"4,789",752,"18,770","85,682.51 ","57,219.00 ","30,945.00 ","2,361","2,354","9,524","2,353",869,51,7,23,"1,242",161
"60646, Chicago, IL",60646,"27,156","2,390","2,943",240,268,"22,858","19,726","3,383","23,773",25,35,32,"2,329",255,"19,726","113,237.54 ","91,708.00 ","44,128.00 ",775,768,"9,283",900,191,5,7,13,636,48
"60647, Chicago, IL",60647,"89,192","2,531","2,259","6,821","5,041","55,667","29,341","51,056","38,136","1,587",628,185,"26,664","3,226","29,341","84,122.10 ","58,831.00 ","33,473.00 ","1,205","1,155","23,985","15,077","5,370",364,50,165,"8,229",899
