Name,FIPS,"# Population, 2014","# Asian Population, Alone, 2014","# Population, Not Hispanic, Asian Alone, 2014","# Black Population, Alone, 2014","# Population, Not Hispanic, Black Alone, 2014","# White Population, Alone, 2014","# Population, Not Hispanic, White Alone, 2014","# Hispanic Population, 2014","# Population, Not Hispanic, 2014","# Population, Hispanic, Black Alone, 2014","# Population, Hispanic, American Indian and Alaska Native Alone, 2014","# Population, Hispanic, Asian Alone, 2014","# Population, Hispanic, White Alone, 2014","# Population, Hispanic, Two or More Races, 2014","# White Non-Hispanic Population, 2014","Average Household Income, 2014","Median Household Income, 2014","Household Income, Per Capita (), 2014","# Asian Households, 2014","# Asian Non-Hispanic Head of Households, 2014","# White Households, 2014","# Hispanic Households, 2014","# Hispanic Head of Households, Other Race Alone, 2014","# Hispanic Head of Households, Black Alone, 2014","# Hispanic Head of Households, Asian Alone, 2014","# Hispanic Head of Households, American Indian and Alaska Native Alone, 2014","# Hispanic Head of Households, White Alone, 2014","# Hispanic Head of Households, Two or More Races, 2014"
"91604, Studio City, CA",91604,"28,272","2,003","2,331","1,146","1,289","23,182","20,778","2,454","25,818",53,25,27,"1,637",259,"20,778","140,059.11 ","97,686.00 ","68,946.00 ",894,882,"11,570","1,007",172,17,12,12,706,88
"91605, North Hollywood, CA",91605,"57,590","5,850","5,257","1,980","1,558","28,656","11,785","37,270","20,320",284,291,128,"17,626","2,041","11,785","65,406.52 ","49,879.00 ","18,270.00 ","1,734","1,708","8,365","8,427","3,563",56,26,75,"4,142",565
"91606, North Hollywood, CA",91606,"46,449","2,629","2,498","1,715","1,490","27,432","13,812","27,001","19,448",206,249,100,"13,690","1,589","13,812","63,816.29 ","48,059.00 ","21,515.00 ",887,867,"9,955","7,024","2,653",57,20,81,"3,746",467
"91607, Valley Village, CA",91607,"28,360","1,665","2,112","1,507","1,843","21,517","17,288","5,526","22,834",84,68,34,"2,966",461,"17,288","95,330.72 ","67,546.00 ","44,753.00 ",728,713,"10,341","1,901",584,35,15,27,"1,084",156
"91608, Universal City, CA",91608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"91702, Azusa, CA",91702,"59,510","5,105","4,277","1,774","1,308","34,333","9,277","42,713","16,797",280,555,218,"26,126","2,063","9,277","75,600.52 ","65,256.00 ","20,434.00 ","1,618","1,590","9,570","9,408","2,713",46,28,139,"5,990",492
"91706, Baldwin Park, CA",91706,"77,859","11,620","9,309",947,445,"35,202","3,243","63,329","14,530",410,662,378,"34,302","2,843","3,243","71,423.35 ","57,802.00 ","16,563.00 ","3,317","3,269","8,128","13,121","4,680",58,48,139,"7,539",657
"91711, Claremont, CA",91711,"35,272","4,667","5,257","1,818","1,956","24,320","18,115","8,081","27,191",108,101,71,"5,064",691,"18,115","113,992.85 ","86,406.00 ","40,320.00 ","1,350","1,339","9,034","2,028",487,20,11,34,"1,347",129
"91722, Covina, CA",91722,"34,044","3,796","3,384","1,190",973,"18,852","6,746","21,787","12,257",137,293,132,"12,562","1,109","6,746","86,513.92 ","75,804.00 ","25,344.00 ","1,183","1,162","5,975","5,144","1,654",19,21,81,"3,136",233
"91723, Covina, CA",91723,"19,395","2,061","1,924",821,724,"11,481","5,280","10,734","8,661",87,222,109,"6,250",631,"5,280","79,766.57 ","63,705.00 ","27,550.00 ",693,669,"4,212","3,005",905,16,24,69,"1,840",151
"91724, Covina, CA",91724,"28,834","3,952","3,986","1,009",935,"17,926","9,744","13,004","15,830",116,166,147,"7,906",837,"9,744","97,342.62 ","82,947.00 ","32,658.00 ","1,269","1,245","6,400","3,320",940,18,24,54,"2,137",147
"91731, El Monte, CA",91731,"27,576","8,166","7,394",248,99,"10,007","1,535","18,143","9,433",140,219,103,"9,187",833,"1,535","59,043.07 ","45,334.00 ","16,224.00 ","2,564","2,548","2,781","4,080","1,567",21,16,55,"2,228",193
"91732, El Monte, CA",91732,"66,282","17,018","15,184",529,222,"26,432","3,016","46,732","19,550",285,645,362,"25,020","2,127","3,016","64,485.35 ","48,359.00 ","15,819.00 ","4,669","4,618","6,436","9,997","3,608",38,51,141,"5,660",499
"91733, South El Monte, CA",91733,"42,007","7,616","6,407",235,42,"19,461","1,212","33,759","8,248",187,398,319,"19,226","1,381","1,212","60,395.57 ","47,818.00 ","13,918.00 ","1,881","1,839","4,532","7,157","2,316",31,42,88,"4,325",355
"91740, Glendora, CA",91740,"25,936","2,374","2,637",676,691,"18,030","11,348","10,046","15,890",72,154,68,"6,110",766,"11,348","95,575.64 ","76,862.00 ","32,333.00 ",775,754,"6,375","2,532",667,11,21,45,"1,633",155
"91741, Glendora, CA",91741,"24,481","1,885","2,436",311,365,"19,613","14,975","5,506","18,975",35,83,44,"3,661",509,"14,975","116,273.19 ","90,455.00 ","40,360.00 ",562,552,"7,131","1,407",289,8,10,24,989,87
"91744, La Puente, CA",91744,"87,622","9,319","7,016","1,541",910,"42,674","4,270","73,408","14,214",386,758,412,"41,082","2,827","4,270","74,193.45 ","63,928.00 ","16,704.00 ","2,749","2,692","9,822","14,556","5,045",50,57,164,"8,649",591
"91745, Hacienda Heights, CA",91745,"52,459","20,538","19,678",716,594,"21,103","7,197","23,701","28,758",103,227,230,"14,596","1,058","7,197","105,832.91 ","83,984.00 ","32,022.00 ","6,697","6,663","6,715","5,589","1,526",17,34,64,"3,729",219
"91746, La Puente, CA",91746,"30,407","2,743","1,917",480,257,"15,944","1,530","26,098","4,309",126,287,101,"15,465","1,018","1,530","76,347.56 ","64,233.00 ","17,612.00 ",789,773,"3,748","5,359","1,679",16,16,61,"3,362",225
"91748, Rowland Heights, CA",91748,"47,206","28,353","27,814",703,595,"11,076","4,324","13,461","33,745",100,136,154,"7,159",791,"4,324","90,958.24 ","69,444.00 ","26,801.00 ","8,626","8,605","3,421","3,140","1,072",11,21,38,"1,814",184
"91750, La Verne, CA",91750,"34,388","2,809","3,264","1,271","1,419","25,249","17,127","10,969","23,419",90,172,92,"7,068",806,"17,127","103,933.80 ","83,411.00 ","38,109.00 ",949,924,"9,721","2,960",664,15,25,48,"2,042",166
"91754, Monterey Park, CA",91754,"34,604","21,360","20,660",202,131,"7,871","1,648","11,431","23,173",68,145,219,"6,724",700,"1,648","81,528.95 ","62,960.00 ","27,819.00 ","7,486","7,436","2,819","3,417",939,12,50,42,"2,188",186
"91755, Monterey Park, CA",91755,"28,589","20,517","20,040",127,98,"4,685","1,233","6,754","21,835",27,71,156,"3,782",432,"1,233","78,917.04 ","61,617.00 ","25,391.00 ","6,540","6,505","1,660","1,910",555,5,35,26,"1,193",96
"91765, Diamond Bar, CA",91765,"47,701","24,867","24,961","2,083","2,020","16,020","9,452","9,623","38,078",90,91,234,"6,192",785,"9,452","122,834.72 ","100,688.00 ","40,005.00 ","7,731","7,686","5,867","2,536",551,18,45,27,"1,751",144
"91767, Pomona, CA",91767,"48,394","3,544","3,091","4,477","3,730","24,668","7,789","32,146","16,248",345,422,121,"17,789","1,574","7,789","70,552.11 ","55,261.00 ","20,786.00 ","1,184","1,164","7,578","7,131","2,487",64,20,110,"4,083",367
"91768, Pomona, CA",91768,"36,502","2,803","2,339","2,586","2,057","18,602","5,100","25,842","10,660",253,341,150,"14,247","1,309","5,100","70,350.49 ","53,470.00 ","18,419.00 ",640,620,"4,580","5,287","1,807",36,20,73,"3,064",287
"91770, Rosemead, CA",91770,"62,575","37,549","36,219",368,232,"13,840","2,821","22,516","40,059",129,375,309,"12,069","1,132","2,821","70,591.44 ","53,978.00 ","19,417.00 ","9,889","9,829","4,288","5,656","1,893",26,60,98,"3,315",264
"91773, San Dimas, CA",91773,"33,391","3,693","4,151","1,094","1,175","23,821","15,490","10,951","22,440",86,139,132,"7,342",788,"15,490","107,493.79 ","88,564.00 ","38,498.00 ","1,214","1,188","8,971","2,940",609,14,26,41,"2,101",149
"91775, San Gabriel, CA",91775,"24,192","11,400","11,524",341,308,"9,387","5,653","5,962","18,230",38,71,76,"3,516",385,"5,653","112,327.78 ","90,318.00 ","39,026.00 ","3,674","3,652","3,761","1,636",463,10,22,21,"1,044",76
"91776, San Gabriel, CA",91776,"37,956","24,166","23,628",392,303,"7,934","2,387","10,962","26,994",84,157,128,"5,974",618,"2,387","69,605.46 ","55,817.00 ","21,728.00 ","7,297","7,267","2,845","3,042",944,18,30,58,"1,843",149
"91780, Temple City, CA",91780,"37,412","20,379","20,467",303,271,"12,751","7,528","8,286","29,126",35,139,135,"4,988",523,"7,528","87,124.30 ","69,430.00 ","28,900.00 ","6,063","6,042","5,057","2,308",610,8,21,44,"1,518",107
"91789, Walnut, CA",91789,"43,057","26,776","26,561","1,157","1,087","10,864","5,430","8,757","34,300",69,65,203,"5,448",644,"5,430","120,029.98 ","100,159.00 ","35,839.00 ","7,794","7,754","3,703","2,208",537,9,40,23,"1,492",107
"91790, West Covina, CA",91790,"45,246","8,622","7,754","1,715","1,344","21,416","6,554","28,188","17,058",259,376,225,"15,734","1,395","6,554","87,739.36 ","70,820.00 ","25,446.00 ","2,494","2,460","6,607","6,777","2,320",46,34,94,"3,970",313
"91791, West Covina, CA",91791,"33,802","7,802","7,412","1,391","1,209","17,193","6,687","17,372","16,430",145,242,160,"10,808",898,"6,687","107,668.38 ","83,541.00 ","33,737.00 ","2,438","2,415","5,814","4,341","1,181",22,23,74,"2,853",188
"91792, West Covina, CA",91792,"30,497","12,321","11,633","1,576","1,370","9,493","2,374","14,204","16,293",149,189,200,"7,702",922,"2,374","88,992.25 ","77,231.00 ","25,954.00 ","3,770","3,728","2,863","3,446","1,140",26,42,44,"2,018",176
"91801, Alhambra, CA",91801,"52,623","28,659","27,940",933,771,"14,863","5,658","16,971","35,652",149,251,236,"9,723","1,084","5,658","75,543.61 ","59,552.00 ","27,943.00 ","10,250","10,193","6,097","5,482","1,620",35,57,78,"3,367",325
"91803, Alhambra, CA",91803,"31,558","16,142","15,487",370,282,"9,463","2,617","12,482","19,076",79,167,155,"7,377",746,"2,617","83,747.35 ","62,075.00 ","27,883.00 ","5,210","5,172","3,484","3,747","1,063",16,38,58,"2,374",198
"92602, Irvine, CA",92602,"24,343","12,046","12,370",422,410,"9,826","7,891","2,362","21,981",25,12,55,"1,503",315,"7,891","155,340.89 ","120,416.00 ","56,251.00 ","4,043","4,027","4,008",763,172,7,16,2,495,71
"92603, Irvine, CA",92603,"22,086","7,465","7,740",191,188,"12,948","11,690","1,341","20,745",11,13,51,876,153,"11,690","168,705.63 ","129,477.00 ","61,508.00 ","2,429","2,417","5,046",358,67,2,12,1,263,13
"92604, Irvine, CA",92604,"29,271","9,709","10,091",431,421,"16,786","14,011","3,333","25,938",29,24,69,"2,242",324,"14,011","119,699.13 ","96,913.00 ","43,884.00 ","3,110","3,093","6,857",930,175,4,17,7,663,64
"92606, Irvine, CA",92606,"21,029","10,188","10,422",421,406,"8,466","6,750","2,229","18,800",27,15,71,"1,363",240,"6,750","128,157.69 ","104,953.00 ","45,828.00 ","3,393","3,376","3,413",650,145,9,17,8,413,58
"92610, Foothill Ranch, CA",92610,"10,661","2,439","2,627",156,154,"7,095","5,802","1,429","9,232",15,11,38,997,153,"5,802","158,983.11 ","139,741.00 ","53,178.00 ",784,777,"2,478",390,70,6,7,5,275,27
"92612, Irvine, CA",92612,"25,800","9,836","10,139",433,418,"13,305","11,537","2,263","23,537",30,16,61,"1,336",246,"11,537","94,724.50 ","74,293.00 ","39,829.00 ","3,550","3,534","6,284",781,188,12,16,5,499,61
"92614, Irvine, CA",92614,"25,248","9,377","9,748",451,440,"12,999","10,841","2,610","22,638",31,21,61,"1,634",325,"10,841","120,675.94 ","100,583.00 ","45,961.00 ","3,302","3,284","5,470",811,163,6,18,4,567,53
"92617, Irvine, CA",92617,"12,699","5,963","6,033",199,185,"5,116","4,098","1,658","11,041",18,21,71,856,167,"4,098","74,822.52 ","32,885.00 ","22,282.00 ","1,223","1,217","1,720",317,86,2,6,5,192,26
"92618, Irvine, CA",92618,"18,662","6,855","7,177",393,383,"9,801","7,957","2,127","16,535",29,21,33,"1,420",210,"7,957","122,632.17 ","101,387.00 ","52,887.00 ","2,649","2,639","4,624",707,155,5,10,7,480,50
"92620, Irvine, CA",92620,"40,961","17,776","18,305",569,564,"19,321","16,302","3,612","37,349",24,37,97,"2,300",446,"16,302","139,326.17 ","114,943.00 ","50,180.00 ","5,775","5,744","7,876","1,136",227,2,31,10,763,103
"92624, Capistrano Beach, CA",92624,"7,571",230,336,47,60,"6,491","5,385","1,395","6,176",7,35,7,840,86,"5,385","99,563.94 ","66,199.00 ","40,880.00 ",82,78,"2,774",376,100,1,4,10,236,25
"92625, Corona Del Mar, CA",92625,"13,657",815,901,54,58,"12,317","11,628",695,"12,962",2,2,10,548,70,"11,628","212,164.20 ","138,068.00 ","100,996.00 ",314,311,"6,016",264,22,1,3,1,221,16
"92626, Costa Mesa, CA",92626,"49,088","7,347","7,893",893,846,"33,108","24,986","13,310","35,778",122,177,152,"7,167","1,169","24,986","102,567.99 ","81,784.00 ","39,488.00 ","2,802","2,758","13,363","3,326","1,064",29,44,33,"1,883",273
"92627, Costa Mesa, CA",92627,"64,836","2,985","3,066",755,606,"45,370","29,183","29,805","35,031",187,330,111,"15,820","1,819","29,183","91,704.23 ","68,443.00 ","33,009.00 ","1,191","1,164","17,555","6,639","2,437",34,27,67,"3,643",431
"92629, Dana Point, CA",92629,"27,512","1,060","1,384",246,288,"23,830","20,175","4,603","22,909",31,103,25,"2,965",336,"20,175","127,169.66 ","97,477.00 ","55,647.00 ",425,421,"10,844","1,302",276,9,4,16,913,84
"92630, Lake Forest, CA",92630,"62,306","8,631","9,234","1,046",996,"43,263","31,882","17,752","44,554",129,224,126,"10,380","1,290","31,882","118,915.25 ","94,558.00 ","40,680.00 ","2,763","2,739","15,865","3,933","1,155",28,24,37,"2,433",256
"92637, Laguna Woods, CA",92637,"16,769","1,924","2,017",121,121,"14,199","13,249","1,066","15,703",6,9,11,824,41,"13,249","60,644.94 ","42,377.00 ","40,868.00 ","1,033","1,026","9,904",506,53,4,7,4,420,18
"92646, Huntington Beach, CA",92646,"56,293","6,959","7,965",416,433,"44,762","38,493","6,671","49,622",42,119,72,"4,762",659,"38,493","113,865.95 ","95,334.00 ","43,778.00 ","2,319","2,299","18,096","1,923",271,15,20,37,"1,461",119
"92647, Huntington Beach, CA",92647,"59,561","9,190","9,783",822,795,"39,174","29,219","17,020","42,541",87,260,142,"8,953","1,342","29,219","98,589.38 ","80,692.00 ","34,034.00 ","3,089","3,062","14,803","3,845","1,291",10,27,58,"2,209",250
"92648, Huntington Beach, CA",92648,"48,688","5,590","6,428",341,352,"38,591","32,592","7,033","41,655",40,109,93,"4,687",649,"32,592","124,106.95 ","94,062.00 ","52,801.00 ","2,082","2,061","17,256","2,169",392,8,21,36,"1,543",169
"92649, Huntington Beach, CA",92649,"35,308","3,882","4,502",251,266,"28,205","24,056","4,813","30,495",26,53,81,"3,148",527,"24,056","131,386.19 ","98,871.00 ","55,589.00 ","1,458","1,442","12,555","1,523",281,11,16,19,"1,087",109
"92651, Laguna Beach, CA",92651,"26,352","2,254","2,566",202,209,"22,533","20,594","1,971","24,381",20,29,23,"1,445",158,"20,594","168,295.68 ","107,705.00 ","77,664.00 ",788,781,"10,852",665,88,5,7,11,511,43
"92653, Laguna Hills, CA",92653,"28,035","3,866","4,214",359,351,"20,217","16,082","6,057","21,978",41,53,53,"3,574",389,"16,082","132,276.23 ","97,899.00 ","45,371.00 ","1,171","1,163","7,363","1,379",383,6,8,10,902,70
"92655, Midway City, CA",92655,"8,433","4,731","4,609",54,41,"2,592","1,600","2,009","6,424",12,40,42,"1,076",125,"1,600","77,673.85 ","55,184.00 ","22,638.00 ","1,294","1,282",893,400,136,2,12,7,222,21
"92656, Aliso Viejo, CA",92656,"50,844","8,254","9,164",972,"1,008","36,083","28,817","8,830","42,014",78,78,126,"5,774",841,"28,817","126,228.64 ","106,453.00 ","49,020.00 ","2,796","2,770","14,837","2,454",526,16,26,18,"1,701",167
"92657, Newport Coast, CA",92657,"9,928","1,935","2,045",54,57,"7,292","6,737",559,"9,369",0,6,6,407,64,"6,737","272,583.32 ","169,366.00 ","105,404.00 ",691,691,"2,984",154,18,0,0,2,125,9
"92660, Newport Beach, CA",92660,"35,092","2,915","3,280",292,302,"30,148","27,614","2,694","32,398",27,18,33,"1,954",260,"27,614","170,011.36 ","117,042.00 ","75,358.00 ","1,252","1,235","13,610",933,136,7,17,7,697,69
"92661, Newport Beach, CA",92661,"3,767",89,124,30,41,"3,495","3,249",246,"3,521",1,8,2,166,25,"3,249","142,697.29 ","103,695.00 ","70,369.00 ",45,45,"1,737",95,19,0,0,4,64,8
"92662, Newport Beach, CA",92662,"2,802",42,50,11,12,"2,686","2,556",131,"2,671",1,1,0,112,7,"2,556","146,260.40 ","97,266.00 ","80,497.00 ",17,17,"1,491",48,2,1,0,0,44,1
"92663, Newport Beach, CA",92663,"23,151","1,140","1,359",212,237,"20,173","17,757","2,967","20,184",19,50,33,"1,965",218,"17,757","149,072.20 ","101,515.00 ","70,178.00 ",530,517,"9,619","1,004",213,2,13,14,693,69
"92673, San Clemente, CA",92673,"31,227","1,631","2,102",203,233,"26,817","22,982","4,411","26,816",27,53,42,"2,900",419,"22,982","150,157.74 ","126,461.00 ","50,953.00 ",553,541,"9,391","1,047",226,5,12,11,726,67
"92675, San Juan Capistrano, CA",92675,"34,291","1,163","1,337",193,168,"26,872","18,595","12,994","21,297",52,152,43,"7,837",749,"18,595","127,356.45 ","86,852.00 ","42,385.00 ",384,374,"9,728","2,584",766,13,10,38,"1,614",143
"92676, Silverado, CA",92676,"1,958",50,68,5,7,"1,766","1,594",177,"1,781",0,6,1,119,24,"1,594","129,714.84 ","114,640.00 ","54,103.00 ",12,11,748,46,8,0,1,1,31,5
"92677, Laguna Niguel, CA",92677,"64,416","6,287","7,207",767,788,"51,184","43,853","9,348","55,068",90,125,93,"5,755",780,"43,853","143,235.07 ","110,839.00 ","54,955.00 ","2,219","2,195","20,460","2,543",630,16,24,35,"1,670",168
"92678, Trabuco Canyon, CA",92678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 ,0.00 ,0.00 ,0,0,0,0,0,0,0,0,0,0
"92679, Trabuco Canyon, CA",92679,"33,377","2,568","2,949",334,374,"28,361","24,995","3,475","29,902",13,31,41,"2,665",319,"24,995","192,816.15 ","162,677.00 ","61,503.00 ",801,795,"9,213",833,120,5,6,9,644,49
"92683, Westminster, CA",92683,"94,374","47,432","46,440",871,568,"32,734","21,323","23,978","70,396",296,359,432,"12,002","1,871","21,323","82,390.14 ","63,475.00 ","24,272.00 ","12,510","12,443","11,679","5,162","1,899",51,67,71,"2,770",304
"92688, Rancho Santa Margarita, CA",92688,"46,453","5,396","6,155",871,903,"34,925","27,353","9,682","36,771",97,104,118,"6,230",812,"27,353","121,922.28 ","107,291.00 ","43,133.00 ","1,799","1,779","12,894","2,603",654,24,20,28,"1,736",141
"92691, Mission Viejo, CA",92691,"48,058","4,339","5,142",610,685,"38,111","29,795","9,951","38,107",43,138,82,"6,885",709,"29,795","118,469.67 ","101,751.00 ","41,126.00 ","1,358","1,341","13,689","2,387",480,11,17,33,"1,739",107
"92692, Mission Viejo, CA",92692,"47,793","5,281","5,888",579,616,"37,641","31,515","7,302","40,491",37,87,98,"5,051",536,"31,515","134,553.99 ","108,820.00 ","50,035.00 ","1,719","1,699","14,747","1,948",388,5,20,21,"1,425",89
"92694, Ladera Ranch, CA",92694,"25,934","3,463","4,011",364,402,"19,773","16,390","3,614","22,320",22,29,52,"2,496",414,"16,390","179,865.01 ","144,005.00 ","55,568.00 ","1,071","1,061","6,291",849,159,2,10,6,607,65
"92701, Santa Ana, CA",92701,"50,774","2,545","1,425",776,229,"26,041","2,919","45,560","5,214",416,597,306,"24,432","2,102","2,919","61,281.02 ","46,254.00 ","14,695.00 ",931,844,"6,050","9,553","3,638",101,87,113,"5,124",490
"92703, Santa Ana, CA",92703,"70,572","11,917","9,429","1,008",374,"30,867","3,128","57,076","13,496",570,840,888,"29,499","2,615","3,128","72,825.97 ","58,465.00 ","14,817.00 ","3,105","2,921","5,591","9,958","3,933",124,184,126,"5,031",560
"92704, Santa Ana, CA",92704,"92,575","16,905","13,899","1,448",608,"40,507","8,111","68,952","23,623",743,981,798,"34,861","3,384","8,111","79,628.22 ","65,878.00 ","18,089.00 ","4,516","4,406","9,703","12,558","5,009",127,110,139,"6,508",665
"92705, Santa Ana, CA",92705,"45,252","3,675","3,669",640,500,"31,773","20,711","19,088","26,164",157,258,128,"10,879",944,"20,711","129,151.07 ","92,370.00 ","41,906.00 ","1,158","1,141","11,026","4,489","1,530",35,17,44,"2,645",218
"92706, Santa Ana, CA",92706,"38,565","3,904","2,930",600,303,"21,198","6,122","28,604","9,961",213,322,157,"16,146","1,400","6,122","87,352.05 ","65,689.00 ","22,923.00 ","1,071","1,049","5,878","6,060","2,152",49,22,60,"3,468",309
"92707, Santa Ana, CA",92707,"60,358","4,729","2,976",777,297,"29,772","4,395","51,928","8,430",350,569,450,"27,143","2,197","4,395","81,493.29 ","67,617.00 ","17,820.00 ","1,397","1,333","6,671","9,679","3,793",65,64,102,"5,213",442
"92708, Fountain Valley, CA",92708,"55,885","20,126","20,941",490,457,"30,181","24,274","8,158","47,727",54,140,132,"4,846",826,"24,274","106,628.48 ","89,864.00 ","35,914.00 ","5,896","5,864","11,431","2,034",550,11,32,35,"1,266",140
"92780, Tustin, CA",92780,"60,416","9,306","8,686","1,419","1,161","33,593","18,658","30,347","30,069",198,362,172,"15,523","1,797","18,658","90,108.45 ","71,094.00 ","29,215.00 ","2,987","2,952","11,977","7,044","2,750",54,35,74,"3,747",384
"92782, Tustin, CA",92782,"24,285","8,398","8,681",392,387,"13,073","10,545","3,478","20,807",21,32,69,"2,112",414,"10,545","134,661.96 ","111,027.00 ","50,687.00 ","2,843","2,830","5,449","1,057",266,4,13,10,678,86
"92801, Anaheim, CA",92801,"68,511","12,897","11,069","2,553","1,980","32,527","12,169","41,874","26,637",289,571,242,"22,431","2,457","12,169","71,035.36 ","55,827.00 ","20,632.00 ","4,076","4,037","9,768","8,993","3,415",66,39,104,"4,843",526
"92802, Anaheim, CA",92802,"44,175","7,249","6,120","1,152",805,"21,969","8,232","28,169","16,006",220,294,167,"14,960","1,408","8,232","75,741.65 ","57,064.00 ","20,542.00 ","2,023","1,997","6,308","5,990","2,361",43,26,57,"3,198",305
"92804, Anaheim, CA",92804,"86,247","21,113","19,363","2,697","2,212","40,675","20,093","42,569","43,678",325,683,347,"22,291","2,638","20,093","74,296.68 ","60,755.00 ","21,336.00 ","5,817","5,773","12,489","8,983","3,398",58,44,110,"4,862",511
"92805, Anaheim, CA",92805,"72,379","6,261","4,249","1,282",638,"38,771","9,414","56,938","15,441",376,653,223,"31,894","2,766","9,414","73,630.33 ","59,593.00 ","19,022.00 ","2,064","2,034","10,101","11,706","4,262",75,30,125,"6,602",612
"92806, Anaheim, CA",92806,"39,480","5,336","4,732",958,735,"22,142","10,975","22,148","17,332",148,288,125,"11,812","1,270","10,975","91,071.29 ","69,129.00 ","28,732.00 ","1,653","1,626","7,572","5,208","2,011",38,27,62,"2,803",267
"92807, Anaheim, CA",92807,"39,456","6,963","7,584",761,790,"27,286","20,801","8,573","30,883",43,140,70,"5,567",673,"20,801","131,441.87 ","108,711.00 ","45,365.00 ","2,128","2,114","10,130","2,199",527,6,14,30,"1,519",103
"92808, Anaheim, CA",92808,"19,820","4,660","5,089",345,369,"13,123","10,469","2,898","16,922",10,25,42,"2,056",266,"10,469","141,569.57 ","115,592.00 ","51,523.00 ","1,583","1,572","5,039",817,147,3,11,7,594,55
"92821, Brea, CA",92821,"36,305","6,886","7,315",473,456,"24,058","17,009","10,241","26,064",49,117,91,"6,407",812,"17,009","104,343.98 ","86,031.00 ","37,865.00 ","2,283","2,268","9,384","2,821",755,10,15,29,"1,863",149
"92823, Brea, CA",92823,"3,423",885,949,46,47,"2,185","1,669",620,"2,803",2,7,5,433,64,"1,669","130,587.42 ","110,736.00 ","43,918.00 ",266,265,804,148,26,0,1,1,110,10
"92831, Fullerton, CA",92831,"34,381","6,086","6,228",980,882,"20,158","14,181","11,935","22,446",137,196,134,"5,610","1,040","14,181","88,330.74 ","67,610.00 ","32,690.00 ","2,226","2,197","7,964","3,125","1,218",44,29,37,"1,544",253
"92832, Fullerton, CA",92832,"24,432","2,775","2,454",588,440,"14,326","7,435","13,540","10,892",105,173,79,"7,231",876,"7,435","78,099.60 ","62,602.00 ","26,380.00 ","1,027","1,013","5,115","3,112","1,149",19,14,39,"1,695",196
"92833, Fullerton, CA",92833,"52,732","19,405","18,928","1,070",927,"22,667","13,284","18,356","34,376",129,291,183,"9,710","1,124","13,284","96,383.51 ","73,376.00 ","30,064.00 ","5,785","5,763","7,805","4,269","1,558",25,22,71,"2,395",198
"92835, Fullerton, CA",92835,"25,754","5,945","6,328",444,445,"16,667","12,841","5,269","20,485",31,57,68,"3,281",427,"12,841","128,340.38 ","106,927.00 ","47,247.00 ","1,824","1,811","6,662","1,361",353,5,13,14,908,68
"92840, Garden Grove, CA",92840,"52,864","17,883","16,595",785,574,"22,449","10,597","24,194","28,670",174,331,232,"13,003","1,426","10,597","83,561.42 ","68,443.00 ","23,448.00 ","4,863","4,832","6,938","5,001","1,860",36,31,59,"2,733",282
"92841, Garden Grove, CA",92841,"31,871","13,360","12,875",464,344,"12,758","7,305","10,693","21,178",110,140,122,"5,844",741,"7,305","84,134.51 ","63,208.00 ","24,025.00 ","3,410","3,390","4,065","2,218",757,16,20,26,"1,259",140
"92843, Garden Grove, CA",92843,"49,212","21,346","19,493",478,247,"15,877","4,945","23,993","25,219",211,281,270,"12,579","1,361","4,945","73,650.58 ","58,721.00 ","18,095.00 ","5,192","5,151","4,142","4,755","1,834",33,41,49,"2,525",273
"92844, Garden Grove, CA",92844,"25,891","15,886","15,333",286,200,"6,097","3,130","6,820","19,071",80,125,100,"3,438",440,"3,130","72,609.95 ","52,443.00 ","20,222.00 ","4,211","4,195","1,905","1,414",530,14,16,20,746,88
"92845, Garden Grove, CA",92845,"16,280","2,334","2,714",161,167,"12,345","9,922","2,709","13,571",20,39,45,"1,852",300,"9,922","111,719.26 ","102,643.00 ","38,530.00 ",724,715,"4,490",659,117,3,9,8,463,59
"92861, Villa Park, CA",92861,"5,944",933,"1,079",43,48,"4,602","3,961",664,"5,280",2,7,6,455,68,"3,961","202,335.04 ","164,754.00 ","68,976.00 ",282,282,"1,641",154,24,0,0,3,118,9
"92865, Orange, CA",92865,"19,219","2,396","2,512",336,289,"12,182","8,272","7,636","11,583",68,122,63,"3,673",545,"8,272","105,462.53 ","87,403.00 ","34,112.00 ",760,754,"4,345","1,651",669,12,6,21,859,84
"92866, Orange, CA",92866,"15,721",965,"1,039",237,220,"11,176","7,392","6,632","9,089",36,100,18,"3,635",382,"7,392","82,992.66 ","66,966.00 ","31,737.00 ",350,345,"4,624","1,718",587,10,5,26,"1,007",83
"92867, Orange, CA",92867,"44,178","4,963","5,141",505,435,"30,971","20,048","17,134","27,044",96,257,131,"10,503","1,049","20,048","113,152.10 ","90,766.00 ","34,348.00 ","1,481","1,456","9,972","3,589","1,039",25,25,48,"2,272",180
"92868, Orange, CA",92868,"27,842","4,454","4,137",784,649,"17,012","8,254","14,146","13,696",97,164,75,"9,077",770,"8,254","88,877.94 ","74,462.00 ","27,157.00 ","1,559","1,540","5,105","2,998",935,19,19,39,"1,798",188
